Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
25,104;946,27000;10,00;7,14;;0, 9,4627E+02,2, 1,3652E+00,5, 1,0000E+03
26,104;951,11000;10,00;7,14;;0, 9,5111E+02,2, 1,3652E+00,5, 1,0000E+03
27,110;953,04000;10,00;7,14;;0, 9,5304E+02,2, 1,3652E+00,5, 1,0000E+03
28,113;953,78000;10,00;7,14;;0, 9,5378E+02,2, 1,3652E+00,5, 1,0000E+03
29,117;954,23000;10,00;7,14;;0, 9,5423E+02,2, 1,3652E+00,5, 1,0000E+03
30,119;954,46000;10,00;7,14;;0, 9,5446E+02,2, 1,3652E+00,5, 1,0000E+03
31,121;954,57000;10,00;7,14;;0, 9,5457E+02,2, 1,3652E+00,5, 1,0000E+03
32,123;954,63000;10,00;7,14;;0, 9,5463E+02,2, 1,3652E+00,5, 1,0000E+03
33,132;954,68000;10,00;7,14;;0, 9,5468E+02,2, 1,3652E+00,5, 1,0000E+03
34,135;954,69000;10,00;7,14;;0, 9,5469E+02,2, 1,3652E+00,5, 1,0000E+03
35,141;954,69000;10,00;7,14;;0, 9,5469E+02,2, 1,3652E+00,5, 1,0000E+03
36,142;954,68000;10,00;7,14;;0, 9,5468E+02,2, 1,3652E+00,5, 1,0000E+03
37,143;954,68000;10,00;7,14;;0, 9,5468E+02,2, 1,3652E+00,5, 1,0000E+03
38,148;954,68000;10,00;7,14;;0, 9,5468E+02,2, 1,3652E+00,5, 1,0000E+03
39,148;954,62000;10,00;7,14;;0, 9,5462E+02,2, 1,3652E+00,5, 1,0000E+03
40,159;954,58000;10,00;7,14;;0, 9,5458E+02,2, 1,3652E+00,5, 1,0000E+03
41,161;954,57000;10,00;7,14;;0, 9,5457E+02,2, 1,3652E+00,5, 1,0000E+03
42,170;954,56000;10,00;7,14;;0, 9,5456E+02,2, 1,3652E+00,5, 1,0000E+03
43,170;954,56000;10,00;7,14;;0, 9,5456E+02,2, 1,3652E+00,5, 1,0000E+03
44,172;954,55000;10,00;7,14;;0, 9,5455E+02,2, 1,3652E+00,5, 1,0000E+03
45,175;954,55000;10,00;7,14;;0, 9,5455E+02,2, 1,3652E+00,5, 1,0000E+03
46,182;954,55000;10,00;7,14;;0, 9,5455E+02,2, 1,3652E+00,5, 1,0000E+03
47,183;954,55000;10,00;7,14;;0, 9,5455E+02,2, 1,3652E+00,5, 1,0000E+03
48,191;954,56000;10,00;7,14;;0, 9,5456E+02,2, 1,3652E+00,5, 1,0000E+03
49,201;954,56000;10,00;7,14;;0, 9,5456E+02,2, 1,3652E+00,5, 1,0000E+03
50,203;954,56000;10,00;7,14;;0, 9,5456E+02,2, 1,3652E+00,5, 1,0000E+03
51,211;954,55000;10,00;7,14;;0, 9,5455E+02,2, 1,3652E+00,5, 1,0000E+03
52,222;954,55000;10,00;7,14;;0, 9,5455E+02,2, 1,3652E+00,5, 1,0000E+03
53,232;954,53000;10,00;7,14;;0, 9,5453E+02,2, 1,3652E+00,5, 1,0000E+03
54,233;954,54000;10,00;7,14;;0, 9,5454E+02,2, 1,3652E+00,5, 1,0000E+03
55,236;954,53000;10,00;7,14;;0, 9,5453E+02,2, 1,3652E+00,5, 1,0000E+03
56,237;954,53000;10,00;7,14;;0, 9,5453E+02,2, 1,3652E+00,5, 1,0000E+03
57,246;954,52000;10,00;7,14;;0, 9,5452E+02,2, 1,3652E+00,5, 1,0000E+03
58,247;954,52000;10,00;7,14;;0, 9,5452E+02,2, 1,3652E+00,5, 1,0000E+03
59,248;954,51000;10,00;7,14;;0, 9,5451E+02,2, 1,3652E+00,5, 1,0000E+03
60,250;954,51000;10,00;7,14;;0, 9,5451E+02,2, 1,3652E+00,5, 1,0000E+03
61,254;954,51000;10,00;7,14;;0, 9,5451E+02,2, 1,3652E+00,5, 1,0000E+03
62,256;954,51000;10,00;7,14;;0, 9,5451E+02,2, 1,3652E+00,5, 1,0000E+03
63,261;954,51000;10,00;7,14;;0, 9,5451E+02,2, 1,3652E+00,5, 1,0000E+03
64,263;954,51000;10,00;7,14;;0, 9,5451E+02,2, 1,3652E+00,5, 1,0000E+03
65,265;954,52000;10,00;7,14;;0, 9,5452E+02,2, 1,3652E+00,5, 1,0000E+03
