Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
29,182;7,36430;10,0;5,18;;0, 7,3643E+00,2, 1,3652E+00,5, 1,0000E+03
30,192;7,33960;10,0;5,18;;0, 7,3396E+00,2, 1,3652E+00,5, 1,0000E+03
31,192;7,31070;10,0;5,18;;0, 7,3107E+00,2, 1,3652E+00,5, 1,0000E+03
32,202;7,29110;10,0;5,18;;0, 7,2911E+00,2, 1,3652E+00,5, 1,0000E+03
33,202;7,26940;10,0;5,18;;0, 7,2694E+00,2, 1,3652E+00,5, 1,0000E+03
34,203;7,24980;10,0;5,18;;0, 7,2498E+00,2, 1,3652E+00,5, 1,0000E+03
35,204;7,25050;10,0;5,18;;0, 7,2505E+00,2, 1,3652E+00,5, 1,0000E+03
36,211;7,21410;10,0;5,18;;0, 7,2141E+00,2, 1,3652E+00,5, 1,0000E+03
37,217;7,20940;10,0;5,18;;0, 7,2094E+00,2, 1,3652E+00,5, 1,0000E+03
38,222;7,21180;10,0;5,18;;0, 7,2118E+00,2, 1,3652E+00,5, 1,0000E+03
39,223;7,17220;10,0;5,18;;0, 7,1722E+00,2, 1,3652E+00,5, 1,0000E+03
40,225;7,16950;10,0;5,18;;0, 7,1695E+00,2, 1,3652E+00,5, 1,0000E+03
41,232;7,13450;10,0;5,18;;0, 7,1345E+00,2, 1,3652E+00,5, 1,0000E+03
42,240;7,12610;10,0;5,18;;0, 7,1261E+00,2, 1,3652E+00,5, 1,0000E+03
43,246;7,12350;10,0;5,18;;0, 7,1235E+00,2, 1,3652E+00,5, 1,0000E+03
44,251;7,12030;10,0;5,18;;0, 7,1203E+00,2, 1,3652E+00,5, 1,0000E+03
45,259;7,11180;10,0;5,18;;0, 7,1118E+00,2, 1,3652E+00,5, 1,0000E+03
46,269;7,09650;10,0;5,18;;0, 7,0965E+00,2, 1,3652E+00,5, 1,0000E+03
47,275;7,09170;10,0;5,18;;0, 7,0917E+00,2, 1,3652E+00,5, 1,0000E+03
48,282;7,08160;10,0;5,18;;0, 7,0816E+00,2, 1,3652E+00,5, 1,0000E+03
49,290;7,08080;10,0;5,18;;0, 7,0808E+00,2, 1,3652E+00,5, 1,0000E+03
50,292;7,07910;10,0;5,18;;0, 7,0791E+00,2, 1,3652E+00,5, 1,0000E+03
51,302;7,08120;10,0;5,18;;0, 7,0812E+00,2, 1,3652E+00,5, 1,0000E+03
52,310;7,08430;10,0;5,18;;0, 7,0843E+00,2, 1,3652E+00,5, 1,0000E+03
53,311;7,08170;10,0;5,18;;0, 7,0817E+00,2, 1,3652E+00,5, 1,0000E+03
54,318;7,05350;10,0;5,18;;0, 7,0535E+00,2, 1,3652E+00,5, 1,0000E+03
55,324;7,03870;10,0;5,18;;0, 7,0387E+00,2, 1,3652E+00,5, 1,0000E+03
56,332;7,05120;10,0;5,18;;0, 7,0512E+00,2, 1,3652E+00,5, 1,0000E+03
57,341;7,03540;10,0;5,18;;0, 7,0354E+00,2, 1,3652E+00,5, 1,0000E+03
58,349;7,03460;10,0;5,18;;0, 7,0346E+00,2, 1,3652E+00,5, 1,0000E+03
59,356;7,03400;10,0;5,18;;0, 7,0340E+00,2, 1,3652E+00,5, 1,0000E+03
60,365;7,03650;10,0;5,18;;0, 7,0365E+00,2, 1,3652E+00,5, 1,0000E+03
61,374;7,03440;10,0;5,18;;0, 7,0344E+00,2, 1,3652E+00,5, 1,0000E+03
62,382;7,03380;10,0;5,18;;0, 7,0338E+00,2, 1,3652E+00,5, 1,0000E+03
63,391;7,03890;10,0;5,18;;0, 7,0389E+00,2, 1,3652E+00,5, 1,0000E+03
64,400;7,03930;10,0;5,18;;0, 7,0393E+00,2, 1,3652E+00,5, 1,0000E+03
65,407;7,04120;10,0;5,18;;0, 7,0412E+00,2, 1,3652E+00,5, 1,0000E+03
66,407;7,04270;10,0;5,18;;0, 7,0427E+00,2, 1,3652E+00,5, 1,0000E+03
67,417;7,04260;10,0;5,18;;0, 7,0426E+00,2, 1,3652E+00,5, 1,0000E+03
68,417;7,04460;10,0;5,18;;0, 7,0446E+00,2, 1,3652E+00,5, 1,0000E+03
69,424;7,03870;10,0;5,18;;0, 7,0387E+00,2, 1,3652E+00,5, 1,0000E+03
70,431;7,02210;10,0;5,18;;0, 7,0221E+00,2, 1,3652E+00,5, 1,0000E+03
71,437;7,03060;10,0;5,18;;0, 7,0306E+00,2, 1,3652E+00,5, 1,0000E+03
72,439;7,03510;10,0;5,18;;0, 7,0351E+00,2, 1,3652E+00,5, 1,0000E+03
73,447;7,03460;10,0;5,18;;0, 7,0346E+00,2, 1,3652E+00,5, 1,0000E+03
74,453;7,03490;10,0;5,18;;0, 7,0349E+00,2, 1,3652E+00,5, 1,0000E+03
75,461;7,01180;10,0;5,18;;0, 7,0118E+00,2, 1,3652E+00,5, 1,0000E+03
76,469;7,00020;10,0;5,18;;0, 7,0002E+00,2, 1,3652E+00,5, 1,0000E+03
77,471;6,99880;10,0;5,18;;0, 6,9988E+00,2, 1,3652E+00,5, 1,0000E+03
78,471;6,99560;10,0;5,18;;0, 6,9956E+00,2, 1,3652E+00,5, 1,0000E+03
79,479;6,99820;10,0;5,18;;0, 6,9982E+00,2, 1,3652E+00,5, 1,0000E+03
80,485;6,99740;10,0;5,18;;0, 6,9974E+00,2, 1,3652E+00,5, 1,0000E+03
81,487;7,00500;10,0;5,18;;0, 7,0050E+00,2, 1,3652E+00,5, 1,0000E+03
82,495;6,99820;10,0;5,18;;0, 6,9982E+00,2, 1,3652E+00,5, 1,0000E+03
83,504;6,99350;10,0;5,18;;0, 6,9935E+00,2, 1,3652E+00,5, 1,0000E+03
84,514;6,99490;10,0;5,18;;0, 6,9949E+00,2, 1,3652E+00,5, 1,0000E+03
85,521;6,99370;10,0;5,18;;0, 6,9937E+00,2, 1,3652E+00,5, 1,0000E+03
86,531;6,98980;10,0;5,18;;0, 6,9898E+00,2, 1,3652E+00,5, 1,0000E+03
87,540;6,99220;10,0;5,18;;0, 6,9922E+00,2, 1,3652E+00,5, 1,0000E+03
88,549;6,98970;10,0;5,18;;0, 6,9897E+00,2, 1,3652E+00,5, 1,0000E+03
89,552;6,99430;10,0;5,18;;0, 6,9943E+00,2, 1,3652E+00,5, 1,0000E+03
90,560;6,99460;10,0;5,18;;0, 6,9946E+00,2, 1,3652E+00,5, 1,0000E+03
91,570;6,99450;10,0;5,18;;0, 6,9945E+00,2, 1,3652E+00,5, 1,0000E+03
92,579;6,99800;10,0;5,18;;0, 6,9980E+00,2, 1,3652E+00,5, 1,0000E+03
93,579;6,99920;10,0;5,18;;0, 6,9992E+00,2, 1,3652E+00,5, 1,0000E+03
94,589;6,99920;10,0;5,18;;0, 6,9992E+00,2, 1,3652E+00,5, 1,0000E+03
95,598;7,00120;10,0;5,18;;0, 7,0012E+00,2, 1,3652E+00,5, 1,0000E+03
96,607;6,97210;10,0;5,18;;0, 6,9721E+00,2, 1,3652E+00,5, 1,0000E+03
97,616;6,99490;10,0;5,18;;0, 6,9949E+00,2, 1,3652E+00,5, 1,0000E+03
98,624;6,96850;10,0;5,18;;0, 6,9685E+00,2, 1,3652E+00,5, 1,0000E+03
99,628;6,99050;10,0;5,18;;0, 6,9905E+00,2, 1,3652E+00,5, 1,0000E+03
100,637;6,98440;10,0;5,18;;0, 6,9844E+00,2, 1,3652E+00,5, 1,0000E+03
101,645;6,99160;10,0;5,18;;0, 6,9916E+00,2, 1,3652E+00,5, 1,0000E+03
102,648;6,98460;10,0;5,18;;0, 6,9846E+00,2, 1,3652E+00,5, 1,0000E+03
103,657;6,98120;10,0;5,18;;0, 6,9812E+00,2, 1,3652E+00,5, 1,0000E+03
104,665;6,95540;10,0;5,18;;0, 6,9554E+00,2, 1,3652E+00,5, 1,0000E+03
105,673;6,96430;10,0;5,18;;0, 6,9643E+00,2, 1,3652E+00,5, 1,0000E+03
106,680;6,95790;10,0;5,18;;0, 6,9579E+00,2, 1,3652E+00,5, 1,0000E+03
107,688;6,95360;10,0;5,18;;0, 6,9536E+00,2, 1,3652E+00,5, 1,0000E+03
108,696;6,95260;10,0;5,18;;0, 6,9526E+00,2, 1,3652E+00,5, 1,0000E+03
109,698;6,95520;10,0;5,18;;0, 6,9552E+00,2, 1,3652E+00,5, 1,0000E+03
110,699;6,94960;10,0;5,18;;0, 6,9496E+00,2, 1,3652E+00,5, 1,0000E+03
111,709;6,94860;10,0;5,18;;0, 6,9486E+00,2, 1,3652E+00,5, 1,0000E+03
112,709;6,94660;10,0;5,18;;0, 6,9466E+00,2, 1,3652E+00,5, 1,0000E+03
113,709;6,95040;10,0;5,18;;0, 6,9504E+00,2, 1,3652E+00,5, 1,0000E+03
114,717;6,95190;10,0;5,18;;0, 6,9519E+00,2, 1,3652E+00,5, 1,0000E+03
115,724;6,95200;10,0;5,18;;0, 6,9520E+00,2, 1,3652E+00,5, 1,0000E+03
116,733;6,95480;10,0;5,18;;0, 6,9548E+00,2, 1,3652E+00,5, 1,0000E+03
117,734;6,95520;10,0;5,18;;0, 6,9552E+00,2, 1,3652E+00,5, 1,0000E+03
118,740;6,95570;10,0;5,18;;0, 6,9557E+00,2, 1,3652E+00,5, 1,0000E+03
119,750;6,95220;10,0;5,18;;0, 6,9522E+00,2, 1,3652E+00,5, 1,0000E+03
120,755;6,95670;10,0;5,18;;0, 6,9567E+00,2, 1,3652E+00,5, 1,0000E+03
121,761;6,95440;10,0;5,18;;0, 6,9544E+00,2, 1,3652E+00,5, 1,0000E+03
122,767;6,95270;10,0;5,18;;0, 6,9527E+00,2, 1,3652E+00,5, 1,0000E+03
123,775;6,95000;10,0;5,18;;0, 6,9500E+00,2, 1,3652E+00,5, 1,0000E+03
124,784;6,94950;10,0;5,18;;0, 6,9495E+00,2, 1,3652E+00,5, 1,0000E+03
125,792;6,95100;10,0;5,18;;0, 6,9510E+00,2, 1,3652E+00,5, 1,0000E+03
126,799;6,95130;10,0;5,18;;0, 6,9513E+00,2, 1,3652E+00,5, 1,0000E+03
127,801;6,95190;10,0;5,18;;0, 6,9519E+00,2, 1,3652E+00,5, 1,0000E+03
128,802;6,95350;10,0;5,18;;0, 6,9535E+00,2, 1,3652E+00,5, 1,0000E+03
129,811;6,94800;10,0;5,18;;0, 6,9480E+00,2, 1,3652E+00,5, 1,0000E+03
130,819;6,95430;10,0;5,18;;0, 6,9543E+00,2, 1,3652E+00,5, 1,0000E+03
131,827;6,95240;10,0;5,18;;0, 6,9524E+00,2, 1,3652E+00,5, 1,0000E+03
132,836;6,94910;10,0;5,18;;0, 6,9491E+00,2, 1,3652E+00,5, 1,0000E+03
133,845;6,93930;10,0;5,18;;0, 6,9393E+00,2, 1,3652E+00,5, 1,0000E+03
134,853;6,94520;10,0;5,18;;0, 6,9452E+00,2, 1,3652E+00,5, 1,0000E+03
135,861;6,95080;10,0;5,18;;0, 6,9508E+00,2, 1,3652E+00,5, 1,0000E+03
136,871;6,92190;10,0;5,18;;0, 6,9219E+00,2, 1,3652E+00,5, 1,0000E+03
137,881;6,90830;10,0;5,18;;0, 6,9083E+00,2, 1,3652E+00,5, 1,0000E+03
138,889;6,93990;10,0;5,18;;0, 6,9399E+00,2, 1,3652E+00,5, 1,0000E+03
139,898;6,94700;10,0;5,18;;0, 6,9470E+00,2, 1,3652E+00,5, 1,0000E+03
140,906;6,92350;10,0;5,18;;0, 6,9235E+00,2, 1,3652E+00,5, 1,0000E+03
141,912;6,90390;10,0;5,18;;0, 6,9039E+00,2, 1,3652E+00,5, 1,0000E+03
142,921;6,91200;10,0;5,18;;0, 6,9120E+00,2, 1,3652E+00,5, 1,0000E+03
143,931;6,93290;10,0;5,18;;0, 6,9329E+00,2, 1,3652E+00,5, 1,0000E+03
144,941;6,91130;10,0;5,18;;0, 6,9113E+00,2, 1,3652E+00,5, 1,0000E+03
145,947;6,90940;10,0;5,18;;0, 6,9094E+00,2, 1,3652E+00,5, 1,0000E+03
146,955;6,91010;10,0;5,18;;0, 6,9101E+00,2, 1,3652E+00,5, 1,0000E+03
147,962;6,91570;10,0;5,18;;0, 6,9157E+00,2, 1,3652E+00,5, 1,0000E+03
148,963;6,93930;10,0;5,18;;0, 6,9393E+00,2, 1,3652E+00,5, 1,0000E+03
149,964;6,93880;10,0;5,18;;0, 6,9388E+00,2, 1,3652E+00,5, 1,0000E+03
150,974;6,92890;10,0;5,18;;0, 6,9289E+00,2, 1,3652E+00,5, 1,0000E+03
151,982;6,91480;10,0;5,18;;0, 6,9148E+00,2, 1,3652E+00,5, 1,0000E+03
152,982;6,91240;10,0;5,18;;0, 6,9124E+00,2, 1,3652E+00,5, 1,0000E+03
153,992;6,91820;10,0;5,18;;0, 6,9182E+00,2, 1,3652E+00,5, 1,0000E+03
155,000;6,91350;10,0;5,18;;0, 6,9135E+00,2, 1,3652E+00,5, 1,0000E+03
156,003;6,91070;10,0;5,18;;0, 6,9107E+00,2, 1,3652E+00,5, 1,0000E+03
157,006;6,91400;10,0;5,18;;0, 6,9140E+00,2, 1,3652E+00,5, 1,0000E+03
158,015;6,91390;10,0;5,18;;0, 6,9139E+00,2, 1,3652E+00,5, 1,0000E+03
159,021;6,91110;10,0;5,18;;0, 6,9111E+00,2, 1,3652E+00,5, 1,0000E+03
160,026;6,91110;10,0;5,18;;0, 6,9111E+00,2, 1,3652E+00,5, 1,0000E+03
161,034;6,90740;10,0;5,18;;0, 6,9074E+00,2, 1,3652E+00,5, 1,0000E+03
162,035;6,90980;10,0;5,18;;0, 6,9098E+00,2, 1,3652E+00,5, 1,0000E+03
163,043;6,91020;10,0;5,18;;0, 6,9102E+00,2, 1,3652E+00,5, 1,0000E+03
164,051;6,90930;10,0;5,18;;0, 6,9093E+00,2, 1,3652E+00,5, 1,0000E+03
165,052;6,90770;10,0;5,18;;0, 6,9077E+00,2, 1,3652E+00,5, 1,0000E+03
166,059;6,90700;10,0;5,18;;0, 6,9070E+00,2, 1,3652E+00,5, 1,0000E+03
167,066;6,90760;10,0;5,18;;0, 6,9076E+00,2, 1,3652E+00,5, 1,0000E+03
168,068;6,90930;10,0;5,18;;0, 6,9093E+00,2, 1,3652E+00,5, 1,0000E+03
169,078;6,90930;10,0;5,18;;0, 6,9093E+00,2, 1,3652E+00,5, 1,0000E+03
170,083;6,90960;10,0;5,18;;0, 6,9096E+00,2, 1,3652E+00,5, 1,0000E+03
171,089;6,91040;10,0;5,18;;0, 6,9104E+00,2, 1,3652E+00,5, 1,0000E+03
172,094;6,91140;10,0;5,18;;0, 6,9114E+00,2, 1,3652E+00,5, 1,0000E+03
173,100;6,90980;10,0;5,18;;0, 6,9098E+00,2, 1,3652E+00,5, 1,0000E+03
174,106;6,90960;10,0;5,18;;0, 6,9096E+00,2, 1,3652E+00,5, 1,0000E+03
175,115;6,91120;10,0;5,18;;0, 6,9112E+00,2, 1,3652E+00,5, 1,0000E+03
176,123;6,91250;10,0;5,18;;0, 6,9125E+00,2, 1,3652E+00,5, 1,0000E+03
177,127;6,90980;10,0;5,18;;0, 6,9098E+00,2, 1,3652E+00,5, 1,0000E+03
178,136;6,91250;10,0;5,18;;0, 6,9125E+00,2, 1,3652E+00,5, 1,0000E+03
179,140;6,88610;10,0;5,18;;0, 6,8861E+00,2, 1,3652E+00,5, 1,0000E+03
180,146;6,90700;10,0;5,18;;0, 6,9070E+00,2, 1,3652E+00,5, 1,0000E+03
181,156;6,91010;10,0;5,18;;0, 6,9101E+00,2, 1,3652E+00,5, 1,0000E+03
182,164;6,91090;10,0;5,18;;0, 6,9109E+00,2, 1,3652E+00,5, 1,0000E+03
183,169;6,91380;10,0;5,18;;0, 6,9138E+00,2, 1,3652E+00,5, 1,0000E+03
184,176;6,90110;10,0;5,18;;0, 6,9011E+00,2, 1,3652E+00,5, 1,0000E+03
185,179;6,90300;10,0;5,18;;0, 6,9030E+00,2, 1,3652E+00,5, 1,0000E+03
186,188;6,86990;10,0;5,18;;0, 6,8699E+00,2, 1,3652E+00,5, 1,0000E+03
187,198;6,89810;10,0;5,18;;0, 6,8981E+00,2, 1,3652E+00,5, 1,0000E+03
188,203;6,90180;10,0;5,18;;0, 6,9018E+00,2, 1,3652E+00,5, 1,0000E+03
189,212;6,90500;10,0;5,18;;0, 6,9050E+00,2, 1,3652E+00,5, 1,0000E+03
190,218;6,90590;10,0;5,18;;0, 6,9059E+00,2, 1,3652E+00,5, 1,0000E+03
191,222;6,90830;10,0;5,18;;0, 6,9083E+00,2, 1,3652E+00,5, 1,0000E+03
192,231;6,90090;10,0;5,18;;0, 6,9009E+00,2, 1,3652E+00,5, 1,0000E+03
193,235;6,88990;10,0;5,18;;0, 6,8899E+00,2, 1,3652E+00,5, 1,0000E+03
194,243;6,87940;10,0;5,18;;0, 6,8794E+00,2, 1,3652E+00,5, 1,0000E+03
195,248;6,90160;10,0;5,18;;0, 6,9016E+00,2, 1,3652E+00,5, 1,0000E+03
196,257;6,90900;10,0;5,18;;0, 6,9090E+00,2, 1,3652E+00,5, 1,0000E+03
197,260;6,90920;10,0;5,18;;0, 6,9092E+00,2, 1,3652E+00,5, 1,0000E+03
198,265;6,91070;10,0;5,18;;0, 6,9107E+00,2, 1,3652E+00,5, 1,0000E+03
199,267;6,91070;10,0;5,18;;0, 6,9107E+00,2, 1,3652E+00,5, 1,0000E+03
200,271;6,90180;10,0;5,18;;0, 6,9018E+00,2, 1,3652E+00,5, 1,0000E+03
201,280;6,88190;10,0;5,18;;0, 6,8819E+00,2, 1,3652E+00,5, 1,0000E+03
202,285;6,89330;10,0;5,18;;0, 6,8933E+00,2, 1,3652E+00,5, 1,0000E+03
203,286;6,88940;10,0;5,18;;0, 6,8894E+00,2, 1,3652E+00,5, 1,0000E+03
204,295;6,87360;10,0;5,18;;0, 6,8736E+00,2, 1,3652E+00,5, 1,0000E+03
205,301;6,86740;10,0;5,18;;0, 6,8674E+00,2, 1,3652E+00,5, 1,0000E+03
206,306;6,87020;10,0;5,18;;0, 6,8702E+00,2, 1,3652E+00,5, 1,0000E+03
207,311;6,86750;10,0;5,18;;0, 6,8675E+00,2, 1,3652E+00,5, 1,0000E+03
208,313;6,86960;10,0;5,18;;0, 6,8696E+00,2, 1,3652E+00,5, 1,0000E+03
209,321;6,89410;10,0;5,18;;0, 6,8941E+00,2, 1,3652E+00,5, 1,0000E+03
210,327;6,91030;10,0;5,18;;0, 6,9103E+00,2, 1,3652E+00,5, 1,0000E+03
211,337;6,87370;10,0;5,18;;0, 6,8737E+00,2, 1,3652E+00,5, 1,0000E+03
212,347;6,90720;10,0;5,18;;0, 6,9072E+00,2, 1,3652E+00,5, 1,0000E+03
213,351;6,89650;10,0;5,18;;0, 6,8965E+00,2, 1,3652E+00,5, 1,0000E+03
214,354;6,89860;10,0;5,18;;0, 6,8986E+00,2, 1,3652E+00,5, 1,0000E+03
215,364;6,87400;10,0;5,18;;0, 6,8740E+00,2, 1,3652E+00,5, 1,0000E+03
216,367;6,87040;10,0;5,18;;0, 6,8704E+00,2, 1,3652E+00,5, 1,0000E+03
217,374;6,87290;10,0;5,18;;0, 6,8729E+00,2, 1,3652E+00,5, 1,0000E+03
218,378;6,87120;10,0;5,18;;0, 6,8712E+00,2, 1,3652E+00,5, 1,0000E+03
219,380;6,86920;10,0;5,18;;0, 6,8692E+00,2, 1,3652E+00,5, 1,0000E+03
220,389;6,87590;10,0;5,18;;0, 6,8759E+00,2, 1,3652E+00,5, 1,0000E+03
221,399;6,88290;10,0;5,18;;0, 6,8829E+00,2, 1,3652E+00,5, 1,0000E+03
222,407;6,86930;10,0;5,18;;0, 6,8693E+00,2, 1,3652E+00,5, 1,0000E+03
223,410;6,90420;10,0;5,18;;0, 6,9042E+00,2, 1,3652E+00,5, 1,0000E+03
224,418;6,87580;10,0;5,18;;0, 6,8758E+00,2, 1,3652E+00,5, 1,0000E+03
225,418;6,86850;10,0;5,18;;0, 6,8685E+00,2, 1,3652E+00,5, 1,0000E+03
226,426;6,86750;10,0;5,18;;0, 6,8675E+00,2, 1,3652E+00,5, 1,0000E+03
227,433;6,86700;10,0;5,18;;0, 6,8670E+00,2, 1,3652E+00,5, 1,0000E+03
228,435;6,86370;10,0;5,18;;0, 6,8637E+00,2, 1,3652E+00,5, 1,0000E+03
229,442;6,86870;10,0;5,18;;0, 6,8687E+00,2, 1,3652E+00,5, 1,0000E+03
230,447;6,86790;10,0;5,18;;0, 6,8679E+00,2, 1,3652E+00,5, 1,0000E+03
231,454;6,86740;10,0;5,18;;0, 6,8674E+00,2, 1,3652E+00,5, 1,0000E+03
232,461;6,86650;10,0;5,18;;0, 6,8665E+00,2, 1,3652E+00,5, 1,0000E+03
233,462;6,86830;10,0;5,18;;0, 6,8683E+00,2, 1,3652E+00,5, 1,0000E+03
234,467;6,87050;10,0;5,18;;0, 6,8705E+00,2, 1,3652E+00,5, 1,0000E+03
235,468;6,87220;10,0;5,18;;0, 6,8722E+00,2, 1,3652E+00,5, 1,0000E+03
236,475;6,87080;10,0;5,18;;0, 6,8708E+00,2, 1,3652E+00,5, 1,0000E+03
237,484;6,86900;10,0;5,18;;0, 6,8690E+00,2, 1,3652E+00,5, 1,0000E+03
238,492;6,86850;10,0;5,18;;0, 6,8685E+00,2, 1,3652E+00,5, 1,0000E+03
239,500;6,87250;10,0;5,18;;0, 6,8725E+00,2, 1,3652E+00,5, 1,0000E+03
240,508;6,87150;10,0;5,18;;0, 6,8715E+00,2, 1,3652E+00,5, 1,0000E+03
241,515;6,86890;10,0;5,18;;0, 6,8689E+00,2, 1,3652E+00,5, 1,0000E+03
242,521;6,87090;10,0;5,18;;0, 6,8709E+00,2, 1,3652E+00,5, 1,0000E+03
243,529;6,87100;10,0;5,18;;0, 6,8710E+00,2, 1,3652E+00,5, 1,0000E+03
244,535;6,87140;10,0;5,18;;0, 6,8714E+00,2, 1,3652E+00,5, 1,0000E+03
245,545;6,86900;10,0;5,18;;0, 6,8690E+00,2, 1,3652E+00,5, 1,0000E+03
246,546;6,87500;10,0;5,18;;0, 6,8750E+00,2, 1,3652E+00,5, 1,0000E+03
247,553;6,87020;10,0;5,18;;0, 6,8702E+00,2, 1,3652E+00,5, 1,0000E+03
248,554;6,86960;10,0;5,18;;0, 6,8696E+00,2, 1,3652E+00,5, 1,0000E+03
249,555;6,86980;10,0;5,18;;0, 6,8698E+00,2, 1,3652E+00,5, 1,0000E+03
250,557;6,87150;10,0;5,18;;0, 6,8715E+00,2, 1,3652E+00,5, 1,0000E+03
251,561;6,87140;10,0;5,18;;0, 6,8714E+00,2, 1,3652E+00,5, 1,0000E+03
252,569;6,87270;10,0;5,18;;0, 6,8727E+00,2, 1,3652E+00,5, 1,0000E+03
253,570;6,87030;10,0;5,18;;0, 6,8703E+00,2, 1,3652E+00,5, 1,0000E+03
254,579;6,86920;10,0;5,18;;0, 6,8692E+00,2, 1,3652E+00,5, 1,0000E+03
255,582;6,86940;10,0;5,18;;0, 6,8694E+00,2, 1,3652E+00,5, 1,0000E+03
256,587;6,87000;10,0;5,18;;0, 6,8700E+00,2, 1,3652E+00,5, 1,0000E+03
257,597;6,86970;10,0;5,18;;0, 6,8697E+00,2, 1,3652E+00,5, 1,0000E+03
258,601;6,87010;10,0;5,18;;0, 6,8701E+00,2, 1,3652E+00,5, 1,0000E+03
259,609;6,87130;10,0;5,18;;0, 6,8713E+00,2, 1,3652E+00,5, 1,0000E+03
260,612;6,86570;10,0;5,18;;0, 6,8657E+00,2, 1,3652E+00,5, 1,0000E+03
261,614;6,86630;10,0;5,18;;0, 6,8663E+00,2, 1,3652E+00,5, 1,0000E+03
262,615;6,86730;10,0;5,18;;0, 6,8673E+00,2, 1,3652E+00,5, 1,0000E+03
263,623;6,86610;10,0;5,18;;0, 6,8661E+00,2, 1,3652E+00,5, 1,0000E+03
264,626;6,86940;10,0;5,18;;0, 6,8694E+00,2, 1,3652E+00,5, 1,0000E+03
265,632;6,86090;10,0;5,18;;0, 6,8609E+00,2, 1,3652E+00,5, 1,0000E+03
266,636;6,86690;10,0;5,18;;0, 6,8669E+00,2, 1,3652E+00,5, 1,0000E+03
267,637;6,87000;10,0;5,18;;0, 6,8700E+00,2, 1,3652E+00,5, 1,0000E+03
268,644;6,86940;10,0;5,18;;0, 6,8694E+00,2, 1,3652E+00,5, 1,0000E+03
269,651;6,86730;10,0;5,18;;0, 6,8673E+00,2, 1,3652E+00,5, 1,0000E+03
270,652;6,86820;10,0;5,18;;0, 6,8682E+00,2, 1,3652E+00,5, 1,0000E+03
271,652;6,86940;10,0;5,18;;0, 6,8694E+00,2, 1,3652E+00,5, 1,0000E+03
272,653;6,86830;10,0;5,18;;0, 6,8683E+00,2, 1,3652E+00,5, 1,0000E+03
