Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;959,24000;10,0;0.0;;0, 9,5924E+02,2, 1,3652E+00,5, 1,0000E+03
1,006;959,24000;10,0;0.0;;0, 9,5924E+02,2, 1,3652E+00,5, 1,0000E+03
2,015;959,20000;10,0;0.0;;0, 9,5920E+02,2, 1,3652E+00,5, 1,0000E+03
3,022;959,19000;10,0;0.0;;0, 9,5919E+02,2, 1,3652E+00,5, 1,0000E+03
4,029;958,98000;10,0;0.0;;0, 9,5898E+02,2, 1,3652E+00,5, 1,0000E+03
5,029;888,34000;10,0;0.0;;0, 8,8834E+02,2, 1,3652E+00,5, 1,0000E+03
6,031;693,89000;10,0;0.0;;0, 6,9389E+02,2, 1,3652E+00,5, 1,0000E+03
7,031;613,47000;10,0;0.0;;0, 6,1347E+02,2, 1,3652E+00,5, 1,0000E+03
8,039;558,53000;10,0;0.0;;0, 5,5853E+02,2, 1,3652E+00,5, 1,0000E+03
9,043;517,52000;10,0;0.0;;0, 5,1752E+02,2, 1,3652E+00,5, 1,0000E+03
10,043;486,46000;10,0;0.0;;0, 4,8646E+02,2, 1,3652E+00,5, 1,0000E+03
11,052;462,41000;10,0;0.0;;0, 4,6241E+02,2, 1,3652E+00,5, 1,0000E+03
12,062;443,85000;10,0;0.0;;0, 4,4385E+02,2, 1,3652E+00,5, 1,0000E+03
13,072;429,68000;10,0;0.0;;0, 4,2968E+02,2, 1,3652E+00,5, 1,0000E+03
14,076;418,49000;10,0;0.0;;0, 4,1849E+02,2, 1,3652E+00,5, 1,0000E+03
15,081;409,74000;5,55;7,20;;0, 4,0974E+02,2, 1,3652E+00,5, 1,0000E+03
16,086;402,91000;5,46;7,20;;0, 4,0291E+02,2, 1,3652E+00,5, 1,0000E+03
17,089;397,79000;5,45;7,20;;0, 3,9779E+02,2, 1,3652E+00,5, 1,0000E+03
18,092;393,57000;5,50;7,20;;0, 3,9357E+02,2, 1,3652E+00,5, 1,0000E+03
19,100;390,50000;5,55;7,21;;0, 3,9050E+02,2, 1,3652E+00,5, 1,0000E+03
20,110;387,95000;5,58;7,21;;0, 3,8795E+02,2, 1,3652E+00,5, 1,0000E+03
21,120;386,42000;5,60;7,21;;0, 3,8642E+02,2, 1,3652E+00,5, 1,0000E+03
22,121;384,91000;5,62;7,22;;0, 3,8491E+02,2, 1,3652E+00,5, 1,0000E+03
23,122;383,52000;5,64;7,22;;0, 3,8352E+02,2, 1,3652E+00,5, 1,0000E+03
24,127;383,26000;5,64;7,22;;0, 3,8326E+02,2, 1,3652E+00,5, 1,0000E+03
25,129;384,42000;5,63;7,23;;0, 3,8442E+02,2, 1,3652E+00,5, 1,0000E+03
26,135;386,69000;5,60;7,23;;0, 3,8669E+02,2, 1,3652E+00,5, 1,0000E+03
27,138;391,09000;5,54;7,23;;0, 3,9109E+02,2, 1,3652E+00,5, 1,0000E+03
28,138;394,19000;5,50;7,23;;0, 3,9419E+02,2, 1,3652E+00,5, 1,0000E+03
29,142;397,97000;5,44;7,22;;0, 3,9797E+02,2, 1,3652E+00,5, 1,0000E+03
30,150;402,99000;5,46;7,22;;0, 4,0299E+02,2, 1,3652E+00,5, 1,0000E+03
31,151;406,57000;5,51;7,22;;0, 4,0657E+02,2, 1,3652E+00,5, 1,0000E+03
32,153;409,14000;5,54;7,22;;0, 4,0914E+02,2, 1,3652E+00,5, 1,0000E+03
33,155;410,97000;5,57;7,21;;0, 4,1097E+02,2, 1,3652E+00,5, 1,0000E+03
34,157;412,30000;5,58;7,21;;0, 4,1230E+02,2, 1,3652E+00,5, 1,0000E+03
35,161;413,21000;5,60;7,21;;0, 4,1321E+02,2, 1,3652E+00,5, 1,0000E+03
36,161;412,18000;5,58;7,21;;0, 4,1218E+02,2, 1,3652E+00,5, 1,0000E+03
37,165;410,39000;5,56;7,21;;0, 4,1039E+02,2, 1,3652E+00,5, 1,0000E+03
