Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
48,218;93,04800;10,00;1,89;-3,08161;
49,225;76,57900;10,00;1,98;-2,99380;
50,232;63,39800;10,00;2,06;-2,90864;
51,241;52,41500;10,00;2,15;-2,82288;
52,249;43,39400;10,00;2,23;-2,73773;
53,257;36,00000;10,00;2,32;-2,65352;
54,261;30,05700;10,00;2,40;-2,57218;
55,267;25,03200;10,00;2,48;-2,48971;
56,276;20,88400;10,00;2,56;-2,40804;
57,278;17,76400;10,00;2,63;-2,33509;
58,282;15,03800;10,00;2,71;-2,25999;
59,283;12,90900;10,00;2,78;-2,19117;
60,286;11,53500;10,00;2,83;-2,14044;
61,291;10,08400;10,00;2,89;-2,07983;
62,298;8,74290;10,00;2,95;-2,01550;
63,299;7,58800;10,00;3,02;-1,95163;
64,300;6,60530;10,00;3,08;-1,88910;
65,301;5,74270;10,00;3,14;-1,82602;
66,309;5,02590;10,00;3,20;-1,76591;
67,313;4,46300;10,00;3,26;-1,71236;
68,322;3,92240;10,00;3,32;-1,65416;
69,330;3,47550;10,00;3,37;-1,59962;
70,338;3,09260;10,00;3,42;-1,54700;
71,341;2,76340;10,00;3,47;-1,49626;
72,346;2,52060;10,00;3,52;-1,45480;
73,355;2,23180;10,00;3,57;-1,39995;
74,355;1,98440;10,00;3,62;-1,34698;
75,360;1,77410;10,00;3,67;-1,29648;
76,363;1,59900;10,00;3,72;-1,24963;
77,370;1,44800;10,00;3,77;-1,20491;
78,371;1,32010;10,00;3,81;-1,16322;
79,380;1,17370;10,00;3,86;-1,11023;
80,384;1,06890;10,00;3,90;-1,06807;
81,393;0,98900;10,00;3,94;-1,03304;
82,398;0,91392;10,00;3,97;-0,99745;
83,399;0,83620;10,00;4,01;-0,95739;
84,403;0,78746;10,00;4,04;-0,93031;
85,409;0,73898;10,00;4,07;-0,90167;
86,414;0,72957;10,00;4,07;-0,89589;
87,424;0,69833;10,00;4,09;-0,87616;
88,425;0,65791;10,00;4,12;-0,84928;
89,428;0,61566;10,00;4,15;-0,81936;
90,435;0,47882;10,00;4,26;-0,70604;
91,438;0,44522;10,00;4,30;-0,67324;
92,443;0,41487;10,00;4,33;-0,64141;
93,444;0,38745;10,00;4,36;-0,61059;
94,449;0,36269;10,00;4,39;-0,58082;
95,456;0,34030;10,00;4,42;-0,55209;
96,462;0,31997;10,00;4,45;-0,52432;
97,470;0,30154;10,00;4,47;-0,49757;
98,477;0,28479;10,00;4,50;-0,47181;
99,486;0,26976;10,00;4,52;-0,44737;
100,496;0,25604;10,00;4,55;-0,42384;
101,500;0,24352;10,00;4,57;-0,40123;
102,505;0,23209;10,00;4,59;-0,37956;
103,505;0,22167;10,00;4,61;-0,35885;
104,513;0,21217;10,00;4,63;-0,33911;
105,519;0,20349;10,00;4,65;-0,32028;
106,527;0,19567;10,00;4,67;-0,30261;
107,533;0,18853;10,00;4,68;-0,28585;
108,536;0,18197;10,00;4,70;-0,26989;
109,542;0,17596;10,00;4,72;-0,25475;
110,543;0,17043;10,00;4,73;-0,24035;
111,546;0,16538;10,00;4,74;-0,22679;
112,548;0,16083;10,00;4,76;-0,21422;
113,554;0,15699;10,00;4,77;-0,20332;
114,561;0,15376;10,00;4,78;-0,19395;
115,569;0,15144;10,00;4,78;-0,18710;
116,571;0,14975;10,00;4,79;-0,18204;
117,579;0,14886;10,00;4,79;-0,17935;
118,583;0,14908;10,00;4,79;-0,18001;
119,584;0,15059;10,00;4,79;-0,18456;
120,590;0,15450;10,00;4,77;-0,19611;
121,594;0,16068;10,00;4,76;-0,21379;
122,594;0,16873;10,00;4,73;-0,23583;
123,600;0,17788;10,00;4,71;-0,25964;
124,600;0,18762;10,00;4,69;-0,28367;
125,607;0,19675;10,00;4,66;-0,30509;
126,609;0,20625;10,00;4,64;-0,32635;
127,617;0,21742;10,00;4,62;-0,35013;
128,620;0,23520;10,00;4,58;-0,38556;
129,624;0,26777;10,00;4,53;-0,44403;
130,627;0,31025;10,00;4,46;-0,51041;
131,631;0,35902;10,00;4,39;-0,57623;
132,639;0,41228;10,00;4,33;-0,63859;
133,645;0,46887;10,00;4,27;-0,69657;
134,655;0,52757;10,00;4,22;-0,74975;
135,662;0,58890;10,00;4,17;-0,79933;
136,672;0,65379;10,00;4,12;-0,84645;
137,673;0,72256;10,00;4,08;-0,89154;
138,679;0,79573;10,00;4,04;-0,93502;
139,684;0,87388;10,00;3,99;-0,97726;
140,693;0,95371;10,00;3,95;-1,01666;
141,698;1,05950;10,00;3,91;-1,06409;
142,704;1,17890;10,00;3,86;-1,11223;
143,711;1,28520;10,00;3,82;-1,15115;
144,715;1,34710;10,00;3,80;-1,17235;
145,717;1,45070;10,00;3,76;-1,20575;
146,719;1,55860;10,00;3,73;-1,23810;
147,725;1,66180;10,00;3,70;-1,26700;
148,731;1,77570;10,00;3,67;-1,29688;
149,737;1,88570;10,00;3,65;-1,32398;
150,741;2,03660;10,00;3,61;-1,35868;
151,741;2,23870;10,00;3,57;-1,40134;
152,746;2,36940;10,00;3,54;-1,42692;
153,750;2,42560;10,00;3,53;-1,43749;
154,756;2,49450;10,00;3,52;-1,45011;
155,765;2,58640;10,00;3,50;-1,46642;
156,765;2,68250;10,00;3,49;-1,48287;
157,766;2,75900;10,00;3,47;-1,49555;
158,772;2,78130;10,00;3,47;-1,49917;
159,778;2,82060;10,00;3,46;-1,50550;
160,783;2,85720;10,00;3,46;-1,51131;
161,793;2,90020;10,00;3,45;-1,51805;
162,796;2,87100;10,00;3,46;-1,51348;
163,798;2,83060;10,00;3,46;-1,50709;
164,804;2,79700;10,00;3,47;-1,50171;
165,805;2,68810;10,00;3,49;-1,48381;
166,806;2,53970;10,00;3,51;-1,45821;
