Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
86,408;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
87,416;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
88,419;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
89,420;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
90,420;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
91,422;267,28000;7,04;6,96;;0, 2,6728E+02,2, 1,3652E+00,5, 1,0000E+03
92,431;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
93,436;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
94,446;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
95,446;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
96,447;267,20000;7,05;6,96;;0, 2,6720E+02,2, 1,3652E+00,5, 1,0000E+03
97,449;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
98,450;267,15000;7,05;6,96;;0, 2,6715E+02,2, 1,3652E+00,5, 1,0000E+03
99,453;267,16000;7,05;6,96;;0, 2,6716E+02,2, 1,3652E+00,5, 1,0000E+03
100,461;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
101,469;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
102,476;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
103,480;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
104,484;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
105,488;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
106,491;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
107,492;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
108,496;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
109,497;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
110,497;267,19000;7,05;6,96;;0, 2,6719E+02,2, 1,3652E+00,5, 1,0000E+03
111,498;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
112,501;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
113,511;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
114,520;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
115,522;267,14000;7,05;6,96;;0, 2,6714E+02,2, 1,3652E+00,5, 1,0000E+03
116,524;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
117,527;267,12000;7,05;6,96;;0, 2,6712E+02,2, 1,3652E+00,5, 1,0000E+03
118,530;267,10000;7,05;6,96;;0, 2,6710E+02,2, 1,3652E+00,5, 1,0000E+03
119,538;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
120,546;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
121,547;267,07000;7,05;6,96;;0, 2,6707E+02,2, 1,3652E+00,5, 1,0000E+03
122,556;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
123,559;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
124,560;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
125,561;267,04000;7,05;6,96;;0, 2,6704E+02,2, 1,3652E+00,5, 1,0000E+03
126,568;267,04000;7,05;6,96;;0, 2,6704E+02,2, 1,3652E+00,5, 1,0000E+03
127,568;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
128,568;267,04000;7,05;6,96;;0, 2,6704E+02,2, 1,3652E+00,5, 1,0000E+03
129,569;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
130,578;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
131,583;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
132,591;267,04000;7,05;6,96;;0, 2,6704E+02,2, 1,3652E+00,5, 1,0000E+03
133,600;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
134,605;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
135,606;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
136,606;267,06000;7,05;6,96;;0, 2,6706E+02,2, 1,3652E+00,5, 1,0000E+03
137,611;267,07000;7,05;6,96;;0, 2,6707E+02,2, 1,3652E+00,5, 1,0000E+03
138,614;267,08000;7,05;6,96;;0, 2,6708E+02,2, 1,3652E+00,5, 1,0000E+03
139,620;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
140,628;267,06000;7,05;6,96;;0, 2,6706E+02,2, 1,3652E+00,5, 1,0000E+03
141,638;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
142,638;267,07000;7,05;6,96;;0, 2,6707E+02,2, 1,3652E+00,5, 1,0000E+03
143,641;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
144,647;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
145,649;267,10000;7,05;6,96;;0, 2,6710E+02,2, 1,3652E+00,5, 1,0000E+03
146,650;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
147,652;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
148,652;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
149,656;267,08000;7,05;6,96;;0, 2,6708E+02,2, 1,3652E+00,5, 1,0000E+03
150,656;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
151,660;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
152,664;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
153,669;267,04000;7,05;6,96;;0, 2,6704E+02,2, 1,3652E+00,5, 1,0000E+03
154,670;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
155,674;267,05000;7,05;6,96;;0, 2,6705E+02,2, 1,3652E+00,5, 1,0000E+03
156,681;267,04000;7,05;6,96;;0, 2,6704E+02,2, 1,3652E+00,5, 1,0000E+03
157,686;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
158,687;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
159,696;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
160,707;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
161,714;267,08000;7,05;6,96;;0, 2,6708E+02,2, 1,3652E+00,5, 1,0000E+03
162,719;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
163,724;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
164,728;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
165,733;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
166,737;267,09000;7,05;6,96;;0, 2,6709E+02,2, 1,3652E+00,5, 1,0000E+03
167,740;267,08000;7,05;6,96;;0, 2,6708E+02,2, 1,3652E+00,5, 1,0000E+03
168,748;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
169,757;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
170,759;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
171,761;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
172,769;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
173,774;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
174,775;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
175,776;267,12000;7,05;6,96;;0, 2,6712E+02,2, 1,3652E+00,5, 1,0000E+03
176,785;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
177,789;267,14000;7,05;6,96;;0, 2,6714E+02,2, 1,3652E+00,5, 1,0000E+03
178,790;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
179,799;267,14000;7,05;6,96;;0, 2,6714E+02,2, 1,3652E+00,5, 1,0000E+03
180,803;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
181,812;267,13000;7,05;6,96;;0, 2,6713E+02,2, 1,3652E+00,5, 1,0000E+03
182,823;267,17000;7,05;6,96;;0, 2,6717E+02,2, 1,3652E+00,5, 1,0000E+03
183,830;267,18000;7,05;6,96;;0, 2,6718E+02,2, 1,3652E+00,5, 1,0000E+03
184,831;267,20000;7,05;6,96;;0, 2,6720E+02,2, 1,3652E+00,5, 1,0000E+03
185,835;267,21000;7,05;6,96;;0, 2,6721E+02,2, 1,3652E+00,5, 1,0000E+03
186,839;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
187,843;267,29000;7,04;6,96;;0, 2,6729E+02,2, 1,3652E+00,5, 1,0000E+03
188,853;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
189,853;267,31000;7,04;6,96;;0, 2,6731E+02,2, 1,3652E+00,5, 1,0000E+03
190,855;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
191,859;267,34000;7,04;6,96;;0, 2,6734E+02,2, 1,3652E+00,5, 1,0000E+03
192,869;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
193,872;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
194,874;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
195,878;267,34000;7,04;6,96;;0, 2,6734E+02,2, 1,3652E+00,5, 1,0000E+03
196,885;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
197,892;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
198,898;267,32000;7,04;6,96;;0, 2,6732E+02,2, 1,3652E+00,5, 1,0000E+03
199,907;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
200,916;267,31000;7,04;6,96;;0, 2,6731E+02,2, 1,3652E+00,5, 1,0000E+03
201,922;267,27000;7,04;6,96;;0, 2,6727E+02,2, 1,3652E+00,5, 1,0000E+03
202,930;267,29000;7,04;6,96;;0, 2,6729E+02,2, 1,3652E+00,5, 1,0000E+03
203,934;267,27000;7,04;6,96;;0, 2,6727E+02,2, 1,3652E+00,5, 1,0000E+03
204,935;267,27000;7,04;6,96;;0, 2,6727E+02,2, 1,3652E+00,5, 1,0000E+03
205,939;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
206,949;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
207,958;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
208,968;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
209,968;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
210,970;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
211,975;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
212,982;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
213,984;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
214,990;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
215,993;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
216,996;267,27000;7,04;6,96;;0, 2,6727E+02,2, 1,3652E+00,5, 1,0000E+03
217,999;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
219,003;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
220,005;267,27000;7,04;6,96;;0, 2,6727E+02,2, 1,3652E+00,5, 1,0000E+03
221,012;267,25000;7,04;6,96;;0, 2,6725E+02,2, 1,3652E+00,5, 1,0000E+03
222,016;267,23000;7,05;6,96;;0, 2,6723E+02,2, 1,3652E+00,5, 1,0000E+03
223,024;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
224,031;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
225,034;267,24000;7,04;6,96;;0, 2,6724E+02,2, 1,3652E+00,5, 1,0000E+03
226,041;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
227,049;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
228,056;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
229,065;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
230,069;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
231,079;267,22000;7,05;6,96;;0, 2,6722E+02,2, 1,3652E+00,5, 1,0000E+03
232,079;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
233,081;267,25000;7,04;6,96;;0, 2,6725E+02,2, 1,3652E+00,5, 1,0000E+03
234,092;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
235,101;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
236,106;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
237,115;267,26000;7,04;6,96;;0, 2,6726E+02,2, 1,3652E+00,5, 1,0000E+03
238,120;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
239,130;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
240,133;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
241,136;267,30000;7,04;6,96;;0, 2,6730E+02,2, 1,3652E+00,5, 1,0000E+03
242,138;267,34000;7,04;6,96;;0, 2,6734E+02,2, 1,3652E+00,5, 1,0000E+03
243,140;267,34000;7,04;6,96;;0, 2,6734E+02,2, 1,3652E+00,5, 1,0000E+03
244,144;267,34000;7,04;6,96;;0, 2,6734E+02,2, 1,3652E+00,5, 1,0000E+03
245,152;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
246,158;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
247,165;267,34000;7,04;6,96;;0, 2,6734E+02,2, 1,3652E+00,5, 1,0000E+03
248,172;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
249,179;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
250,187;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
251,189;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
252,189;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
253,195;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
254,203;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
255,206;267,35000;7,04;6,96;;0, 2,6735E+02,2, 1,3652E+00,5, 1,0000E+03
256,208;267,39000;7,04;6,96;;0, 2,6739E+02,2, 1,3652E+00,5, 1,0000E+03
257,218;267,40000;7,04;6,96;;0, 2,6740E+02,2, 1,3652E+00,5, 1,0000E+03
258,224;267,39000;7,04;6,96;;0, 2,6739E+02,2, 1,3652E+00,5, 1,0000E+03
259,233;267,41000;7,04;6,96;;0, 2,6741E+02,2, 1,3652E+00,5, 1,0000E+03
260,237;267,43000;7,04;6,96;;0, 2,6743E+02,2, 1,3652E+00,5, 1,0000E+03
261,247;267,43000;7,04;6,96;;0, 2,6743E+02,2, 1,3652E+00,5, 1,0000E+03
262,254;267,43000;7,04;6,96;;0, 2,6743E+02,2, 1,3652E+00,5, 1,0000E+03
263,255;267,47000;7,04;6,96;;0, 2,6747E+02,2, 1,3652E+00,5, 1,0000E+03
264,257;267,47000;7,04;6,96;;0, 2,6747E+02,2, 1,3652E+00,5, 1,0000E+03
265,265;267,48000;7,04;6,96;;0, 2,6748E+02,2, 1,3652E+00,5, 1,0000E+03
266,266;267,51000;7,04;6,96;;0, 2,6751E+02,2, 1,3652E+00,5, 1,0000E+03
267,272;267,52000;7,04;6,96;;0, 2,6752E+02,2, 1,3652E+00,5, 1,0000E+03
268,272;267,51000;7,04;6,96;;0, 2,6751E+02,2, 1,3652E+00,5, 1,0000E+03
269,282;267,48000;7,04;6,96;;0, 2,6748E+02,2, 1,3652E+00,5, 1,0000E+03
270,290;267,48000;7,04;6,96;;0, 2,6748E+02,2, 1,3652E+00,5, 1,0000E+03
271,299;267,52000;7,04;6,96;;0, 2,6752E+02,2, 1,3652E+00,5, 1,0000E+03
272,306;267,52000;7,04;6,96;;0, 2,6752E+02,2, 1,3652E+00,5, 1,0000E+03
