Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;960,28000;10,0;0.0;;0, 9,6028E+02,2, 1,3652E+00,5, 1,0000E+03
1,006;960,29000;10,0;0.0;;0, 9,6029E+02,2, 1,3652E+00,5, 1,0000E+03
2,009;960,29000;10,0;0.0;;0, 9,6029E+02,2, 1,3652E+00,5, 1,0000E+03
3,009;960,28000;10,0;0.0;;0, 9,6028E+02,2, 1,3652E+00,5, 1,0000E+03
4,011;960,06000;10,0;0.0;;0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
5,013;919,27000;10,0;0.0;;0, 9,1927E+02,2, 1,3652E+00,5, 1,0000E+03
6,014;704,81000;10,0;0.0;;0, 7,0481E+02,2, 1,3652E+00,5, 1,0000E+03
7,021;620,67000;10,0;0.0;;0, 6,2067E+02,2, 1,3652E+00,5, 1,0000E+03
8,031;564,85000;10,0;0.0;;0, 5,6485E+02,2, 1,3652E+00,5, 1,0000E+03
9,041;523,41000;10,0;0.0;;0, 5,2341E+02,2, 1,3652E+00,5, 1,0000E+03
10,050;492,14000;10,0;0.0;;0, 4,9214E+02,2, 1,3652E+00,5, 1,0000E+03
11,059;468,02000;10,0;0.0;;0, 4,6802E+02,2, 1,3652E+00,5, 1,0000E+03
12,068;449,34000;10,0;0.0;;0, 4,4934E+02,2, 1,3652E+00,5, 1,0000E+03
13,069;435,08000;10,0;0.0;;0, 4,3508E+02,2, 1,3652E+00,5, 1,0000E+03
14,076;423,88000;10,0;0.0;;0, 4,2388E+02,2, 1,3652E+00,5, 1,0000E+03
15,077;415,04000;10,0;0.0;;0, 4,1504E+02,2, 1,3652E+00,5, 1,0000E+03
16,078;408,11000;5,53;7,20;;0, 4,0811E+02,2, 1,3652E+00,5, 1,0000E+03
17,081;402,93000;5,46;7,20;;0, 4,0293E+02,2, 1,3652E+00,5, 1,0000E+03
18,082;398,59000;5,44;7,20;;0, 3,9859E+02,2, 1,3652E+00,5, 1,0000E+03
19,085;395,35000;5,48;7,21;;0, 3,9535E+02,2, 1,3652E+00,5, 1,0000E+03
20,089;392,70000;5,52;7,21;;0, 3,9270E+02,2, 1,3652E+00,5, 1,0000E+03
21,093;391,01000;5,54;7,21;;0, 3,9101E+02,2, 1,3652E+00,5, 1,0000E+03
22,096;389,49000;5,56;7,22;;0, 3,8949E+02,2, 1,3652E+00,5, 1,0000E+03
23,099;388,01000;5,58;7,22;;0, 3,8801E+02,2, 1,3652E+00,5, 1,0000E+03
24,109;386,75000;5,60;7,21;;0, 3,8675E+02,2, 1,3652E+00,5, 1,0000E+03
25,117;386,55000;5,60;7,21;;0, 3,8655E+02,2, 1,3652E+00,5, 1,0000E+03
26,118;387,73000;5,58;7,21;;0, 3,8773E+02,2, 1,3652E+00,5, 1,0000E+03
27,128;389,39000;5,56;7,21;;0, 3,8939E+02,2, 1,3652E+00,5, 1,0000E+03
28,135;393,19000;5,51;7,21;;0, 3,9319E+02,2, 1,3652E+00,5, 1,0000E+03
29,137;396,99000;5,46;7,21;;0, 3,9699E+02,2, 1,3652E+00,5, 1,0000E+03
30,138;398,92000;5,43;7,21;;0, 3,9892E+02,2, 1,3652E+00,5, 1,0000E+03
31,143;400,44000;5,42;7,21;;0, 4,0044E+02,2, 1,3652E+00,5, 1,0000E+03
32,151;401,86000;5,44;7,21;;0, 4,0186E+02,2, 1,3652E+00,5, 1,0000E+03
33,156;403,05000;5,46;7,21;;0, 4,0305E+02,2, 1,3652E+00,5, 1,0000E+03
34,164;404,01000;5,47;7,21;;0, 4,0401E+02,2, 1,3652E+00,5, 1,0000E+03
35,164;404,67000;5,48;7,20;;0, 4,0467E+02,2, 1,3652E+00,5, 1,0000E+03
36,169;405,20000;5,49;7,20;;0, 4,0520E+02,2, 1,3652E+00,5, 1,0000E+03
37,172;405,60000;5,49;7,20;;0, 4,0560E+02,2, 1,3652E+00,5, 1,0000E+03
38,173;405,82000;5,50;7,20;;0, 4,0582E+02,2, 1,3652E+00,5, 1,0000E+03
39,174;404,08000;5,47;7,20;;0, 4,0408E+02,2, 1,3652E+00,5, 1,0000E+03
40,177;401,27000;5,43;7,20;;0, 4,0127E+02,2, 1,3652E+00,5, 1,0000E+03
41,179;398,61000;5,44;7,20;;0, 3,9861E+02,2, 1,3652E+00,5, 1,0000E+03
42,181;396,41000;5,47;7,20;;0, 3,9641E+02,2, 1,3652E+00,5, 1,0000E+03
43,183;394,62000;5,49;7,21;;0, 3,9462E+02,2, 1,3652E+00,5, 1,0000E+03
44,186;393,21000;5,51;7,21;;0, 3,9321E+02,2, 1,3652E+00,5, 1,0000E+03
45,191;392,11000;5,52;7,21;;0, 3,9211E+02,2, 1,3652E+00,5, 1,0000E+03
46,191;391,22000;5,54;7,21;;0, 3,9122E+02,2, 1,3652E+00,5, 1,0000E+03
47,202;390,55000;5,55;7,22;;0, 3,9055E+02,2, 1,3652E+00,5, 1,0000E+03
48,212;389,98000;5,55;7,22;;0, 3,8998E+02,2, 1,3652E+00,5, 1,0000E+03
49,214;389,55000;5,56;7,22;;0, 3,8955E+02,2, 1,3652E+00,5, 1,0000E+03
50,223;389,59000;5,56;7,22;;0, 3,8959E+02,2, 1,3652E+00,5, 1,0000E+03
51,226;389,87000;5,55;7,23;;0, 3,8987E+02,2, 1,3652E+00,5, 1,0000E+03
52,230;390,20000;5,55;7,23;;0, 3,9020E+02,2, 1,3652E+00,5, 1,0000E+03
53,234;391,70000;5,53;7,23;;0, 3,9170E+02,2, 1,3652E+00,5, 1,0000E+03
54,237;394,00000;5,50;7,23;;0, 3,9400E+02,2, 1,3652E+00,5, 1,0000E+03
55,240;396,15000;5,47;7,23;;0, 3,9615E+02,2, 1,3652E+00,5, 1,0000E+03
56,240;397,90000;5,45;7,23;;0, 3,9790E+02,2, 1,3652E+00,5, 1,0000E+03
57,247;400,71000;5,43;7,23;;0, 4,0071E+02,2, 1,3652E+00,5, 1,0000E+03
58,255;404,30000;5,48;7,23;;0, 4,0430E+02,2, 1,3652E+00,5, 1,0000E+03
59,257;407,49000;5,52;7,22;;0, 4,0749E+02,2, 1,3652E+00,5, 1,0000E+03
60,260;410,09000;5,55;7,22;;0, 4,1009E+02,2, 1,3652E+00,5, 1,0000E+03
61,263;412,12000;5,58;7,20;;0, 4,1212E+02,2, 1,3652E+00,5, 1,0000E+03
62,270;413,70000;5,60;7,20;;0, 4,1370E+02,2, 1,3652E+00,5, 1,0000E+03
63,276;414,92000;5,62;7,20;;0, 4,1492E+02,2, 1,3652E+00,5, 1,0000E+03
64,282;415,90000;5,63;7,20;;0, 4,1590E+02,2, 1,3652E+00,5, 1,0000E+03
65,287;416,23000;5,64;7,20;;0, 4,1623E+02,2, 1,3652E+00,5, 1,0000E+03
66,289;414,40000;5,61;7,20;;0, 4,1440E+02,2, 1,3652E+00,5, 1,0000E+03
67,294;411,89000;5,58;7,20;;0, 4,1189E+02,2, 1,3652E+00,5, 1,0000E+03
68,303;409,62000;5,55;7,19;;0, 4,0962E+02,2, 1,3652E+00,5, 1,0000E+03
69,307;407,77000;5,52;7,19;;0, 4,0777E+02,2, 1,3652E+00,5, 1,0000E+03
70,312;406,32000;5,50;7,19;;0, 4,0632E+02,2, 1,3652E+00,5, 1,0000E+03
71,312;405,16000;5,49;7,19;;0, 4,0516E+02,2, 1,3652E+00,5, 1,0000E+03
72,316;404,23000;5,47;7,19;;0, 4,0423E+02,2, 1,3652E+00,5, 1,0000E+03
73,318;403,51000;5,46;7,19;;0, 4,0351E+02,2, 1,3652E+00,5, 1,0000E+03
74,322;402,94000;5,46;7,19;;0, 4,0294E+02,2, 1,3652E+00,5, 1,0000E+03
75,331;402,52000;5,45;7,19;;0, 4,0252E+02,2, 1,3652E+00,5, 1,0000E+03
76,334;402,16000;5,45;7,19;;0, 4,0216E+02,2, 1,3652E+00,5, 1,0000E+03
77,339;400,10000;5,42;7,19;;0, 4,0010E+02,2, 1,3652E+00,5, 1,0000E+03
78,348;392,84000;5,51;7,20;;0, 3,9284E+02,2, 1,3652E+00,5, 1,0000E+03
79,349;388,30000;5,58;7,20;;0, 3,8830E+02,2, 1,3652E+00,5, 1,0000E+03
80,350;385,09000;5,62;7,21;;0, 3,8509E+02,2, 1,3652E+00,5, 1,0000E+03
81,356;382,61000;5,65;7,21;;0, 3,8261E+02,2, 1,3652E+00,5, 1,0000E+03
82,362;380,93000;5,68;7,21;;0, 3,8093E+02,2, 1,3652E+00,5, 1,0000E+03
83,368;379,61000;5,69;7,21;;0, 3,7961E+02,2, 1,3652E+00,5, 1,0000E+03
84,370;378,40000;5,71;7,22;;0, 3,7840E+02,2, 1,3652E+00,5, 1,0000E+03
85,380;378,15000;5,71;7,22;;0, 3,7815E+02,2, 1,3652E+00,5, 1,0000E+03
86,385;379,37000;5,70;7,21;;0, 3,7937E+02,2, 1,3652E+00,5, 1,0000E+03
87,387;380,88000;5,68;7,21;;0, 3,8088E+02,2, 1,3652E+00,5, 1,0000E+03
88,391;382,23000;5,66;7,21;;0, 3,8223E+02,2, 1,3652E+00,5, 1,0000E+03
89,400;383,35000;5,64;7,21;;0, 3,8335E+02,2, 1,3652E+00,5, 1,0000E+03
90,402;384,26000;5,63;7,21;;0, 3,8426E+02,2, 1,3652E+00,5, 1,0000E+03
91,411;384,98000;5,62;7,21;;0, 3,8498E+02,2, 1,3652E+00,5, 1,0000E+03
92,416;385,48000;5,61;7,21;;0, 3,8548E+02,2, 1,3652E+00,5, 1,0000E+03
93,420;385,88000;5,61;7,21;;0, 3,8588E+02,2, 1,3652E+00,5, 1,0000E+03
94,422;386,20000;5,60;7,21;;0, 3,8620E+02,2, 1,3652E+00,5, 1,0000E+03
95,432;386,42000;5,60;7,21;;0, 3,8642E+02,2, 1,3652E+00,5, 1,0000E+03
96,433;386,57000;5,60;7,21;;0, 3,8657E+02,2, 1,3652E+00,5, 1,0000E+03
97,438;386,72000;5,60;7,21;;0, 3,8672E+02,2, 1,3652E+00,5, 1,0000E+03
98,441;386,87000;5,60;7,21;;0, 3,8687E+02,2, 1,3652E+00,5, 1,0000E+03
99,443;386,95000;5,59;7,21;;0, 3,8695E+02,2, 1,3652E+00,5, 1,0000E+03
