Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
83,432;0,19784;10,00;3,93;-1,03533;
84,432;0,19346;10,00;3,97;-1,00136;
85,434;0,18968;10,00;4,00;-0,97141;
86,435;0,18707;10,00;4,02;-0,95039;
87,443;0,18610;10,00;4,03;-0,94250;
88,447;0,18732;10,00;4,02;-0,95241;
89,455;0,19154;10,00;3,98;-0,98622;
90,458;0,19709;10,00;3,94;-1,02956;
91,467;0,20218;10,00;3,90;-1,06826;
92,478;0,20607;10,00;3,87;-1,09717;
93,486;0,20824;10,00;3,86;-1,11307;
94,489;0,20694;10,00;3,87;-1,10357;
95,496;0,20084;10,00;3,91;-1,05816;
96,504;0,19335;10,00;3,97;-1,00049;
97,510;0,18574;10,00;4,03;-0,93956;
98,518;0,17865;10,00;4,09;-0,88050;
99,525;0,17215;10,00;4,15;-0,82426;
100,529;0,16724;10,00;4,19;-0,78035;
101,537;0,16496;10,00;4,21;-0,75953;
102,542;0,16840;10,00;4,18;-0,79084;
103,547;0,17991;10,00;4,08;-0,89117;
104,555;0,19846;10,00;3,93;-1,04008;
105,564;0,22237;10,00;3,76;-1,21269;
106,568;0,24514;10,00;3,61;-1,36062;
107,576;0,25496;10,00;3,55;-1,42022;
108,586;0,25248;10,00;3,56;-1,40539;
109,586;0,24353;10,00;3,62;-1,35062;
110,593;0,23226;10,00;3,69;-1,27872;
111,601;0,22043;10,00;3,77;-1,19939;
112,607;0,20896;10,00;3,85;-1,11831;
113,616;0,19830;10,00;3,93;-1,03885;
114,617;0,18861;10,00;4,01;-0,96283;
115,621;0,18007;10,00;4,08;-0,89252;
116,621;0,17247;10,00;4,14;-0,82708;
117,630;0,16601;10,00;4,20;-0,76915;
118,634;0,16171;10,00;4,24;-0,72933;
119,634;0,16091;10,00;4,25;-0,72181;
120,641;0,16780;10,00;4,18;-0,78543;
121,644;0,18463;10,00;4,04;-0,93047;
122,646;0,21130;10,00;3,83;-1,13521;
123,654;0,24348;10,00;3,62;-1,35031;
124,662;0,27160;10,00;3,45;-1,51616;
125,664;0,28384;10,00;3,39;-1,58305;
126,674;0,28086;10,00;3,40;-1,56703;
127,675;0,27030;10,00;3,46;-1,50888;
128,683;0,25668;10,00;3,54;-1,43042;
129,692;0,24228;10,00;3,63;-1,34281;
130,694;0,22842;10,00;3,72;-1,25342;
131,695;0,21544;10,00;3,81;-1,16465;
132,697;0,20355;10,00;3,89;-1,07850;
133,701;0,19281;10,00;3,97;-0,99625;
134,703;0,18319;10,00;4,05;-0,91858;
135,709;0,17462;10,00;4,12;-0,84588;
136,718;0,16725;10,00;4,19;-0,78045;
137,728;0,16112;10,00;4,25;-0,72378;
138,735;0,15737;10,00;4,28;-0,68805;
139,742;0,15802;10,00;4,28;-0,69430;
140,746;0,16825;10,00;4,18;-0,78949;
141,749;0,18913;10,00;4,00;-0,96701;
142,751;0,22197;10,00;3,76;-1,20996;
143,752;0,26228;10,00;3,51;-1,46317;
144,757;0,29923;10,00;3,31;-1,66317;
145,760;0,31751;10,00;3,22;-1,75315;
146,763;0,31622;10,00;3,22;-1,74697;
147,770;0,30457;10,00;3,28;-1,69001;
