Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;raw;resp;response
21,681;962,95000;2,50;7,50;;b'0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
22,682;962,95000;2,50;7,50;;b'0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
23,683;962,95000;2,50;7,50;;b'0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
24,684;962,95000;2,50;7,50;;b'0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6295E+02,2, 1,3652E+00,5, 1,0000E+03
25,684;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
26,685;962,98000;2,50;7,50;;b'0, 9,6298E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6298E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6298E+02,2, 1,3652E+00,5, 1,0000E+03
27,686;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
28,688;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
29,689;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
30,691;962,97000;2,50;7,50;;b'0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03
31,691;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
32,693;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
33,693;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
34,695;962,98000;2,50;7,50;;b'0, 9,6298E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6298E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6298E+02,2, 1,3652E+00,5, 1,0000E+03
35,695;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
36,696;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
37,697;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
38,697;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
39,698;962,97000;2,50;7,50;;b'0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03
40,699;962,96000;2,50;7,50;;b'0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6296E+02,2, 1,3652E+00,5, 1,0000E+03
41,699;962,97000;2,50;7,50;;b'0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6297E+02,2, 1,3652E+00,5, 1,0000E+03
42,699;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
43,699;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
44,701;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
45,702;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
46,702;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
47,703;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
48,704;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
49,705;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
50,706;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
51,707;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
52,708;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
53,709;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
54,710;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
55,711;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
56,712;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
57,713;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
58,713;962,99000;2,50;7,50;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
59,715;963,00000;2,50;7,50;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
60,715;962,99000;2,50;7,50;60,715;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
61,716;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
62,917;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
63,917;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
64,918;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
65,919;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
66,919;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
67,920;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
68,920;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
69,921;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
70,922;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
71,924;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
72,924;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
73,926;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
74,926;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
75,926;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
76,926;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
77,927;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
78,928;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
79,929;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
80,929;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
81,930;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
82,931;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
83,933;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
84,934;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
85,936;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
86,937;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
87,937;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
88,937;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
89,939;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
90,939;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
91,940;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
92,941;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
93,942;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
94,942;963,01000;2,50;7,00;;b'0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6301E+02,2, 1,3652E+00,5, 1,0000E+03
95,942;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
96,944;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
97,945;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
98,947;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
99,947;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
100,949;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
101,950;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
102,951;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
103,951;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
104,951;962,99000;2,50;7,00;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
105,952;962,99000;2,50;7,00;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
106,953;962,99000;2,50;7,00;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
107,953;962,99000;2,50;7,00;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
108,955;962,99000;2,50;7,00;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
109,956;962,99000;2,50;7,00;;b'0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6299E+02,2, 1,3652E+00,5, 1,0000E+03
110,956;963,00000;2,50;7,00;;b'0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6300E+02,2, 1,3652E+00,5, 1,0000E+03
