Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
0,000;959,57000;10,00;5,24;-0,88157;
1,006;959,57000;10,00;5,24;-0,88157;
2,006;959,58000;10,00;5,24;-0,88158;
3,007;959,58000;10,00;5,24;-0,88158;
4,015;959,58000;10,00;5,24;-0,88158;
5,018;959,58000;10,00;5,24;-0,88158;
6,022;959,58000;10,00;5,24;-0,88158;
7,026;959,57000;10,00;5,24;-0,88157;
8,036;959,51000;10,00;5,24;-0,88155;
9,042;959,00000;10,00;5,24;-0,88134;
10,050;811,71000;10,00;5,30;-0,81633;
11,057;693,78000;10,00;5,36;-0,75513;
12,065;607,96000;10,00;5,42;-0,70365;
13,067;535,75000;10,00;5,47;-0,65436;
14,072;473,17000;10,00;5,51;-0,60594;
15,082;418,58000;10,00;5,56;-0,55815;
16,088;370,97000;10,00;5,61;-0,51107;
17,090;329,39000;10,00;5,66;-0,46473;
18,098;293,32000;10,00;5,70;-0,41951;
19,101;261,49000;10,00;5,75;-0,37473;
20,109;233,35000;10,00;5,79;-0,33035;
21,112;208,85000;10,00;5,83;-0,28710;
22,122;187,52000;10,00;5,87;-0,24510;
23,128;169,06000;10,00;5,92;-0,20470;
24,136;152,93000;10,00;5,95;-0,16561;
25,138;139,24000;10,00;5,99;-0,12905;
26,146;127,42000;10,00;6,03;-0,09447;
27,156;117,26000;10,00;6,06;-0,06207;
28,156;108,63000;10,00;6,09;-0,03227;
29,164;101,68000;10,00;6,11;-0,00650;
30,174;96,02900;10,00;6,14;0,01580;
31,181;91,42000;10,00;6,16;0,03497;
32,192;88,12500;10,00;6,17;0,04928;
33,196;85,53500;10,00;6,18;0,06091;
34,199;84,15700;10,00;6,19;0,06724;
35,204;83,03100;10,00;6,19;0,07249;
36,211;82,32800;10,00;6,20;0,07581;
37,220;82,18100;10,00;6,20;0,07651;
38,221;82,57900;10,00;6,19;0,07462;
39,223;83,32400;10,00;6,19;0,07112;
40,233;84,38700;10,00;6,19;0,06618;
41,240;85,61700;10,00;6,18;0,06054;
42,250;86,99400;10,00;6,17;0,05432;
43,259;88,35800;10,00;6,17;0,04825;
44,259;89,72200;10,00;6,16;0,04228;
45,262;90,96800;10,00;6,16;0,03690;
46,271;92,05400;10,00;6,15;0,03228;
47,272;93,07000;10,00;6,15;0,02800;
48,274;93,95000;10,00;6,14;0,02433;
49,280;94,74900;10,00;6,14;0,02103;
50,283;95,45500;10,00;6,14;0,01813;
51,291;96,11600;10,00;6,14;0,01544;
52,292;96,65600;10,00;6,13;0,01326;
53,295;97,03000;10,00;6,13;0,01175;
54,301;97,39600;10,00;6,13;0,01029;
55,308;97,70000;10,00;6,13;0,00907;
56,317;97,80700;10,00;6,13;0,00864;
57,322;97,72300;10,00;6,13;0,00898;
58,327;97,58800;10,00;6,13;0,00952;
59,331;97,45000;10,00;6,13;0,01007;
60,333;97,31400;10,00;6,13;0,01061;
61,336;97,24600;10,00;6,13;0,01089;
62,344;97,17500;10,00;6,13;0,01117;
63,346;97,05700;10,00;6,13;0,01165;
64,356;96,88400;10,00;6,13;0,01234;
65,357;96,50000;10,00;6,13;0,01389;
66,360;96,04300;10,00;6,14;0,01574;
67,367;95,62500;10,00;6,14;0,01744;
68,376;95,25200;10,00;6,14;0,01896;
