Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
188,013;500,03000;10,00;7,28;-0,00497;
189,019;500,01000;10,00;7,28;-0,00527;
190,028;499,97000;10,00;7,28;-0,00559;
191,029;499,94000;10,00;7,28;-0,00594;
192,030;499,92000;10,00;7,28;-0,00632;
193,040;499,89000;10,00;7,28;-0,00669;
194,040;499,90000;10,00;7,28;-0,00710;
195,048;499,88000;10,00;7,28;-0,00748;
196,052;499,88000;10,00;7,28;-0,00788;
197,053;499,85000;10,00;7,28;-0,00825;
198,055;499,84000;10,00;7,28;-0,00861;
199,060;499,84000;10,00;7,28;-0,00896;
200,062;499,83000;10,00;7,28;-0,00928;
201,065;499,84000;10,00;7,28;-0,00958;
202,067;499,80000;10,00;7,28;-0,00981;
203,071;499,79000;10,00;7,28;-0,01001;
204,081;499,77000;10,00;7,28;-0,01017;
205,083;499,75000;10,00;7,28;-0,01030;
206,093;499,79000;10,00;7,28;-0,01046;
207,102;499,76000;10,00;7,28;-0,01055;
208,103;499,72000;10,00;7,28;-0,01061;
209,103;499,71000;10,00;7,28;-0,01069;
210,104;499,69000;10,00;7,28;-0,01074;
211,105;499,67000;10,00;7,28;-0,01078;
212,113;499,65000;10,00;7,28;-0,01081;
213,115;499,62000;10,00;7,28;-0,01082;
214,117;499,53000;10,00;7,28;-0,01078;
215,125;499,42000;10,00;7,28;-0,01071;
216,128;499,41000;10,00;7,28;-0,01073;
217,136;499,41000;10,00;7,28;-0,01074;
218,140;499,35000;10,00;7,28;-0,01070;
219,149;499,33000;10,00;7,28;-0,01069;
220,153;499,32000;10,00;7,28;-0,01069;
221,153;499,31000;10,00;7,28;-0,01069;
222,155;499,33000;10,00;7,28;-0,01070;
223,155;499,31000;10,00;7,28;-0,01068;
224,164;499,32000;10,00;7,28;-0,01069;
225,172;499,32000;10,00;7,28;-0,01067;
226,173;499,30000;10,00;7,28;-0,01062;
227,175;499,27000;10,00;7,28;-0,01053;
228,184;499,24000;10,00;7,28;-0,01043;
229,188;499,24000;10,00;7,28;-0,01035;
230,193;499,24000;10,00;7,28;-0,01025;
231,203;499,24000;10,00;7,28;-0,01014;
232,212;499,24000;10,00;7,28;-0,01002;
233,213;499,24000;10,00;7,28;-0,00990;
234,215;499,21000;10,00;7,28;-0,00974;
235,216;499,20000;10,00;7,28;-0,00960;
236,226;499,19000;10,00;7,28;-0,00945;
237,235;499,17000;10,00;7,28;-0,00928;
238,235;499,18000;10,00;7,28;-0,00914;
239,235;499,20000;10,00;7,28;-0,00902;
240,242;499,20000;10,00;7,28;-0,00888;
241,243;499,20000;10,00;7,28;-0,00877;
242,252;499,16000;10,00;7,28;-0,00863;
243,259;499,19000;10,00;7,28;-0,00857;
244,262;499,19000;10,00;7,28;-0,00849;
245,264;499,20000;10,00;7,28;-0,00842;
246,265;499,19000;10,00;7,28;-0,00835;
247,272;499,18000;10,00;7,28;-0,00829;
248,282;499,09000;10,00;7,28;-0,00816;
249,283;499,06000;10,00;7,28;-0,00809;
250,292;499,05000;10,00;7,28;-0,00804;
251,302;499,03000;10,00;7,28;-0,00798;
252,311;499,00000;10,00;7,28;-0,00792;
253,321;499,01000;10,00;7,28;-0,00789;
254,331;498,98000;10,00;7,28;-0,00784;
255,339;498,98000;10,00;7,28;-0,00781;
256,348;498,99000;10,00;7,28;-0,00779;
257,358;498,94000;10,00;7,28;-0,00772;
258,365;498,91000;10,00;7,28;-0,00767;
259,373;498,86000;10,00;7,28;-0,00760;
260,382;498,81000;10,00;7,28;-0,00754;
261,384;498,78000;10,00;7,28;-0,00749;
262,394;498,74000;10,00;7,28;-0,00743;
263,399;498,70000;10,00;7,28;-0,00738;
264,404;498,65000;10,00;7,28;-0,00731;
265,414;498,55000;10,00;7,28;-0,00721;
266,423;498,51000;10,00;7,28;-0,00715;
267,429;498,44000;10,00;7,28;-0,00707;
268,436;498,43000;10,00;7,28;-0,00704;
269,440;498,39000;10,00;7,28;-0,00699;
270,444;498,39000;10,00;7,28;-0,00697;
271,449;498,35000;10,00;7,28;-0,00691;
272,456;498,38000;10,00;7,28;-0,00692;
273,461;498,37000;10,00;7,28;-0,00689;
274,468;498,34000;10,00;7,28;-0,00684;
275,468;498,36000;10,00;7,28;-0,00684;
276,473;498,35000;10,00;7,28;-0,00681;
277,477;498,34000;10,00;7,28;-0,00678;
278,484;498,34000;10,00;7,28;-0,00677;
279,492;498,32000;10,00;7,28;-0,00673;
280,493;498,33000;10,00;7,28;-0,00672;
281,502;498,30000;10,00;7,28;-0,00668;
282,508;498,26000;10,00;7,28;-0,00663;
283,510;498,24000;10,00;7,28;-0,00660;
284,519;498,22000;10,00;7,28;-0,00656;
285,523;498,23000;10,00;7,28;-0,00655;
286,525;498,26000;10,00;7,28;-0,00656;
287,526;498,25000;10,00;7,28;-0,00654;
288,534;498,26000;10,00;7,28;-0,00653;
289,540;498,26000;10,00;7,28;-0,00652;
290,547;498,26000;10,00;7,28;-0,00650;
291,553;498,29000;10,00;7,28;-0,00651;
292,560;498,29000;10,00;7,28;-0,00650;
293,569;498,30000;10,00;7,28;-0,00649;
294,574;498,33000;10,00;7,28;-0,00650;
295,581;498,34000;10,00;7,28;-0,00650;
296,582;498,34000;10,00;7,28;-0,00648;
297,590;498,34000;10,00;7,28;-0,00647;
298,597;498,30000;10,00;7,28;-0,00643;298,597
299,603;498,30000;10,00;7,28;-0,00641;299,603
