Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;raw;resp;response
10,010;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
11,011;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
12,012;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
13,012;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
14,013;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
15,015;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
16,016;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
17,017;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
18,019;964,67000;0,00;10,00;;b'0, 9,6467E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6467E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6467E+02,2, 1,3652E+00,5, 1,0000E+03
19,019;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
20,020;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
21,021;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
22,023;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
23,024;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
24,025;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
25,025;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
26,027;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
27,027;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
28,028;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
29,029;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
30,029;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
31,029;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
32,030;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
33,031;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
34,031;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
35,032;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
36,032;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
37,033;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
38,034;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
39,036;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
40,037;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
41,039;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
42,040;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
43,041;964,68000;0,00;10,00;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
44,042;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
45,044;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
46,046;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
47,046;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
48,047;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
49,049;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
50,049;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
51,050;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
52,050;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
53,050;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
54,052;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
55,052;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
56,052;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
57,053;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
58,054;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
59,055;964,69000;0,00;10,00;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
60,055;964,69000;0,00;10,00;60,055;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
61,057;964,69000;0,00;10,00;61,057;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
62,058;964,69000;0,00;10,00;62,058;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
63,058;964,69000;0,00;10,00;63,058;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
64,059;964,70000;0,00;10,00;64,059;b'0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
65,060;964,69000;0,00;10,00;65,060;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
66,061;964,70000;0,00;10,00;66,061;b'0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
67,063;964,70000;0,00;10,00;67,063;b'0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
68,064;964,69000;0,00;10,00;68,064;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
69,066;964,69000;0,00;10,00;69,066;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
70,066;964,70000;0,00;10,00;70,066;b'0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
71,066;964,69000;0,00;10,00;71,066;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
72,067;964,69000;0,00;10,00;72,067;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
73,069;964,69000;0,00;10,00;73,069;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
74,069;964,70000;0,00;10,00;74,069;b'0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6470E+02,2, 1,3652E+00,5, 1,0000E+03
75,069;964,69000;0,00;10,00;75,069;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
76,070;964,69000;0,00;10,00;76,070;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
77,071;964,69000;0,00;10,00;77,071;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
78,071;964,69000;0,00;10,00;78,071;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
79,072;964,69000;0,00;10,00;79,072;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
80,073;964,69000;0,00;10,00;80,073;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
81,074;964,69000;0,00;10,00;81,074;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
82,074;964,72000;0,00;10,00;82,074;b'0, 9,6472E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6472E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6472E+02,2, 1,3652E+00,5, 1,0000E+03
83,076;964,73000;0,00;10,00;83,076;b'0, 9,6473E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6473E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6473E+02,2, 1,3652E+00,5, 1,0000E+03
84,078;964,69000;0,00;10,00;84,078;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
85,079;964,68000;0,00;10,00;85,079;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
86,081;964,68000;0,00;10,00;86,081;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
87,082;964,68000;0,00;10,00;87,082;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
88,084;964,68000;0,00;10,00;88,084;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
89,084;964,69000;0,00;10,00;89,084;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
90,085;964,68000;0,00;10,00;90,085;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
91,085;964,68000;0,00;9,50;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
92,086;964,68000;0,00;9,50;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
93,088;964,68000;0,00;9,50;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
94,088;964,68000;0,00;9,50;;b'0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6468E+02,2, 1,3652E+00,5, 1,0000E+03
95,089;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
96,089;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
97,090;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
98,092;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
99,093;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
100,093;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
101,095;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
102,096;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
103,097;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
104,098;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
105,098;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
106,099;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
107,101;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
108,101;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
109,102;964,69000;0,00;9,50;;b'0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6469E+02,2, 1,3652E+00,5, 1,0000E+03
