Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
0,000;967,67000;10,00;7,07;-0,21842;
1,011;967,67000;10,00;7,07;-0,21842;
2,019;967,69000;10,00;7,07;-0,21843;
3,025;967,70000;10,00;7,07;-0,21843;
4,033;967,70000;10,00;7,07;-0,21843;
5,042;967,52000;10,00;7,07;-0,21837;
6,045;947,07000;10,00;7,08;-0,21142;
7,049;709,09000;10,00;7,17;-0,11716;
8,059;603,89000;10,00;7,22;-0,06485;
9,061;533,43000;10,00;7,26;-0,02444;
10,070;480,60000;10,00;7,30;0,00953;
11,075;440,25000;10,00;7,32;0,03810;
12,078;416,74000;10,00;7,34;0,05597;
13,083;411,13000;10,00;7,35;0,06039;
14,085;415,99000;10,00;7,34;0,05656;
15,092;435,82000;10,00;7,33;0,04139;
16,097;461,90000;10,00;7,31;0,02246;
17,105;489,72000;10,00;7,29;0,00341;
18,114;515,01000;10,00;7,27;-0,01299;
19,123;534,38000;10,00;7,26;-0,02502;
20,132;548,69000;10,00;7,25;-0,03362;
21,137;556,48000;10,00;7,25;-0,03822;
22,142;556,10000;10,00;7,25;-0,03799;
23,144;549,10000;10,00;7,25;-0,03387;
24,151;538,17000;10,00;7,26;-0,02732;
25,161;526,11000;10,00;7,27;-0,01994;
26,164;513,42000;10,00;7,27;-0,01198;
27,170;503,59000;10,00;7,28;-0,00569;
28,181;496,11000;10,00;7,29;-0,00081;
29,186;490,53000;10,00;7,29;0,00287;
30,193;486,01000;10,00;7,29;0,00589;
31,196;482,80000;10,00;7,29;0,00805;
32,197;481,13000;10,00;7,30;0,00917;
33,198;481,45000;10,00;7,30;0,00896;
34,200;484,60000;10,00;7,29;0,00683;
35,206;488,86000;10,00;7,29;0,00398;
36,212;491,61000;10,00;7,29;0,00216;
37,219;493,55000;10,00;7,29;0,00087;
38,226;499,28000;10,00;7,28;-0,00289;
39,227;503,88000;10,00;7,28;-0,00587;
40,234;506,83000;10,00;7,28;-0,00778;
41,236;509,16000;10,00;7,28;-0,00927;
42,237;510,51000;10,00;7,28;-0,01013;
43,241;511,72000;10,00;7,28;-0,01090;
44,248;511,63000;10,00;7,28;-0,01085;
45,257;509,04000;10,00;7,28;-0,00919;
46,263;507,15000;10,00;7,28;-0,00798;
47,264;505,76000;10,00;7,28;-0,00709;
48,269;504,50000;10,00;7,28;-0,00627;
49,275;503,46000;10,00;7,28;-0,00560;
50,280;502,63000;10,00;7,28;-0,00507;
51,286;501,94000;10,00;7,28;-0,00462;
52,295;501,43000;10,00;7,28;-0,00429;
53,302;501,02000;10,00;7,28;-0,00402;
54,307;500,67000;10,00;7,28;-0,00379;
55,314;500,37000;10,00;7,28;-0,00360;
56,324;500,11000;10,00;7,28;-0,00343;
57,327;499,95000;10,00;7,28;-0,00332;
