Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilitaet_s;raw;resp;response
2214,947;1,76570;10,00;5,00;Einlass;;b'0, 1,7657E+00,0, 1,3018E+00,5, 1,0000E+03\r\n';"0, 1,7657E+00,0, 1,3018E+00,5, 1,0000E+03
";0, 1,7657E+00,0, 1,3018E+00,5, 1,0000E+03
2215,948;1,76620;10,00;5,00;Einlass;;b'0, 1,7662E+00,0, 1,3018E+00,5, 1,0000E+03\r\n';"0, 1,7662E+00,0, 1,3018E+00,5, 1,0000E+03
";0, 1,7662E+00,0, 1,3018E+00,5, 1,0000E+03
2216,949;1,76090;10,00;5,00;Einlass;;b'0, 1,7609E+00,0, 1,3018E+00,5, 1,0000E+03\r\n';"0, 1,7609E+00,0, 1,3018E+00,5, 1,0000E+03
";0, 1,7609E+00,0, 1,3018E+00,5, 1,0000E+03
2217,949;1,76140;10,00;5,00;Einlass;;b'0, 1,7614E+00,0, 1,3018E+00,5, 1,0000E+03\r\n';"0, 1,7614E+00,0, 1,3018E+00,5, 1,0000E+03
";0, 1,7614E+00,0, 1,3018E+00,5, 1,0000E+03
2218,950;1,76070;10,00;5,00;Einlass;;b'0, 1,7607E+00,0, 1,3018E+00,5, 1,0000E+03\r\n';"0, 1,7607E+00,0, 1,3018E+00,5, 1,0000E+03
";0, 1,7607E+00,0, 1,3018E+00,5, 1,0000E+03
2219,950;1,76620;10,00;5,00;Einlass;;b'0, 1,7662E+00,0, 1,3017E+00,5, 1,0000E+03\r\n';"0, 1,7662E+00,0, 1,3017E+00,5, 1,0000E+03
";0, 1,7662E+00,0, 1,3017E+00,5, 1,0000E+03
2220,951;1,76250;10,00;5,00;Einlass;;b'0, 1,7625E+00,0, 1,3017E+00,5, 1,0000E+03\r\n';"0, 1,7625E+00,0, 1,3017E+00,5, 1,0000E+03
";0, 1,7625E+00,0, 1,3017E+00,5, 1,0000E+03
2221,951;1,76150;10,00;5,00;Einlass;;b'0, 1,7615E+00,0, 1,3017E+00,5, 1,0000E+03\r\n';"0, 1,7615E+00,0, 1,3017E+00,5, 1,0000E+03
";0, 1,7615E+00,0, 1,3017E+00,5, 1,0000E+03
2222,952;1,76280;10,00;5,00;Einlass;;b'0, 1,7628E+00,0, 1,3017E+00,5, 1,0000E+03\r\n';"0, 1,7628E+00,0, 1,3017E+00,5, 1,0000E+03
";0, 1,7628E+00,0, 1,3017E+00,5, 1,0000E+03
2223,953;1,76270;10,00;5,00;Einlass;;b'0, 1,7627E+00,0, 1,3016E+00,5, 1,0000E+03\r\n';"0, 1,7627E+00,0, 1,3016E+00,5, 1,0000E+03
";0, 1,7627E+00,0, 1,3016E+00,5, 1,0000E+03
2224,954;1,76680;10,00;5,00;Einlass;;b'0, 1,7668E+00,0, 1,3016E+00,5, 1,0000E+03\r\n';"0, 1,7668E+00,0, 1,3016E+00,5, 1,0000E+03
";0, 1,7668E+00,0, 1,3016E+00,5, 1,0000E+03
2225,955;1,76420;10,00;5,00;Einlass;;b'0, 1,7642E+00,0, 1,3016E+00,5, 1,0000E+03\r\n';"0, 1,7642E+00,0, 1,3016E+00,5, 1,0000E+03
";0, 1,7642E+00,0, 1,3016E+00,5, 1,0000E+03
2226,957;1,76660;10,00;5,00;Einlass;;b'0, 1,7666E+00,0, 1,3015E+00,5, 1,0000E+03\r\n';"0, 1,7666E+00,0, 1,3015E+00,5, 1,0000E+03
";0, 1,7666E+00,0, 1,3015E+00,5, 1,0000E+03
2227,958;1,76340;10,00;5,00;Einlass;;b'0, 1,7634E+00,0, 1,3015E+00,5, 1,0000E+03\r\n';"0, 1,7634E+00,0, 1,3015E+00,5, 1,0000E+03
";0, 1,7634E+00,0, 1,3015E+00,5, 1,0000E+03
2228,958;1,76180;10,00;5,00;Einlass;;b'0, 1,7618E+00,0, 1,3015E+00,5, 1,0000E+03\r\n';"0, 1,7618E+00,0, 1,3015E+00,5, 1,0000E+03
";0, 1,7618E+00,0, 1,3015E+00,5, 1,0000E+03
2229,959;1,76040;10,00;5,00;Einlass;;b'0, 1,7604E+00,0, 1,3015E+00,5, 1,0000E+03\r\n';"0, 1,7604E+00,0, 1,3015E+00,5, 1,0000E+03
";0, 1,7604E+00,0, 1,3015E+00,5, 1,0000E+03
2230,960;1,76140;10,00;5,00;Einlass;;b'0, 1,7614E+00,0, 1,3014E+00,5, 1,0000E+03\r\n';"0, 1,7614E+00,0, 1,3014E+00,5, 1,0000E+03
";0, 1,7614E+00,0, 1,3014E+00,5, 1,0000E+03
2231,960;1,75930;10,00;5,00;Einlass;;b'0, 1,7593E+00,0, 1,3014E+00,5, 1,0000E+03\r\n';"0, 1,7593E+00,0, 1,3014E+00,5, 1,0000E+03
";0, 1,7593E+00,0, 1,3014E+00,5, 1,0000E+03
2232,961;1,76230;10,00;5,00;Einlass;;b'0, 1,7623E+00,0, 1,3014E+00,5, 1,0000E+03\r\n';"0, 1,7623E+00,0, 1,3014E+00,5, 1,0000E+03
";0, 1,7623E+00,0, 1,3014E+00,5, 1,0000E+03
2233,962;1,76400;10,00;5,00;Einlass;;b'0, 1,7640E+00,0, 1,3014E+00,5, 1,0000E+03\r\n';"0, 1,7640E+00,0, 1,3014E+00,5, 1,0000E+03
";0, 1,7640E+00,0, 1,3014E+00,5, 1,0000E+03
2234,962;1,76400;10,00;5,00;Einlass;;b'0, 1,7640E+00,0, 1,3014E+00,5, 1,0000E+03\r\n';"0, 1,7640E+00,0, 1,3014E+00,5, 1,0000E+03
";0, 1,7640E+00,0, 1,3014E+00,5, 1,0000E+03
2235,963;1,76660;10,00;5,00;Einlass;;b'0, 1,7666E+00,0, 1,3013E+00,5, 1,0000E+03\r\n';"0, 1,7666E+00,0, 1,3013E+00,5, 1,0000E+03
";0, 1,7666E+00,0, 1,3013E+00,5, 1,0000E+03
2236,964;1,76650;10,00;5,00;Einlass;;b'0, 1,7665E+00,0, 1,3013E+00,5, 1,0000E+03\r\n';"0, 1,7665E+00,0, 1,3013E+00,5, 1,0000E+03
";0, 1,7665E+00,0, 1,3013E+00,5, 1,0000E+03
2237,966;1,76760;10,00;5,00;Einlass;;b'0, 1,7676E+00,0, 1,3013E+00,5, 1,0000E+03\r\n';"0, 1,7676E+00,0, 1,3013E+00,5, 1,0000E+03
";0, 1,7676E+00,0, 1,3013E+00,5, 1,0000E+03
2238,967;1,76400;10,00;5,00;Einlass;;b'0, 1,7640E+00,0, 1,3013E+00,5, 1,0000E+03\r\n';"0, 1,7640E+00,0, 1,3013E+00,5, 1,0000E+03
";0, 1,7640E+00,0, 1,3013E+00,5, 1,0000E+03
2239,967;1,76520;10,00;5,00;Einlass;;b'0, 1,7652E+00,0, 1,3012E+00,5, 1,0000E+03\r\n';"0, 1,7652E+00,0, 1,3012E+00,5, 1,0000E+03
";0, 1,7652E+00,0, 1,3012E+00,5, 1,0000E+03
2240,968;1,76510;10,00;5,00;Einlass;;b'0, 1,7651E+00,0, 1,3012E+00,5, 1,0000E+03\r\n';"0, 1,7651E+00,0, 1,3012E+00,5, 1,0000E+03
";0, 1,7651E+00,0, 1,3012E+00,5, 1,0000E+03
2241,969;1,76120;10,00;5,00;Einlass;;b'0, 1,7612E+00,0, 1,3012E+00,5, 1,0000E+03\r\n';"0, 1,7612E+00,0, 1,3012E+00,5, 1,0000E+03
";0, 1,7612E+00,0, 1,3012E+00,5, 1,0000E+03
2242,970;1,76170;10,00;5,00;Einlass;;b'0, 1,7617E+00,0, 1,3012E+00,5, 1,0000E+03\r\n';"0, 1,7617E+00,0, 1,3012E+00,5, 1,0000E+03
";0, 1,7617E+00,0, 1,3012E+00,5, 1,0000E+03
2243,970;1,76340;10,00;5,00;Einlass;;b'0, 1,7634E+00,0, 1,3012E+00,5, 1,0000E+03\r\n';"0, 1,7634E+00,0, 1,3012E+00,5, 1,0000E+03
";0, 1,7634E+00,0, 1,3012E+00,5, 1,0000E+03
2244,971;1,76230;10,00;5,00;Einlass;;b'0, 1,7623E+00,0, 1,3011E+00,5, 1,0000E+03\r\n';"0, 1,7623E+00,0, 1,3011E+00,5, 1,0000E+03
";0, 1,7623E+00,0, 1,3011E+00,5, 1,0000E+03
2245,972;1,76210;10,00;5,00;Einlass;;b'0, 1,7621E+00,0, 1,3011E+00,5, 1,0000E+03\r\n';"0, 1,7621E+00,0, 1,3011E+00,5, 1,0000E+03
";0, 1,7621E+00,0, 1,3011E+00,5, 1,0000E+03
2246,972;1,76230;10,00;5,00;Einlass;;b'0, 1,7623E+00,0, 1,3011E+00,5, 1,0000E+03\r\n';"0, 1,7623E+00,0, 1,3011E+00,5, 1,0000E+03
";0, 1,7623E+00,0, 1,3011E+00,5, 1,0000E+03
2247,973;1,76470;10,00;5,00;Einlass;;b'0, 1,7647E+00,0, 1,3011E+00,5, 1,0000E+03\r\n';"0, 1,7647E+00,0, 1,3011E+00,5, 1,0000E+03
";0, 1,7647E+00,0, 1,3011E+00,5, 1,0000E+03
2248,975;1,76520;10,00;5,00;Einlass;;b'0, 1,7652E+00,0, 1,3010E+00,5, 1,0000E+03\r\n';"0, 1,7652E+00,0, 1,3010E+00,5, 1,0000E+03
";0, 1,7652E+00,0, 1,3010E+00,5, 1,0000E+03
2249,976;1,76420;10,00;5,00;Einlass;;b'0, 1,7642E+00,0, 1,3010E+00,5, 1,0000E+03\r\n';"0, 1,7642E+00,0, 1,3010E+00,5, 1,0000E+03
";0, 1,7642E+00,0, 1,3010E+00,5, 1,0000E+03
2250,976;1,76360;10,00;5,00;Einlass;;b'0, 1,7636E+00,0, 1,3010E+00,5, 1,0000E+03\r\n';"0, 1,7636E+00,0, 1,3010E+00,5, 1,0000E+03
";0, 1,7636E+00,0, 1,3010E+00,5, 1,0000E+03
2251,978;1,76560;10,00;5,00;Einlass;;b'0, 1,7656E+00,0, 1,3009E+00,5, 1,0000E+03\r\n';"0, 1,7656E+00,0, 1,3009E+00,5, 1,0000E+03
";0, 1,7656E+00,0, 1,3009E+00,5, 1,0000E+03
2252,978;1,76610;10,00;5,00;Einlass;;b'0, 1,7661E+00,0, 1,3009E+00,5, 1,0000E+03\r\n';"0, 1,7661E+00,0, 1,3009E+00,5, 1,0000E+03
";0, 1,7661E+00,0, 1,3009E+00,5, 1,0000E+03
2253,979;1,76160;10,00;5,00;Einlass;;b'0, 1,7616E+00,0, 1,3009E+00,5, 1,0000E+03\r\n';"0, 1,7616E+00,0, 1,3009E+00,5, 1,0000E+03
";0, 1,7616E+00,0, 1,3009E+00,5, 1,0000E+03
2254,980;1,76080;10,00;5,00;Einlass;;b'0, 1,7608E+00,0, 1,3009E+00,5, 1,0000E+03\r\n';"0, 1,7608E+00,0, 1,3009E+00,5, 1,0000E+03
";0, 1,7608E+00,0, 1,3009E+00,5, 1,0000E+03
2255,981;1,75950;10,00;5,00;Einlass;;b'0, 1,7595E+00,0, 1,3008E+00,5, 1,0000E+03\r\n';"0, 1,7595E+00,0, 1,3008E+00,5, 1,0000E+03
";0, 1,7595E+00,0, 1,3008E+00,5, 1,0000E+03
2256,982;1,76150;10,00;5,00;Einlass;;b'0, 1,7615E+00,0, 1,3008E+00,5, 1,0000E+03\r\n';"0, 1,7615E+00,0, 1,3008E+00,5, 1,0000E+03
";0, 1,7615E+00,0, 1,3008E+00,5, 1,0000E+03
2257,983;1,76280;10,00;5,00;Einlass;;b'0, 1,7628E+00,0, 1,3008E+00,5, 1,0000E+03\r\n';"0, 1,7628E+00,0, 1,3008E+00,5, 1,0000E+03
";0, 1,7628E+00,0, 1,3008E+00,5, 1,0000E+03
2258,985;1,76290;10,00;5,00;Einlass;;b'0, 1,7629E+00,0, 1,3008E+00,5, 1,0000E+03\r\n';"0, 1,7629E+00,0, 1,3008E+00,5, 1,0000E+03
";0, 1,7629E+00,0, 1,3008E+00,5, 1,0000E+03
2259,985;1,76840;10,00;5,00;Einlass;;b'0, 1,7684E+00,0, 1,3008E+00,5, 1,0000E+03\r\n';"0, 1,7684E+00,0, 1,3008E+00,5, 1,0000E+03
";0, 1,7684E+00,0, 1,3008E+00,5, 1,0000E+03
2260,986;1,76530;10,00;5,00;Einlass;;b'0, 1,7653E+00,0, 1,3008E+00,5, 1,0000E+03\r\n';"0, 1,7653E+00,0, 1,3008E+00,5, 1,0000E+03
";0, 1,7653E+00,0, 1,3008E+00,5, 1,0000E+03
2261,986;1,76760;10,00;5,00;Einlass;;b'0, 1,7676E+00,0, 1,3007E+00,5, 1,0000E+03\r\n';"0, 1,7676E+00,0, 1,3007E+00,5, 1,0000E+03
";0, 1,7676E+00,0, 1,3007E+00,5, 1,0000E+03
2262,987;1,76640;10,00;5,00;Einlass;;b'0, 1,7664E+00,0, 1,3007E+00,5, 1,0000E+03\r\n';"0, 1,7664E+00,0, 1,3007E+00,5, 1,0000E+03
";0, 1,7664E+00,0, 1,3007E+00,5, 1,0000E+03
2263,988;1,75080;10,00;5,00;Einlass;;b'0, 1,7508E+00,0, 1,3007E+00,5, 1,0000E+03\r\n';"0, 1,7508E+00,0, 1,3007E+00,5, 1,0000E+03
";0, 1,7508E+00,0, 1,3007E+00,5, 1,0000E+03
2264,989;1,75770;10,00;5,00;Einlass;;b'0, 1,7577E+00,0, 1,3007E+00,5, 1,0000E+03\r\n';"0, 1,7577E+00,0, 1,3007E+00,5, 1,0000E+03
";0, 1,7577E+00,0, 1,3007E+00,5, 1,0000E+03
2265,989;1,76120;10,00;5,00;Einlass;;b'0, 1,7612E+00,0, 1,3007E+00,5, 1,0000E+03\r\n';"0, 1,7612E+00,0, 1,3007E+00,5, 1,0000E+03
";0, 1,7612E+00,0, 1,3007E+00,5, 1,0000E+03
2266,990;1,76110;10,00;5,00;Einlass;;b'0, 1,7611E+00,0, 1,3006E+00,5, 1,0000E+03\r\n';"0, 1,7611E+00,0, 1,3006E+00,5, 1,0000E+03
";0, 1,7611E+00,0, 1,3006E+00,5, 1,0000E+03
2267,991;1,76370;10,00;5,00;Einlass;;b'0, 1,7637E+00,0, 1,3006E+00,5, 1,0000E+03\r\n';"0, 1,7637E+00,0, 1,3006E+00,5, 1,0000E+03
";0, 1,7637E+00,0, 1,3006E+00,5, 1,0000E+03
2268,992;1,76210;10,00;5,00;Einlass;;b'0, 1,7621E+00,0, 1,3006E+00,5, 1,0000E+03\r\n';"0, 1,7621E+00,0, 1,3006E+00,5, 1,0000E+03
";0, 1,7621E+00,0, 1,3006E+00,5, 1,0000E+03
2269,992;1,76150;10,00;5,00;Einlass;;b'0, 1,7615E+00,0, 1,3006E+00,5, 1,0000E+03\r\n';"0, 1,7615E+00,0, 1,3006E+00,5, 1,0000E+03
";0, 1,7615E+00,0, 1,3006E+00,5, 1,0000E+03
2270,993;1,74240;10,00;5,00;Einlass;;b'0, 1,7424E+00,0, 1,3006E+00,5, 1,0000E+03\r\n';"0, 1,7424E+00,0, 1,3006E+00,5, 1,0000E+03
";0, 1,7424E+00,0, 1,3006E+00,5, 1,0000E+03
2271,994;1,75560;10,00;5,00;Einlass;;b'0, 1,7556E+00,0, 1,3005E+00,5, 1,0000E+03\r\n';"0, 1,7556E+00,0, 1,3005E+00,5, 1,0000E+03
";0, 1,7556E+00,0, 1,3005E+00,5, 1,0000E+03
2272,994;1,76630;10,00;5,00;Einlass;;b'0, 1,7663E+00,0, 1,3005E+00,5, 1,0000E+03\r\n';"0, 1,7663E+00,0, 1,3005E+00,5, 1,0000E+03
";0, 1,7663E+00,0, 1,3005E+00,5, 1,0000E+03
2273,994;1,76480;10,00;5,00;Einlass;;b'0, 1,7648E+00,0, 1,3005E+00,5, 1,0000E+03\r\n';"0, 1,7648E+00,0, 1,3005E+00,5, 1,0000E+03
";0, 1,7648E+00,0, 1,3005E+00,5, 1,0000E+03
2274,995;1,76500;10,00;5,00;Einlass;;b'0, 1,7650E+00,0, 1,3005E+00,5, 1,0000E+03\r\n';"0, 1,7650E+00,0, 1,3005E+00,5, 1,0000E+03
";0, 1,7650E+00,0, 1,3005E+00,5, 1,0000E+03
2275,995;1,76360;10,00;5,00;Einlass;;b'0, 1,7636E+00,0, 1,3005E+00,5, 1,0000E+03\r\n';"0, 1,7636E+00,0, 1,3005E+00,5, 1,0000E+03
";0, 1,7636E+00,0, 1,3005E+00,5, 1,0000E+03
2276,996;1,76120;10,00;5,00;Einlass;;b'0, 1,7612E+00,0, 1,3004E+00,5, 1,0000E+03\r\n';"0, 1,7612E+00,0, 1,3004E+00,5, 1,0000E+03
";0, 1,7612E+00,0, 1,3004E+00,5, 1,0000E+03
2277,997;1,76040;10,00;5,00;Einlass;;b'0, 1,7604E+00,0, 1,3004E+00,5, 1,0000E+03\r\n';"0, 1,7604E+00,0, 1,3004E+00,5, 1,0000E+03
";0, 1,7604E+00,0, 1,3004E+00,5, 1,0000E+03
2278,997;1,76050;10,00;5,00;Einlass;;b'0, 1,7605E+00,0, 1,3004E+00,5, 1,0000E+03\r\n';"0, 1,7605E+00,0, 1,3004E+00,5, 1,0000E+03
";0, 1,7605E+00,0, 1,3004E+00,5, 1,0000E+03
2279,997;1,75550;10,00;5,00;Einlass;;b'0, 1,7555E+00,0, 1,3004E+00,5, 1,0000E+03\r\n';"0, 1,7555E+00,0, 1,3004E+00,5, 1,0000E+03
";0, 1,7555E+00,0, 1,3004E+00,5, 1,0000E+03
2280,998;1,76300;10,00;5,00;Einlass;;b'0, 1,7630E+00,0, 1,3004E+00,5, 1,0000E+03\r\n';"0, 1,7630E+00,0, 1,3004E+00,5, 1,0000E+03
";0, 1,7630E+00,0, 1,3004E+00,5, 1,0000E+03
2282,000;1,76540;10,00;5,00;Einlass;;b'0, 1,7654E+00,0, 1,3003E+00,5, 1,0000E+03\r\n';"0, 1,7654E+00,0, 1,3003E+00,5, 1,0000E+03
";0, 1,7654E+00,0, 1,3003E+00,5, 1,0000E+03
2283,000;1,76760;10,00;5,00;Einlass;;b'0, 1,7676E+00,0, 1,3003E+00,5, 1,0000E+03\r\n';"0, 1,7676E+00,0, 1,3003E+00,5, 1,0000E+03
";0, 1,7676E+00,0, 1,3003E+00,5, 1,0000E+03
2284,000;1,76660;10,00;5,00;Einlass;;b'0, 1,7666E+00,0, 1,3003E+00,5, 1,0000E+03\r\n';"0, 1,7666E+00,0, 1,3003E+00,5, 1,0000E+03
";0, 1,7666E+00,0, 1,3003E+00,5, 1,0000E+03
2285,001;1,76500;10,00;5,00;Einlass;;b'0, 1,7650E+00,0, 1,3003E+00,5, 1,0000E+03\r\n';"0, 1,7650E+00,0, 1,3003E+00,5, 1,0000E+03
";0, 1,7650E+00,0, 1,3003E+00,5, 1,0000E+03
2286,001;1,76440;10,00;5,00;Einlass;;b'0, 1,7644E+00,0, 1,3002E+00,5, 1,0000E+03\r\n';"0, 1,7644E+00,0, 1,3002E+00,5, 1,0000E+03
";0, 1,7644E+00,0, 1,3002E+00,5, 1,0000E+03
2287,002;1,76390;10,00;5,00;Einlass;;b'0, 1,7639E+00,0, 1,3002E+00,5, 1,0000E+03\r\n';"0, 1,7639E+00,0, 1,3002E+00,5, 1,0000E+03
";0, 1,7639E+00,0, 1,3002E+00,5, 1,0000E+03
2288,002;1,76020;10,00;5,00;Einlass;;b'0, 1,7602E+00,0, 1,3002E+00,5, 1,0000E+03\r\n';"0, 1,7602E+00,0, 1,3002E+00,5, 1,0000E+03
";0, 1,7602E+00,0, 1,3002E+00,5, 1,0000E+03
2289,004;1,75980;10,00;5,00;Einlass;;b'0, 1,7598E+00,0, 1,3002E+00,5, 1,0000E+03\r\n';"0, 1,7598E+00,0, 1,3002E+00,5, 1,0000E+03
";0, 1,7598E+00,0, 1,3002E+00,5, 1,0000E+03
2290,005;1,76040;10,00;5,00;Einlass;;b'0, 1,7604E+00,0, 1,3002E+00,5, 1,0000E+03\r\n';"0, 1,7604E+00,0, 1,3002E+00,5, 1,0000E+03
";0, 1,7604E+00,0, 1,3002E+00,5, 1,0000E+03
2291,006;1,76230;10,00;5,00;Einlass;;b'0, 1,7623E+00,0, 1,3001E+00,5, 1,0000E+03\r\n';"0, 1,7623E+00,0, 1,3001E+00,5, 1,0000E+03
";0, 1,7623E+00,0, 1,3001E+00,5, 1,0000E+03
2292,006;1,76570;10,00;5,00;Einlass;;b'0, 1,7657E+00,0, 1,3001E+00,5, 1,0000E+03\r\n';"0, 1,7657E+00,0, 1,3001E+00,5, 1,0000E+03
";0, 1,7657E+00,0, 1,3001E+00,5, 1,0000E+03
2293,007;1,76630;10,00;5,00;Einlass;;b'0, 1,7663E+00,0, 1,3001E+00,5, 1,0000E+03\r\n';"0, 1,7663E+00,0, 1,3001E+00,5, 1,0000E+03
";0, 1,7663E+00,0, 1,3001E+00,5, 1,0000E+03
2294,007;1,76470;10,00;5,00;Einlass;;b'0, 1,7647E+00,0, 1,3001E+00,5, 1,0000E+03\r\n';"0, 1,7647E+00,0, 1,3001E+00,5, 1,0000E+03
";0, 1,7647E+00,0, 1,3001E+00,5, 1,0000E+03
2295,007;1,76320;10,00;5,00;Einlass;;b'0, 1,7632E+00,0, 1,3000E+00,5, 1,0000E+03\r\n';"0, 1,7632E+00,0, 1,3000E+00,5, 1,0000E+03
";0, 1,7632E+00,0, 1,3000E+00,5, 1,0000E+03
2296,007;1,76240;10,00;5,00;Einlass;;b'0, 1,7624E+00,0, 1,3000E+00,5, 1,0000E+03\r\n';"0, 1,7624E+00,0, 1,3000E+00,5, 1,0000E+03
";0, 1,7624E+00,0, 1,3000E+00,5, 1,0000E+03
2297,008;1,75980;10,00;5,00;Einlass;;b'0, 1,7598E+00,0, 1,3000E+00,5, 1,0000E+03\r\n';"0, 1,7598E+00,0, 1,3000E+00,5, 1,0000E+03
";0, 1,7598E+00,0, 1,3000E+00,5, 1,0000E+03
2298,009;1,76200;10,00;5,00;Einlass;;b'0, 1,7620E+00,0, 1,3000E+00,5, 1,0000E+03\r\n';"0, 1,7620E+00,0, 1,3000E+00,5, 1,0000E+03
";0, 1,7620E+00,0, 1,3000E+00,5, 1,0000E+03
2299,009;1,76330;10,00;5,00;Einlass;;b'0, 1,7633E+00,0, 1,2999E+00,5, 1,0000E+03\r\n';"0, 1,7633E+00,0, 1,2999E+00,5, 1,0000E+03
";0, 1,7633E+00,0, 1,2999E+00,5, 1,0000E+03
2300,009;1,76570;10,00;5,00;Einlass;;b'0, 1,7657E+00,0, 1,2999E+00,5, 1,0000E+03\r\n';"0, 1,7657E+00,0, 1,2999E+00,5, 1,0000E+03
";0, 1,7657E+00,0, 1,2999E+00,5, 1,0000E+03
2301,010;1,76670;10,00;5,00;Einlass;;b'0, 1,7667E+00,0, 1,2999E+00,5, 1,0000E+03\r\n';"0, 1,7667E+00,0, 1,2999E+00,5, 1,0000E+03
";0, 1,7667E+00,0, 1,2999E+00,5, 1,0000E+03
2302,011;1,76770;10,00;5,00;Einlass;;b'0, 1,7677E+00,0, 1,2998E+00,5, 1,0000E+03\r\n';"0, 1,7677E+00,0, 1,2998E+00,5, 1,0000E+03
";0, 1,7677E+00,0, 1,2998E+00,5, 1,0000E+03
2303,011;1,76820;10,00;5,00;Einlass;;b'0, 1,7682E+00,0, 1,2998E+00,5, 1,0000E+03\r\n';"0, 1,7682E+00,0, 1,2998E+00,5, 1,0000E+03
";0, 1,7682E+00,0, 1,2998E+00,5, 1,0000E+03
2304,013;1,76570;10,00;5,00;Einlass;;b'0, 1,7657E+00,0, 1,2998E+00,5, 1,0000E+03\r\n';"0, 1,7657E+00,0, 1,2998E+00,5, 1,0000E+03
";0, 1,7657E+00,0, 1,2998E+00,5, 1,0000E+03
2305,014;1,76330;10,00;5,00;Einlass;;b'0, 1,7633E+00,0, 1,2997E+00,5, 1,0000E+03\r\n';"0, 1,7633E+00,0, 1,2997E+00,5, 1,0000E+03
";0, 1,7633E+00,0, 1,2997E+00,5, 1,0000E+03
2306,014;1,76180;10,00;5,00;Einlass;;b'0, 1,7618E+00,0, 1,2997E+00,5, 1,0000E+03\r\n';"0, 1,7618E+00,0, 1,2997E+00,5, 1,0000E+03
";0, 1,7618E+00,0, 1,2997E+00,5, 1,0000E+03
2307,015;1,76260;10,00;5,00;Einlass;;b'0, 1,7626E+00,0, 1,2997E+00,5, 1,0000E+03\r\n';"0, 1,7626E+00,0, 1,2997E+00,5, 1,0000E+03
";0, 1,7626E+00,0, 1,2997E+00,5, 1,0000E+03
2308,016;1,76310;10,00;5,00;Einlass;;b'0, 1,7631E+00,0, 1,2997E+00,5, 1,0000E+03\r\n';"0, 1,7631E+00,0, 1,2997E+00,5, 1,0000E+03
";0, 1,7631E+00,0, 1,2997E+00,5, 1,0000E+03
2309,017;1,76230;10,00;5,00;Einlass;;b'0, 1,7623E+00,0, 1,2997E+00,5, 1,0000E+03\r\n';"0, 1,7623E+00,0, 1,2997E+00,5, 1,0000E+03
";0, 1,7623E+00,0, 1,2997E+00,5, 1,0000E+03
2310,018;1,76350;10,00;5,00;Einlass;;b'0, 1,7635E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7635E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7635E+00,0, 1,2996E+00,5, 1,0000E+03
2311,019;1,76810;10,00;5,00;Einlass;;b'0, 1,7681E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7681E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7681E+00,0, 1,2996E+00,5, 1,0000E+03
2312,021;1,76530;10,00;5,00;Einlass;;b'0, 1,7653E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7653E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7653E+00,0, 1,2996E+00,5, 1,0000E+03
2313,021;1,76300;10,00;5,00;Einlass;;b'0, 1,7630E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7630E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7630E+00,0, 1,2996E+00,5, 1,0000E+03
2314,022;1,76380;10,00;5,00;Einlass;;b'0, 1,7638E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7638E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7638E+00,0, 1,2996E+00,5, 1,0000E+03
2315,024;1,76060;10,00;5,00;Einlass;;b'0, 1,7606E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7606E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7606E+00,0, 1,2996E+00,5, 1,0000E+03
2316,024;1,76260;10,00;5,00;Einlass;;b'0, 1,7626E+00,0, 1,2996E+00,5, 1,0000E+03\r\n';"0, 1,7626E+00,0, 1,2996E+00,5, 1,0000E+03
";0, 1,7626E+00,0, 1,2996E+00,5, 1,0000E+03
2317,025;1,76540;10,00;5,00;Einlass;;b'0, 1,7654E+00,0, 1,2995E+00,5, 1,0000E+03\r\n';"0, 1,7654E+00,0, 1,2995E+00,5, 1,0000E+03
";0, 1,7654E+00,0, 1,2995E+00,5, 1,0000E+03
2318,026;1,76860;10,00;5,00;Einlass;;b'0, 1,7686E+00,0, 1,2995E+00,5, 1,0000E+03\r\n';"0, 1,7686E+00,0, 1,2995E+00,5, 1,0000E+03
";0, 1,7686E+00,0, 1,2995E+00,5, 1,0000E+03
2319,027;1,77010;10,00;5,00;Einlass;;b'0, 1,7701E+00,0, 1,2995E+00,5, 1,0000E+03\r\n';"0, 1,7701E+00,0, 1,2995E+00,5, 1,0000E+03
";0, 1,7701E+00,0, 1,2995E+00,5, 1,0000E+03
2320,028;1,77070;10,00;5,00;Einlass;;b'0, 1,7707E+00,0, 1,2995E+00,5, 1,0000E+03\r\n';"0, 1,7707E+00,0, 1,2995E+00,5, 1,0000E+03
";0, 1,7707E+00,0, 1,2995E+00,5, 1,0000E+03
