Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilität_s
1224,485;2,16880;10,00;5,00;Einlass;
1225,472;2,17410;10,00;5,00;Einlass;
1226,460;2,17550;10,00;5,00;Einlass;
1227,448;2,18060;10,00;5,00;Einlass;
1228,436;2,18110;10,00;5,00;Einlass;
1229,425;2,18300;10,00;5,00;Einlass;
1230,413;2,17830;10,00;5,00;Einlass;
1231,400;2,17830;10,00;5,00;Einlass;
1232,389;2,17450;10,00;5,00;Einlass;
1233,377;2,17230;10,00;5,00;Einlass;
1234,364;2,17150;10,00;5,00;Einlass;
1235,352;2,16820;10,00;5,00;Einlass;
1236,340;2,17170;10,00;5,00;Einlass;
1237,328;2,16960;10,00;5,00;Einlass;
1238,316;2,16870;10,00;5,00;Einlass;
1239,304;2,17020;10,00;5,00;Einlass;
1240,292;2,17290;10,00;5,00;Einlass;
1241,280;2,17690;10,00;5,00;Einlass;
1242,268;2,17720;10,00;5,00;Einlass;
1243,256;2,18250;10,00;5,00;Einlass;
1244,243;2,18190;10,00;5,00;Einlass;
1245,232;2,18290;10,00;5,00;Einlass;
1246,220;2,17990;10,00;5,00;Einlass;
1247,207;2,18020;10,00;5,00;Einlass;
1248,196;2,17570;10,00;5,00;Einlass;
1249,184;2,17460;10,00;5,00;Einlass;
1250,171;2,16780;10,00;5,00;Einlass;
1251,159;2,17160;10,00;5,00;Einlass;
1252,147;2,17180;10,00;5,00;Einlass;
1253,135;2,17170;10,00;5,00;Einlass;
1254,123;2,17520;10,00;5,00;Einlass;145,229
1255,111;2,17750;10,00;4,50;Einlass;
1256,099;2,01460;10,00;4,50;Einlass;
1257,087;1,78440;10,00;4,50;Einlass;
1258,075;1,63020;10,00;4,50;Einlass;
1259,063;1,48870;10,00;4,50;Einlass;
1260,051;1,36050;10,00;4,50;Einlass;
1261,039;1,26900;10,00;4,50;Einlass;
1262,027;1,16900;10,00;4,50;Einlass;
1263,014;1,06290;10,00;4,50;Einlass;
1264,003;0,96489;10,00;4,50;Einlass;
1264,991;0,88527;10,00;4,50;Einlass;
1265,978;0,83549;10,00;4,50;Einlass;
1266,967;0,78636;10,00;4,50;Einlass;
1267,955;0,74137;10,00;4,50;Einlass;
1268,943;0,72482;10,00;4,50;Einlass;
1269,931;0,69027;10,00;4,50;Einlass;
1270,918;0,64668;10,00;4,50;Einlass;
1271,907;0,60788;10,00;4,50;Einlass;
1272,894;0,56562;10,00;4,50;Einlass;
1273,882;0,54961;10,00;4,50;Einlass;
1274,870;0,54625;10,00;4,50;Einlass;
1275,858;0,51133;10,00;4,50;Einlass;
1276,845;0,50834;10,00;4,50;Einlass;
1277,833;0,50943;10,00;4,50;Einlass;
1278,821;0,48105;10,00;4,50;Einlass;
1279,810;0,47267;10,00;4,50;Einlass;
1280,798;0,47265;10,00;4,50;Einlass;
1281,785;0,46906;10,00;4,50;Einlass;
1282,773;0,46887;10,00;4,50;Einlass;
1283,761;0,46490;10,00;4,50;Einlass;
1284,749;0,46156;10,00;4,50;Einlass;
1285,736;0,46039;10,00;4,50;Einlass;
1286,724;0,46133;10,00;4,50;Einlass;
1287,712;0,46261;10,00;4,50;Einlass;
1288,700;0,46234;10,00;4,50;Einlass;
1289,688;0,46421;10,00;4,50;Einlass;
1290,676;0,43403;10,00;4,50;Einlass;
1291,664;0,09611;10,00;4,50;Einlass;
1292,652;0,09145;10,00;4,50;Einlass;
1293,639;0,08734;10,00;4,50;Einlass;
1294,628;0,08349;10,00;4,50;Einlass;
1295,615;0,07992;10,00;4,50;Einlass;
1296,603;0,07662;10,00;4,50;Einlass;
1297,591;0,07351;10,00;4,50;Einlass;
1298,579;0,07073;10,00;4,50;Einlass;
1299,567;0,06846;10,00;4,50;Einlass;
1300,555;0,06631;10,00;4,50;Einlass;
1301,543;0,06419;10,00;4,50;Einlass;
1302,531;0,06216;10,00;4,50;Einlass;
1303,519;0,06021;10,00;4,50;Einlass;
1304,507;0,05835;10,00;4,50;Einlass;
1305,494;0,05663;10,00;4,50;Einlass;
1306,483;0,05501;10,00;4,50;Einlass;
1307,471;0,05350;10,00;4,50;Einlass;
1308,458;0,05209;10,00;4,50;Einlass;
1309,446;0,05077;10,00;4,50;Einlass;
1310,434;0,04953;10,00;4,50;Einlass;
1311,422;0,04838;10,00;4,50;Einlass;
1312,410;0,04732;10,00;4,50;Einlass;
1313,398;0,04633;10,00;4,50;Einlass;
1314,386;0,04539;10,00;4,50;Einlass;
1315,374;0,04450;10,00;4,50;Einlass;
1316,361;0,04364;10,00;4,50;Einlass;
1317,349;0,04285;10,00;4,50;Einlass;
1318,337;0,04209;10,00;4,50;Einlass;
1319,324;0,04136;10,00;4,50;Einlass;
1320,312;0,04069;10,00;4,50;Einlass;
1321,301;0,04002;10,00;4,50;Einlass;
1322,288;0,03942;10,00;4,50;Einlass;
1323,277;0,03886;10,00;4,50;Einlass;
1324,265;0,03831;10,00;4,50;Einlass;
1325,253;0,03777;10,00;4,50;Einlass;
1326,241;0,03729;10,00;4,50;Einlass;
1327,228;0,03680;10,00;4,50;Einlass;
1328,216;0,03631;10,00;4,50;Einlass;
1329,204;0,03586;10,00;4,50;Einlass;
1330,192;0,03544;10,00;4,50;Einlass;
1331,180;0,03501;10,00;4,50;Einlass;
1332,168;0,03462;10,00;4,50;Einlass;
1333,155;0,03426;10,00;4,50;Einlass;
1334,144;0,03390;10,00;4,50;Einlass;
1335,132;0,03354;10,00;4,50;Einlass;
1336,119;0,03320;10,00;4,50;Einlass;
1337,107;0,03283;10,00;4,50;Einlass;
1338,095;0,03249;10,00;4,50;Einlass;
1339,083;0,03216;10,00;4,50;Einlass;
1340,070;0,03188;10,00;4,50;Einlass;
1341,058;0,03158;10,00;4,50;Einlass;
1342,046;0,03129;10,00;4,50;Einlass;
1343,034;0,03100;10,00;4,50;Einlass;
1344,023;0,03071;10,00;4,50;Einlass;
1345,010;0,03045;10,00;4,50;Einlass;
1345,998;0,03020;10,00;4,50;Einlass;
1346,986;0,02995;10,00;4,50;Einlass;
1347,974;0,02971;10,00;4,50;Einlass;
1348,962;0,02947;10,00;4,50;Einlass;
1349,949;0,02921;10,00;4,50;Einlass;
1350,938;0,02897;10,00;4,50;Einlass;
1351,925;0,02877;10,00;4,50;Einlass;
1352,914;0,02857;10,00;4,50;Einlass;
1353,902;0,02838;10,00;4,50;Einlass;
1354,889;0,02817;10,00;4,50;Einlass;
1355,877;0,02795;10,00;4,50;Einlass;
1356,865;0,02777;10,00;4,50;Einlass;
1357,852;0,02758;10,00;4,50;Einlass;
1358,841;0,02736;10,00;4,50;Einlass;
1359,829;0,02716;10,00;4,50;Einlass;
1360,816;0,02648;10,00;4,50;Einlass;
1361,805;0,02236;10,00;4,50;Einlass;
1362,793;0,01698;10,00;4,50;Einlass;
1363,780;0,00783;10,00;4,50;Einlass;
1364,768;0,00783;10,00;4,50;Einlass;
1365,756;0,00783;10,00;4,50;Einlass;
1366,743;0,00783;10,00;4,50;Einlass;
1367,732;0,00783;10,00;4,50;Einlass;
1368,719;0,00783;10,00;4,50;Einlass;
1369,707;0,00783;10,00;4,50;Einlass;
1370,696;0,00783;10,00;4,50;Einlass;
1371,684;0,00783;10,00;4,50;Einlass;
1372,671;0,00783;10,00;4,50;Einlass;
1373,660;0,00783;10,00;4,50;Einlass;
1374,647;0,00783;10,00;4,50;Einlass;
1375,635;0,00783;10,00;4,50;Einlass;
1376,623;0,00783;10,00;4,50;Einlass;
1377,610;0,00783;10,00;4,50;Einlass;
1378,598;0,00783;10,00;4,50;Einlass;
1379,586;0,00783;10,00;4,50;Einlass;
1380,575;0,00783;10,00;4,50;Einlass;
1381,562;0,00783;10,00;4,50;Einlass;
1382,551;0,00783;10,00;4,50;Einlass;
1383,538;0,00783;10,00;4,50;Einlass;
1384,525;0,00783;10,00;4,50;Einlass;
1385,513;0,00783;10,00;4,50;Einlass;
1386,501;0,00783;10,00;4,50;Einlass;
1387,490;0,00783;10,00;4,50;Einlass;
1388,478;0,00783;10,00;4,50;Einlass;
1389,465;0,00783;10,00;4,50;Einlass;
1390,453;0,00783;10,00;4,50;Einlass;
1391,441;0,00783;10,00;4,50;Einlass;
1392,429;0,00783;10,00;4,50;Einlass;
1393,417;0,00783;10,00;4,50;Einlass;
1394,405;0,00783;10,00;4,50;Einlass;
1395,392;0,00783;10,00;4,50;Einlass;
1396,381;0,00783;10,00;4,50;Einlass;
1397,369;0,00783;10,00;4,50;Einlass;
1398,357;0,00783;10,00;4,50;Einlass;
1399,344;0,00783;10,00;4,50;Einlass;
1400,332;0,00783;10,00;4,50;Einlass;
1401,320;0,00783;10,00;4,50;Einlass;
1402,308;0,00783;10,00;4,50;Einlass;
1403,296;0,00783;10,00;4,50;Einlass;
1404,283;0,00783;10,00;4,50;Einlass;
1405,272;0,00783;10,00;4,50;Einlass;
1406,260;0,00783;10,00;4,50;Einlass;
1407,247;0,00783;10,00;4,50;Einlass;
1408,235;0,00783;10,00;4,50;Einlass;
1409,223;0,00783;10,00;4,50;Einlass;
1410,211;0,00783;10,00;4,50;Einlass;
1411,199;0,00783;10,00;4,50;Einlass;
1412,187;0,00783;10,00;4,50;Einlass;
1413,175;0,00783;10,00;4,50;Einlass;
1414,163;0,00783;10,00;4,50;Einlass;
1415,150;0,00783;10,00;4,50;Einlass;
1416,138;0,00783;10,00;4,50;Einlass;
1417,126;0,00783;10,00;4,50;Einlass;
1418,114;0,00783;10,00;4,50;Einlass;
1419,102;0,00783;10,00;4,50;Einlass;
1420,091;0,00783;10,00;4,50;Einlass;
1421,079;0,00783;10,00;4,50;Einlass;
1422,066;0,00783;10,00;4,50;Einlass;
1423,054;0,00783;10,00;4,50;Einlass;
1424,041;0,00783;10,00;4,50;Einlass;
1425,030;0,00783;10,00;4,50;Einlass;
1426,017;0,00783;10,00;4,50;Einlass;
1427,006;0,00783;10,00;4,50;Einlass;
1427,994;0,00783;10,00;4,50;Einlass;
1428,981;0,00783;10,00;4,50;Einlass;
1429,969;0,00783;10,00;4,50;Einlass;
1430,957;0,00783;10,00;4,50;Einlass;
1431,945;0,00783;10,00;4,50;Einlass;
1432,933;0,00783;10,00;4,50;Einlass;
1433,921;0,00783;10,00;4,50;Einlass;
1434,908;0,00783;10,00;4,50;Einlass;
1435,896;0,00783;10,00;4,50;Einlass;
1436,884;0,00783;10,00;4,50;Einlass;
1437,872;0,00783;10,00;4,50;Einlass;
1438,860;0,00783;10,00;4,50;Einlass;
1439,848;0,00783;10,00;4,50;Einlass;
1440,836;0,00783;10,00;4,50;Einlass;
1441,824;0,00783;10,00;4,50;Einlass;
1442,811;0,00783;10,00;4,50;Einlass;
1443,799;0,00783;10,00;4,50;Einlass;
1444,787;0,00783;10,00;4,50;Einlass;
1445,775;0,00783;10,00;4,50;Einlass;
1446,763;0,00783;10,00;4,50;Einlass;
1447,751;0,00783;10,00;4,50;Einlass;
1448,738;0,00783;10,00;4,50;Einlass;
1449,726;0,00783;10,00;4,50;Einlass;
1450,714;0,00783;10,00;4,50;Einlass;
1451,703;0,00783;10,00;4,50;Einlass;
1452,690;0,00783;10,00;4,50;Einlass;
1453,678;0,00783;10,00;4,50;Einlass;
1454,666;0,00783;10,00;4,50;Einlass;
1455,654;0,00783;10,00;4,50;Einlass;
1456,642;0,00783;10,00;4,50;Einlass;
1457,630;0,00783;10,00;4,50;Einlass;
1458,618;0,00783;10,00;4,50;Einlass;
1459,605;0,00783;10,00;4,50;Einlass;
1460,593;0,00783;10,00;4,50;Einlass;
1461,581;0,00783;10,00;4,50;Einlass;
1462,569;0,00783;10,00;4,50;Einlass;207,458
1463,557;0,00783;10,00;4,00;Einlass;
1464,545;0,00783;10,00;4,00;Einlass;
1465,533;0,00783;10,00;4,00;Einlass;
1466,521;0,00783;10,00;4,00;Einlass;
1467,509;0,00783;10,00;4,00;Einlass;
1468,497;0,00783;10,00;4,00;Einlass;
1469,484;0,00783;10,00;4,00;Einlass;
1470,472;0,00783;10,00;4,00;Einlass;
1471,461;0,00783;10,00;4,00;Einlass;
1472,448;0,00783;10,00;4,00;Einlass;
1473,436;0,00783;10,00;4,00;Einlass;
1474,425;0,00783;10,00;4,00;Einlass;
1475,412;0,00783;10,00;4,00;Einlass;
1476,400;0,00783;10,00;4,00;Einlass;
1477,388;0,00783;10,00;4,00;Einlass;
1478,375;0,00783;10,00;4,00;Einlass;
1479,364;0,00783;10,00;4,00;Einlass;
1480,352;0,00783;10,00;4,00;Einlass;
1481,340;0,00783;10,00;4,00;Einlass;
1482,327;0,00783;10,00;4,00;Einlass;
1483,316;0,00783;10,00;4,00;Einlass;
1484,303;0,00783;10,00;4,00;Einlass;
1485,291;0,00783;10,00;4,00;Einlass;
1486,278;0,00783;10,00;4,00;Einlass;
1487,266;0,00783;10,00;4,00;Einlass;
1488,255;0,00783;10,00;4,00;Einlass;
1489,243;0,00783;10,00;4,00;Einlass;
1490,231;0,00783;10,00;4,00;Einlass;
1491,218;0,00783;10,00;4,00;Einlass;
1492,207;0,00783;10,00;4,00;Einlass;
1493,195;0,00783;10,00;4,00;Einlass;
1494,182;0,00783;10,00;4,00;Einlass;
1495,169;0,00783;10,00;4,00;Einlass;
1496,157;0,00783;10,00;4,00;Einlass;
1497,145;0,00783;10,00;4,00;Einlass;
1498,133;0,00783;10,00;4,00;Einlass;
1499,122;0,00783;10,00;4,00;Einlass;
1500,109;0,00783;10,00;4,00;Einlass;
1501,097;0,00783;10,00;4,00;Einlass;
1502,085;0,00783;10,00;4,00;Einlass;
1503,073;0,00783;10,00;4,00;Einlass;
1504,061;0,00783;10,00;4,00;Einlass;
1505,049;0,00783;10,00;4,00;Einlass;
1506,036;0,00783;10,00;4,00;Einlass;
1507,024;0,00783;10,00;4,00;Einlass;
1508,013;0,00783;10,00;4,00;Einlass;
1509,000;0,00783;10,00;4,00;Einlass;
1509,988;0,00783;10,00;4,00;Einlass;
1510,976;0,00783;10,00;4,00;Einlass;
1511,964;0,00783;10,00;4,00;Einlass;
1512,952;0,00783;10,00;4,00;Einlass;
1513,940;0,00783;10,00;4,00;Einlass;
1514,928;0,00783;10,00;4,00;Einlass;
1515,916;0,00783;10,00;4,00;Einlass;
1516,904;0,00783;10,00;4,00;Einlass;
1517,892;0,00783;10,00;4,00;Einlass;
1518,880;0,00783;10,00;4,00;Einlass;
1519,867;0,00783;10,00;4,00;Einlass;
1520,855;0,00783;10,00;4,00;Einlass;
1521,843;0,00783;10,00;4,00;Einlass;
1522,831;0,00783;10,00;4,00;Einlass;
1523,819;0,00783;10,00;4,00;Einlass;
1524,807;0,00783;10,00;4,00;Einlass;
1525,794;0,00783;10,00;4,00;Einlass;
1526,783;0,00783;10,00;4,00;Einlass;
1527,770;0,00783;10,00;4,00;Einlass;
1528,758;0,00783;10,00;4,00;Einlass;
1529,746;0,00783;10,00;4,00;Einlass;
1530,734;0,00783;10,00;4,00;Einlass;
1531,722;0,00783;10,00;4,00;Einlass;
1532,710;0,00783;10,00;4,00;Einlass;
1533,698;0,00783;10,00;4,00;Einlass;
1534,686;0,00783;10,00;4,00;Einlass;
1535,673;0,00783;10,00;4,00;Einlass;
1536,662;0,00783;10,00;4,00;Einlass;
1537,650;0,00783;10,00;4,00;Einlass;
1538,637;0,00783;10,00;4,00;Einlass;
1539,625;0,00783;10,00;4,00;Einlass;
1540,613;0,00783;10,00;4,00;Einlass;
1541,601;0,00783;10,00;4,00;Einlass;
1542,589;0,00783;10,00;4,00;Einlass;
1543,577;0,00783;10,00;4,00;Einlass;
1544,564;0,00783;10,00;4,00;Einlass;
1545,552;0,00783;10,00;4,00;Einlass;
1546,541;0,00783;10,00;4,00;Einlass;
1547,528;0,00783;10,00;4,00;Einlass;
1548,518;0,00783;10,00;4,00;Einlass;
1549,505;0,00783;10,00;4,00;Einlass;
1550,492;0,00783;10,00;4,00;Einlass;
1551,480;0,00783;10,00;4,00;Einlass;
1552,468;0,00783;10,00;4,00;Einlass;
1553,455;0,00783;10,00;4,00;Einlass;
1554,443;0,00783;10,00;4,00;Einlass;
1555,432;0,00783;10,00;4,00;Einlass;
1556,420;0,00783;10,00;4,00;Einlass;
1557,407;0,00783;10,00;4,00;Einlass;
1558,396;0,00783;10,00;4,00;Einlass;
1559,383;0,00783;10,00;4,00;Einlass;
1560,372;0,00783;10,00;4,00;Einlass;
1561,359;0,00783;10,00;4,00;Einlass;97,802
1562,346;0,00783;10,00;3,50;Einlass;
1563,335;0,00783;10,00;3,50;Einlass;
1564,323;0,00783;10,00;3,50;Einlass;
1565,311;0,00783;10,00;3,50;Einlass;
1566,299;0,00783;10,00;3,50;Einlass;
1567,286;0,00783;10,00;3,50;Einlass;
1568,273;0,00472;10,00;3,50;Einlass;
1569,261;0,00821;10,00;3,50;Einlass;
1570,249;0,00994;10,00;3,50;Einlass;
1571,237;0,01108;10,00;3,50;Einlass;
1572,225;0,01185;10,00;3,50;Einlass;
1573,213;0,01217;10,00;3,50;Einlass;
1574,202;0,01243;10,00;3,50;Einlass;
1575,189;0,01256;10,00;3,50;Einlass;
1576,177;0,01263;10,00;3,50;Einlass;
1577,166;0,01265;10,00;3,50;Einlass;
1578,152;0,01265;10,00;3,50;Einlass;
1579,141;0,01266;10,00;3,50;Einlass;
1580,129;0,01264;10,00;3,50;Einlass;
1581,117;0,01263;10,00;3,50;Einlass;
1582,104;0,01260;10,00;3,50;Einlass;
1583,093;0,01259;10,00;3,50;Einlass;
1584,080;0,01257;10,00;3,50;Einlass;
1585,068;0,01255;10,00;3,50;Einlass;
1586,056;0,01253;10,00;3,50;Einlass;
1587,044;0,01251;10,00;3,50;Einlass;
1588,032;0,01248;10,00;3,50;Einlass;
1589,020;0,01247;10,00;3,50;Einlass;
1590,007;0,01244;10,00;3,50;Einlass;
1590,995;0,01242;10,00;3,50;Einlass;
1591,983;0,01240;10,00;3,50;Einlass;
1592,971;0,01237;10,00;3,50;Einlass;
1593,959;0,01234;10,00;3,50;Einlass;
1594,947;0,01231;10,00;3,50;Einlass;
1595,936;0,01228;10,00;3,50;Einlass;
1596,922;0,01224;10,00;3,50;Einlass;
1597,911;0,01220;10,00;3,50;Einlass;
1598,898;0,01216;10,00;3,50;Einlass;
1599,886;0,01212;10,00;3,50;Einlass;
1600,874;0,01207;10,00;3,50;Einlass;
1601,862;0,01204;10,00;3,50;Einlass;
1602,850;0,01200;10,00;3,50;Einlass;
1603,838;0,01197;10,00;3,50;Einlass;
1604,825;0,01194;10,00;3,50;Einlass;
1605,814;0,01191;10,00;3,50;Einlass;
1606,801;0,01188;10,00;3,50;Einlass;
1607,789;0,01187;10,00;3,50;Einlass;
1608,778;0,01186;10,00;3,50;Einlass;
1609,765;0,01185;10,00;3,50;Einlass;
1610,753;0,01185;10,00;3,50;Einlass;
1611,741;0,01185;10,00;3,50;Einlass;
1612,729;0,01185;10,00;3,50;Einlass;
1613,717;0,01184;10,00;3,50;Einlass;
1614,705;0,01183;10,00;3,50;Einlass;
1615,693;0,01180;10,00;3,50;Einlass;
1616,680;0,01178;10,00;3,50;Einlass;
1617,669;0,01175;10,00;3,50;Einlass;
1618,657;0,01172;10,00;3,50;Einlass;
1619,645;0,01170;10,00;3,50;Einlass;
1620,633;0,01168;10,00;3,50;Einlass;
1621,621;0,01166;10,00;3,50;Einlass;
1622,608;0,01165;10,00;3,50;Einlass;
1623,596;0,01164;10,00;3,50;Einlass;
1624,584;0,01164;10,00;3,50;Einlass;
1625,572;0,01162;10,00;3,50;Einlass;
1626,560;0,01160;10,00;3,50;Einlass;
1627,548;0,01158;10,00;3,50;Einlass;
1628,539;0,01156;10,00;3,50;Einlass;
1629,524;0,01153;10,00;3,50;Einlass;
1630,512;0,01151;10,00;3,50;Einlass;
1631,500;0,01149;10,00;3,50;Einlass;
1632,487;0,01148;10,00;3,50;Einlass;
1633,475;0,01147;10,00;3,50;Einlass;
1634,463;0,01146;10,00;3,50;Einlass;
1635,451;0,01145;10,00;3,50;Einlass;
1636,438;0,01144;10,00;3,50;Einlass;
1637,426;0,01142;10,00;3,50;Einlass;
1638,415;0,01140;10,00;3,50;Einlass;
1639,402;0,01137;10,00;3,50;Einlass;
1640,391;0,01134;10,00;3,50;Einlass;
1641,379;0,01131;10,00;3,50;Einlass;
1642,366;0,01128;10,00;3,50;Einlass;
1643,354;0,01124;10,00;3,50;Einlass;
1644,342;0,01120;10,00;3,50;Einlass;
1645,329;0,01117;10,00;3,50;Einlass;
1646,318;0,01115;10,00;3,50;Einlass;
1647,306;0,01114;10,00;3,50;Einlass;
1648,294;0,01113;10,00;3,50;Einlass;
1649,281;0,01111;10,00;3,50;Einlass;
1650,269;0,01110;10,00;3,50;Einlass;
1651,257;0,01108;10,00;3,50;Einlass;
1652,245;0,01106;10,00;3,50;Einlass;
1653,233;0,01104;10,00;3,50;Einlass;
1654,220;0,01102;10,00;3,50;Einlass;
1655,209;0,01099;10,00;3,50;Einlass;
1656,199;0,01096;10,00;3,50;Einlass;
1657,185;0,01094;10,00;3,50;Einlass;
1658,173;0,01092;10,00;3,50;Einlass;
1659,161;0,01090;10,00;3,50;Einlass;
1660,149;0,01087;10,00;3,50;Einlass;
1661,136;0,01085;10,00;3,50;Einlass;
1662,124;0,01082;10,00;3,50;Einlass;
1663,112;0,01080;10,00;3,50;Einlass;
1664,100;0,01078;10,00;3,50;Einlass;
1665,088;0,01075;10,00;3,50;Einlass;
1666,076;0,01073;10,00;3,50;Einlass;
1667,063;0,01071;10,00;3,50;Einlass;
1668,052;0,01069;10,00;3,50;Einlass;
1669,040;0,01067;10,00;3,50;Einlass;
1670,027;0,01066;10,00;3,50;Einlass;
1671,015;0,01064;10,00;3,50;Einlass;
1672,003;0,01063;10,00;3,50;Einlass;
1672,991;0,01060;10,00;3,50;Einlass;
1673,979;0,01060;10,00;3,50;Einlass;
1674,967;0,01059;10,00;3,50;Einlass;
1675,954;0,01058;10,00;3,50;Einlass;
1676,942;0,01057;10,00;3,50;Einlass;
1677,930;0,01056;10,00;3,50;Einlass;
1678,918;0,01054;10,00;3,50;Einlass;
1679,906;0,01053;10,00;3,50;Einlass;
1680,894;0,01051;10,00;3,50;Einlass;
1681,882;0,01050;10,00;3,50;Einlass;
1682,870;0,01048;10,00;3,50;Einlass;
1683,857;0,01046;10,00;3,50;Einlass;
1684,845;0,01044;10,00;3,50;Einlass;
1685,834;0,01043;10,00;3,50;Einlass;
1686,822;0,01041;10,00;3,50;Einlass;
1687,809;0,01041;10,00;3,50;Einlass;
1688,797;0,01038;10,00;3,50;Einlass;
1689,785;0,01037;10,00;3,50;Einlass;
1690,773;0,01036;10,00;3,50;Einlass;
1691,761;0,01034;10,00;3,50;Einlass;
1692,749;0,01033;10,00;3,50;Einlass;
1693,737;0,01032;10,00;3,50;Einlass;
1694,725;0,01030;10,00;3,50;Einlass;
1695,712;0,01027;10,00;3,50;Einlass;
1696,700;0,01025;10,00;3,50;Einlass;
1697,688;0,01024;10,00;3,50;Einlass;
1698,676;0,01021;10,00;3,50;Einlass;
1699,664;0,01020;10,00;3,50;Einlass;
1700,652;0,01017;10,00;3,50;Einlass;
1701,640;0,01015;10,00;3,50;Einlass;
1702,628;0,01013;10,00;3,50;Einlass;
1703,615;0,01011;10,00;3,50;Einlass;
1704,603;0,01009;10,00;3,50;Einlass;
1705,591;0,01007;10,00;3,50;Einlass;
1706,579;0,01006;10,00;3,50;Einlass;
1707,567;0,01004;10,00;3,50;Einlass;
1708,555;0,01002;10,00;3,50;Einlass;
1709,543;0,01001;10,00;3,50;Einlass;
1710,531;0,00999;10,00;3,50;Einlass;
1711,518;0,00998;10,00;3,50;Einlass;
1712,507;0,00997;10,00;3,50;Einlass;
1713,494;0,00995;10,00;3,50;Einlass;
1714,482;0,00995;10,00;3,50;Einlass;
1715,470;0,00994;10,00;3,50;Einlass;
1716,458;0,00993;10,00;3,50;Einlass;
1717,446;0,00993;10,00;3,50;Einlass;
1718,434;0,00993;10,00;3,50;Einlass;
1719,421;0,00993;10,00;3,50;Einlass;
1720,410;0,00993;10,00;3,50;Einlass;
1721,398;0,00993;10,00;3,50;Einlass;
1722,386;0,00993;10,00;3,50;Einlass;
1723,374;0,00991;10,00;3,50;Einlass;
1724,361;0,00990;10,00;3,50;Einlass;
1725,349;0,00989;10,00;3,50;Einlass;
1726,337;0,00987;10,00;3,50;Einlass;
1727,325;0,00984;10,00;3,50;Einlass;
1728,313;0,00982;10,00;3,50;Einlass;
1729,301;0,00979;10,00;3,50;Einlass;
1730,289;0,00978;10,00;3,50;Einlass;
1731,276;0,00975;10,00;3,50;Einlass;
1732,264;0,00973;10,00;3,50;Einlass;
1733,252;0,00970;10,00;3,50;Einlass;
1734,240;0,00969;10,00;3,50;Einlass;
1735,228;0,00966;10,00;3,50;Einlass;
1736,216;0,00965;10,00;3,50;Einlass;
1737,203;0,00963;10,00;3,50;Einlass;
1738,192;0,00961;10,00;3,50;Einlass;
1739,180;0,00960;10,00;3,50;Einlass;
1740,168;0,00958;10,00;3,50;Einlass;
1741,156;0,00957;10,00;3,50;Einlass;
1742,143;0,00957;10,00;3,50;Einlass;
1743,130;0,00957;10,00;3,50;Einlass;
1744,119;0,00958;10,00;3,50;Einlass;
1745,107;0,00956;10,00;3,50;Einlass;
1746,095;0,00955;10,00;3,50;Einlass;
1747,083;0,00955;10,00;3,50;Einlass;
1748,071;0,00954;10,00;3,50;Einlass;
1749,059;0,00954;10,00;3,50;Einlass;
1750,047;0,00952;10,00;3,50;Einlass;
1751,035;0,00951;10,00;3,50;Einlass;
1752,022;0,00949;10,00;3,50;Einlass;
1753,010;0,00948;10,00;3,50;Einlass;
1753,998;0,00947;10,00;3,50;Einlass;
1754,985;0,00946;10,00;3,50;Einlass;
1755,974;0,00944;10,00;3,50;Einlass;
1756,962;0,00943;10,00;3,50;Einlass;
1757,949;0,00942;10,00;3,50;Einlass;
1758,938;0,00940;10,00;3,50;Einlass;
1759,925;0,00939;10,00;3,50;Einlass;
1760,913;0,00938;10,00;3,50;Einlass;
1761,901;0,00938;10,00;3,50;Einlass;
1762,889;0,00937;10,00;3,50;Einlass;
1763,877;0,00935;10,00;3,50;Einlass;
1764,865;0,00934;10,00;3,50;Einlass;
1765,853;0,00933;10,00;3,50;Einlass;
1766,840;0,00933;10,00;3,50;Einlass;
1767,828;0,00931;10,00;3,50;Einlass;
1768,816;0,00930;10,00;3,50;Einlass;
1769,804;0,00928;10,00;3,50;Einlass;
1770,792;0,00926;10,00;3,50;Einlass;
1771,780;0,00924;10,00;3,50;Einlass;
1772,768;0,00922;10,00;3,50;Einlass;
1773,756;0,00920;10,00;3,50;Einlass;
1774,743;0,00918;10,00;3,50;Einlass;
1775,731;0,00917;10,00;3,50;Einlass;
1776,720;0,00915;10,00;3,50;Einlass;
1777,707;0,00913;10,00;3,50;Einlass;
1778,695;0,00910;10,00;3,50;Einlass;
1779,683;0,00907;10,00;3,50;Einlass;
1780,671;0,00905;10,00;3,50;Einlass;
1781,658;0,00903;10,00;3,50;Einlass;
1782,646;0,00900;10,00;3,50;Einlass;
1783,634;0,00899;10,00;3,50;Einlass;
1784,623;0,00897;10,00;3,50;Einlass;
1785,610;0,00896;10,00;3,50;Einlass;
1786,598;0,00895;10,00;3,50;Einlass;
1787,586;0,00893;10,00;3,50;Einlass;
1788,574;0,00891;10,00;3,50;Einlass;
1789,562;0,00891;10,00;3,50;Einlass;
1790,550;0,00891;10,00;3,50;Einlass;
1791,538;0,00890;10,00;3,50;Einlass;
1792,525;0,00890;10,00;3,50;Einlass;
1793,514;0,00890;10,00;3,50;Einlass;
1794,502;0,00890;10,00;3,50;Einlass;
1795,489;0,00890;10,00;3,50;Einlass;
1796,477;0,00888;10,00;3,50;Einlass;
