Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilitaet_s
255,383;896,5;10;9;Einlass;
256,385;896,51;10;9;Einlass;
257,385;896,51;10;9;Einlass;
258,387;896,54;10;9;Einlass;
259,387;896,55;10;9;Einlass;
260,387;896,55;10;9;Einlass;
261,388;896,59;10;9;Einlass;
262,389;896,6;10;9;Einlass;
263,389;896,6;10;9;Einlass;
264,39;896,59;10;9;Einlass;
265,392;896,6;10;9;Einlass;
266,395;896,59;10;9;Einlass;
267,396;896,55;10;9;Einlass;
268,397;896,56;10;9;Einlass;
269,398;896,55;10;9;Einlass;
270,399;896,54;10;9;Einlass;
271,4;896,55;10;9;Einlass;
272,401;896,55;10;9;Einlass;
273,402;896,55;10;9;Einlass;
274,404;896,58;10;9;Einlass;
275,404;896,59;10;9;Einlass;
276,405;896,6;10;9;Einlass;
277,405;896,62;10;9;Einlass;
278,407;896,63;10;9;Einlass;
279,408;896,63;10;9;Einlass;
280,409;896,6;10;9;Einlass;
281,41;896,59;10;9;Einlass;
282,41;896,59;10;9;Einlass;
283,412;896,6;10;9;Einlass;
284,412;896,62;10;9;Einlass;
285,413;896,63;10;9;Einlass;
286,413;896,63;10;9;Einlass;
287,414;896,64;10;9;Einlass;
288,415;896,64;10;9;Einlass;
289,417;896,63;10;9;Einlass;
290,418;896,64;10;9;Einlass;
291,42;896,64;10;9;Einlass;
292,421;896,66;10;9;Einlass;
293,423;896,64;10;9;Einlass;
294,424;896,64;10;9;Einlass;
295,426;896,64;10;9;Einlass;
296,426;896,59;10;9;Einlass;
297,427;896,58;10;9;Einlass;
298,427;896,55;10;9;Einlass;
299,429;896,55;10;9;Einlass;
300,429;896,59;10;9;Einlass;99,096
301,43;896,61;10;8,5;Einlass;
302,431;896,18;10;8,5;Einlass;
303,432;895,13;10;8,5;Einlass;
304,433;894,57;10;8,5;Einlass;
305,433;894,35;10;8,5;Einlass;
306,434;894,26;10;8,5;Einlass;
307,435;894,24;10;8,5;Einlass;
308,436;894,24;10;8,5;Einlass;
309,436;894,2;10;8,5;Einlass;
310,437;894,2;10;8,5;Einlass;
311,438;894,22;10;8,5;Einlass;
312,439;894,24;10;8,5;Einlass;
313,44;894,27;10;8,5;Einlass;
314,441;894,28;10;8,5;Einlass;
315,441;894,29;10;8,5;Einlass;
316,442;894,29;10;8,5;Einlass;
317,443;894,24;10;8,5;Einlass;
318,444;894,28;10;8,5;Einlass;
319,444;894,29;10;8,5;Einlass;
320,445;894,28;10;8,5;Einlass;
321,446;894,26;10;8,5;Einlass;
322,447;894,27;10;8,5;Einlass;
323,448;894,28;10;8,5;Einlass;
324,449;894,29;10;8,5;Einlass;
325,449;894,28;10;8,5;Einlass;
326,45;894,28;10;8,5;Einlass;
327,451;894,29;10;8,5;Einlass;
328,452;894,31;10;8,5;Einlass;
329,452;894,29;10;8,5;Einlass;
330,453;894,26;10;8,5;Einlass;
331,454;894,26;10;8,5;Einlass;
332,454;894,28;10;8,5;Einlass;
333,456;894,32;10;8,5;Einlass;
334,456;894,29;10;8,5;Einlass;
335,457;894,25;10;8,5;Einlass;
336,458;894,24;10;8,5;Einlass;
337,459;894,24;10;8,5;Einlass;
338,46;894,26;10;8,5;Einlass;
339,46;894,3;10;8,5;Einlass;
340,461;894,33;10;8,5;Einlass;
341,463;894,33;10;8,5;Einlass;
342,463;894,32;10;8,5;Einlass;
343,463;894,33;10;8,5;Einlass;
344,464;894,3;10;8,5;Einlass;
345,465;894,28;10;8,5;Einlass;
346,466;894,29;10;8,5;Einlass;
347,468;894,32;10;8,5;Einlass;
348,469;894,3;10;8,5;Einlass;
349,471;894,29;10;8,5;Einlass;
350,472;894,28;10;8,5;Einlass;
351,474;894,28;10;8,5;Einlass;
352,475;894,29;10;8,5;Einlass;
353,477;894,28;10;8,5;Einlass;
354,478;894,32;10;8,5;Einlass;
355,478;894,37;10;8,5;Einlass;
356,478;894,37;10;8,5;Einlass;
357,479;894,36;10;8,5;Einlass;
358,48;894,37;10;8,5;Einlass;
359,481;894,39;10;8,5;Einlass;
360,481;894,41;10;8,5;Einlass;
361,481;894,45;10;8,5;Einlass;
362,482;894,42;10;8,5;Einlass;
363,484;894,43;10;8,5;Einlass;
364,485;894,46;10;8,5;Einlass;
365,485;894,49;10;8,5;Einlass;
366,487;894,46;10;8,5;Einlass;
367,488;894,45;10;8,5;Einlass;
368,489;894,42;10;8,5;Einlass;
369,49;894,41;10;8,5;Einlass;
370,49;894,41;10;8,5;Einlass;
371,491;894,42;10;8,5;Einlass;
372,492;894,42;10;8,5;Einlass;
373,493;894,43;10;8,5;Einlass;
374,493;894,46;10;8,5;Einlass;
375,494;894,45;10;8,5;Einlass;
376,494;894,45;10;8,5;Einlass;
377,494;894,42;10;8,5;Einlass;
378,495;894,41;10;8,5;Einlass;
379,496;894,4;10;8,5;Einlass;
380,496;894,41;10;8,5;Einlass;
381,498;894,4;10;8,5;Einlass;
382,498;894,38;10;8,5;Einlass;
383,498;894,37;10;8,5;Einlass;
384,5;894,37;10;8,5;Einlass;
385,5;894,33;10;8,5;Einlass;
386,501;894,3;10;8,5;Einlass;
387,502;894,28;10;8,5;Einlass;
388,502;894,32;10;8,5;Einlass;
389,502;894,33;10;8,5;Einlass;
390,503;894,33;10;8,5;Einlass;
391,505;894,33;10;8,5;Einlass;
392,505;894,32;10;8,5;Einlass;
393,506;894,33;10;8,5;Einlass;
394,507;894,37;10;8,5;Einlass;
395,508;894,37;10;8,5;Einlass;
396,508;894,38;10;8,5;Einlass;
397,509;894,41;10;8,5;Einlass;
398,511;894,41;10;8,5;Einlass;
399,511;894,38;10;8,5;Einlass;
400,511;894,37;10;8,5;Einlass;99,081
401,511;894,33;10;8;Einlass;
402,513;893,64;10;8;Einlass;
403,514;885,89;10;8;Einlass;
404,515;882,96;10;8;Einlass;
405,516;882,51;10;8;Einlass;
406,516;882,4;10;8;Einlass;
407,518;882,29;10;8;Einlass;
408,518;882,28;10;8;Einlass;
409,521;882,28;10;8;Einlass;
410,521;882,27;10;8;Einlass;
411,521;882,29;10;8;Einlass;
412,522;882,27;10;8;Einlass;
413,523;882,3;10;8;Einlass;
414,524;882,32;10;8;Einlass;
415,525;882,3;10;8;Einlass;
416,526;882,27;10;8;Einlass;
417,527;882,29;10;8;Einlass;
418,528;882,31;10;8;Einlass;
419,529;882,35;10;8;Einlass;
420,53;882,34;10;8;Einlass;
421,531;882,36;10;8;Einlass;
422,532;882,36;10;8;Einlass;
423,533;882,36;10;8;Einlass;
424,535;882,39;10;8;Einlass;
425,535;882,4;10;8;Einlass;
426,535;882,44;10;8;Einlass;
427,536;882,41;10;8;Einlass;
428,537;882,36;10;8;Einlass;
429,537;882,36;10;8;Einlass;
430,539;882,36;10;8;Einlass;
431,539;882,39;10;8;Einlass;
432,54;882,41;10;8;Einlass;
433,541;882,4;10;8;Einlass;
434,542;882,4;10;8;Einlass;
435,543;882,4;10;8;Einlass;
436,545;882,4;10;8;Einlass;
437,545;882,4;10;8;Einlass;
438,545;882,34;10;8;Einlass;
439,546;882,36;10;8;Einlass;
440,546;882,36;10;8;Einlass;
441,547;882,35;10;8;Einlass;
442,547;882,36;10;8;Einlass;
443,548;882,36;10;8;Einlass;
444,548;882,38;10;8;Einlass;
445,548;882,41;10;8;Einlass;
446,549;882,41;10;8;Einlass;
447,55;882,39;10;8;Einlass;
448,551;882,4;10;8;Einlass;
449,552;882,4;10;8;Einlass;
450,552;882,37;10;8;Einlass;
451,554;882,41;10;8;Einlass;
452,554;882,37;10;8;Einlass;
453,555;882,36;10;8;Einlass;
454,556;882,33;10;8;Einlass;
455,557;882,32;10;8;Einlass;
456,557;882,31;10;8;Einlass;
457,558;882,34;10;8;Einlass;
458,559;882,38;10;8;Einlass;
459,56;882,34;10;8;Einlass;
460,561;882,32;10;8;Einlass;
461,562;882,32;10;8;Einlass;
462,562;882,31;10;8;Einlass;
463,564;882,34;10;8;Einlass;
464,564;882,32;10;8;Einlass;
465,565;882,35;10;8;Einlass;
466,565;882,36;10;8;Einlass;
467,567;882,39;10;8;Einlass;
468,568;882,35;10;8;Einlass;
469,569;882,35;10;8;Einlass;
470,569;882,32;10;8;Einlass;
471,57;882,32;10;8;Einlass;
472,571;882,36;10;8;Einlass;
473,572;882,35;10;8;Einlass;
474,573;882,36;10;8;Einlass;
475,574;882,32;10;8;Einlass;
476,575;882,35;10;8;Einlass;
477,576;882,41;10;8;Einlass;
478,578;882,4;10;8;Einlass;
479,579;882,41;10;8;Einlass;
480,58;882,4;10;8;Einlass;
481,581;882,4;10;8;Einlass;
482,583;882,41;10;8;Einlass;
483,584;882,4;10;8;Einlass;
484,585;882,39;10;8;Einlass;
485,585;882,33;10;8;Einlass;
486,586;882,31;10;8;Einlass;
487,587;882,28;10;8;Einlass;
488,587;882,28;10;8;Einlass;
489,588;882,28;10;8;Einlass;
490,589;882,28;10;8;Einlass;
491,59;882,31;10;8;Einlass;
492,591;882,28;10;8;Einlass;
493,591;882,28;10;8;Einlass;
494,592;882,3;10;8;Einlass;
495,593;882,32;10;8;Einlass;
496,594;882,35;10;8;Einlass;
497,595;882,39;10;8;Einlass;
498,596;882,39;10;8;Einlass;
499,597;882,33;10;8;Einlass;
500,597;882,32;10;8;Einlass;99,086
501,599;882,29;10;7,5;Einlass;
502,599;880,14;10;7,5;Einlass;
503,6;836,09;10;7,5;Einlass;
504,601;807,85;10;7,5;Einlass;
505,602;793,98;10;7,5;Einlass;
506,603;787,21;10;7,5;Einlass;
507,603;783,82;10;7,5;Einlass;
508,604;782,14;10;7,5;Einlass;
509,604;781,35;10;7,5;Einlass;
510,605;780,72;10;7,5;Einlass;
511,605;780,25;10;7,5;Einlass;
512,605;779,9;10;7,5;Einlass;
513,606;779,78;10;7,5;Einlass;
514,606;779,68;10;7,5;Einlass;
515,607;779,62;10;7,5;Einlass;
516,608;779,57;10;7,5;Einlass;
517,61;779,54;10;7,5;Einlass;
518,61;779,5;10;7,5;Einlass;
519,611;779,48;10;7,5;Einlass;
520,612;779,46;10;7,5;Einlass;
521,614;779,45;10;7,5;Einlass;
522,615;779,4;10;7,5;Einlass;
523,616;779,4;10;7,5;Einlass;
524,617;779,38;10;7,5;Einlass;
525,617;779,32;10;7,5;Einlass;
526,618;779,29;10;7,5;Einlass;
527,62;779,24;10;7,5;Einlass;
528,621;779,23;10;7,5;Einlass;
529,622;779,23;10;7,5;Einlass;
530,623;779,25;10;7,5;Einlass;
531,623;779,24;10;7,5;Einlass;
532,624;779,24;10;7,5;Einlass;
533,625;779,27;10;7,5;Einlass;
534,626;779,27;10;7,5;Einlass;
535,627;779,23;10;7,5;Einlass;
536,627;779,23;10;7,5;Einlass;
537,627;779,19;10;7,5;Einlass;
538,628;779,14;10;7,5;Einlass;
539,629;779,03;10;7,5;Einlass;
540,63;779,05;10;7,5;Einlass;
541,631;779,05;10;7,5;Einlass;
542,631;779,03;10;7,5;Einlass;
543,632;779,02;10;7,5;Einlass;
544,633;779,02;10;7,5;Einlass;
545,634;779,04;10;7,5;Einlass;
546,634;779,04;10;7,5;Einlass;
547,636;779,05;10;7,5;Einlass;
548,636;779,03;10;7,5;Einlass;
549,637;779,02;10;7,5;Einlass;
550,638;779;10;7,5;Einlass;
551,639;778,97;10;7,5;Einlass;
552,64;778,94;10;7,5;Einlass;
553,641;778,94;10;7,5;Einlass;
554,642;778,97;10;7,5;Einlass;
555,644;778,97;10;7,5;Einlass;
556,645;779;10;7,5;Einlass;
557,646;778,98;10;7,5;Einlass;
558,648;778,97;10;7,5;Einlass;
559,648;778,94;10;7,5;Einlass;
560,649;778,96;10;7,5;Einlass;
561,65;778,93;10;7,5;Einlass;
562,651;778,96;10;7,5;Einlass;
563,651;778,94;10;7,5;Einlass;
564,653;778,93;10;7,5;Einlass;
565,653;778,91;10;7,5;Einlass;
566,655;778,86;10;7,5;Einlass;
567,656;778,84;10;7,5;Einlass;
568,657;778,85;10;7,5;Einlass;
569,658;778,83;10;7,5;Einlass;
570,66;778,83;10;7,5;Einlass;
571,66;778,81;10;7,5;Einlass;
572,661;778,8;10;7,5;Einlass;
573,662;778,77;10;7,5;Einlass;
574,663;778,76;10;7,5;Einlass;
575,665;778,76;10;7,5;Einlass;
576,665;778,77;10;7,5;Einlass;
577,665;778,8;10;7,5;Einlass;
578,665;778,8;10;7,5;Einlass;
579,666;778,8;10;7,5;Einlass;
580,666;778,81;10;7,5;Einlass;
581,667;778,84;10;7,5;Einlass;
582,668;778,84;10;7,5;Einlass;
583,669;778,85;10;7,5;Einlass;
584,67;778,84;10;7,5;Einlass;
585,671;778,77;10;7,5;Einlass;
586,672;778,76;10;7,5;Einlass;
587,672;778,82;10;7,5;Einlass;
588,673;778,86;10;7,5;Einlass;
589,674;778,89;10;7,5;Einlass;
590,675;778,88;10;7,5;Einlass;
591,676;778,88;10;7,5;Einlass;
592,676;778,89;10;7,5;Einlass;
593,677;778,86;10;7,5;Einlass;
594,677;778,87;10;7,5;Einlass;
595,678;778,87;10;7,5;Einlass;
596,68;778,85;10;7,5;Einlass;
597,681;778,84;10;7,5;Einlass;
598,681;778,85;10;7,5;Einlass;
599,683;778,81;10;7,5;Einlass;
600,683;778,8;10;7,5;Einlass;
601,684;778,8;10;7,5;Einlass;
602,685;778,83;10;7,5;Einlass;
603,685;778,8;10;7,5;Einlass;
604,687;778,77;10;7,5;Einlass;
605,688;778,7;10;7,5;Einlass;104,089
606,689;778,6;10;7;Einlass;
607,691;778,59;10;7;Einlass;
608,691;712,61;10;7;Einlass;
609,692;619,78;10;7;Einlass;
610,692;546,73;10;7;Einlass;
611,694;490,75;10;7;Einlass;
612,694;447,49;10;7;Einlass;
613,694;414,17;10;7;Einlass;
614,696;388,12;10;7;Einlass;
615,697;367,8;10;7;Einlass;
616,698;351,84;10;7;Einlass;
617,698;339,47;10;7;Einlass;
618,698;329,38;10;7;Einlass;
619,699;321,36;10;7;Einlass;
620,701;315,12;10;7;Einlass;
621,703;310,11;10;7;Einlass;
622,704;305,95;10;7;Einlass;
623,705;302,88;10;7;Einlass;
624,705;300,19;10;7;Einlass;
625,706;298,21;10;7;Einlass;
626,707;296,84;10;7;Einlass;
627,708;295,43;10;7;Einlass;
628,708;294,12;10;7;Einlass;
629,709;293,01;10;7;Einlass;
630,709;292,04;10;7;Einlass;
631,711;291,26;10;7;Einlass;
632,712;290,54;10;7;Einlass;
633,713;289,96;10;7;Einlass;
634,714;289,44;10;7;Einlass;
635,715;288,98;10;7;Einlass;
636,715;288,59;10;7;Einlass;
637,716;288,24;10;7;Einlass;
638,717;287,95;10;7;Einlass;
639,717;287,63;10;7;Einlass;
640,718;287,35;10;7;Einlass;
641,719;287,11;10;7;Einlass;
642,72;286,9;10;7;Einlass;
643,72;286,72;10;7;Einlass;
644,722;286,53;10;7;Einlass;
645,723;286,36;10;7;Einlass;
646,725;286,21;10;7;Einlass;
647,725;286,04;10;7;Einlass;
648,726;285,84;10;7;Einlass;
649,726;285,69;10;7;Einlass;
650,727;285,57;10;7;Einlass;
651,728;285,45;10;7;Einlass;
652,729;285,29;10;7;Einlass;
653,729;285,13;10;7;Einlass;
654,73;284,98;10;7;Einlass;
655,732;284,85;10;7;Einlass;
656,733;284,76;10;7;Einlass;
657,734;284,67;10;7;Einlass;
658,734;284,55;10;7;Einlass;
659,736;284,46;10;7;Einlass;
660,737;284,38;10;7;Einlass;
661,737;284,23;10;7;Einlass;
662,738;284,1;10;7;Einlass;
663,738;283,95;10;7;Einlass;
664,739;283,87;10;7;Einlass;
665,739;283,81;10;7;Einlass;
666,74;283,72;10;7;Einlass;
667,742;283,68;10;7;Einlass;
668,743;283,59;10;7;Einlass;
669,743;283,48;10;7;Einlass;
670,743;283,38;10;7;Einlass;
671,744;283,33;10;7;Einlass;
672,744;283,3;10;7;Einlass;
673,745;283,27;10;7;Einlass;
674,745;283,21;10;7;Einlass;
675,747;283,16;10;7;Einlass;
676,747;283,14;10;7;Einlass;
677,747;283,14;10;7;Einlass;
678,748;283,15;10;7;Einlass;
679,748;283,19;10;7;Einlass;
680,75;283,19;10;7;Einlass;
681,75;283,19;10;7;Einlass;
682,751;283,2;10;7;Einlass;
683,752;283,18;10;7;Einlass;
684,753;283,15;10;7;Einlass;
685,754;283,11;10;7;Einlass;
686,755;283,07;10;7;Einlass;
687,756;283,07;10;7;Einlass;
688,757;283,06;10;7;Einlass;
689,757;283,06;10;7;Einlass;
690,758;283,03;10;7;Einlass;
691,759;282,99;10;7;Einlass;
692,759;282,96;10;7;Einlass;
693,761;282,91;10;7;Einlass;
694,762;282,86;10;7;Einlass;
695,763;282,82;10;7;Einlass;
696,764;282,81;10;7;Einlass;
697,764;282,77;10;7;Einlass;
698,764;282,72;10;7;Einlass;
699,766;282,68;10;7;Einlass;
700,767;282,67;10;7;Einlass;
701,767;282,64;10;7;Einlass;
702,769;282,61;10;7;Einlass;
703,769;282,59;10;7;Einlass;
704,77;282,6;10;7;Einlass;
705,772;282,6;10;7;Einlass;
706,772;282,59;10;7;Einlass;
707,773;282,56;10;7;Einlass;
708,774;282,53;10;7;Einlass;
709,775;282,49;10;7;Einlass;
710,776;282,47;10;7;Einlass;
711,777;282,45;10;7;Einlass;
712,778;282,43;10;7;Einlass;
713,779;282,43;10;7;Einlass;
714,78;282,43;10;7;Einlass;
715,78;282,39;10;7;Einlass;
716,781;282,38;10;7;Einlass;
717,782;282,35;10;7;Einlass;
718,782;282,31;10;7;Einlass;
719,784;282,29;10;7;Einlass;
720,785;282,25;10;7;Einlass;
721,787;282,21;10;7;Einlass;
722,787;282,21;10;7;Einlass;
723,788;282,2;10;7;Einlass;
724,788;282,17;10;7;Einlass;
725,788;282,13;10;7;Einlass;
726,789;282,13;10;7;Einlass;
727,79;282,12;10;7;Einlass;
728,791;282,13;10;7;Einlass;
729,791;282,12;10;7;Einlass;
730,793;282,12;10;7;Einlass;
731,793;282,13;10;7;Einlass;
732,793;282,12;10;7;Einlass;126,103
733,794;282,11;10;6,5;Einlass;
734,795;282,09;10;6,5;Einlass;
735,796;282,02;10;6,5;Einlass;
