Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilitaet_s
4403,178;0,00132;10;0,5;Einlass;
4404,179;0,00132;10;0,5;Einlass;
4405,18;0,00131;10;0,5;Einlass;
4406,18;0,00131;10;0,5;Einlass;
4407,181;0,00131;10;0,5;Einlass;
4408,181;0,00131;10;0,5;Einlass;
4409,181;0,00131;10;0,5;Einlass;
4410,181;0,00131;10;0,5;Einlass;
4411,182;0,0013;10;0,5;Einlass;
4412,184;0,0013;10;0,5;Einlass;
4413,184;0,00131;10;0,5;Einlass;
4414,184;0,00131;10;0,5;Einlass;
4415,184;0,0013;10;0,5;Einlass;
4416,185;0,00131;10;0,5;Einlass;
4417,186;0,00132;10;0,5;Einlass;
4418,186;0,00131;10;0,5;Einlass;
4419,187;0,00131;10;0,5;Einlass;
4420,188;0,00131;10;0,5;Einlass;
4421,189;0,00131;10;0,5;Einlass;
4422,189;0,00131;10;0,5;Einlass;
4423,19;0,00131;10;0,5;Einlass;
4424,19;0,00131;10;0,5;Einlass;
4425,19;0,0013;10;0,5;Einlass;
4426,191;0,0013;10;0,5;Einlass;
4427,192;0,0013;10;0,5;Einlass;
4428,192;0,0013;10;0,5;Einlass;
4429,192;0,0013;10;0,5;Einlass;
4430,194;0,00131;10;0,5;Einlass;
4431,195;0,0013;10;0,5;Einlass;
4432,195;0,0013;10;0,5;Einlass;
4433,196;0,0013;10;0,5;Einlass;
4434,197;0,0013;10;0,5;Einlass;
4435,198;0,0013;10;0,5;Einlass;
4436,2;0,0013;10;0,5;Einlass;
4437,2;0,00129;10;0,5;Einlass;
4438,201;0,0013;10;0,5;Einlass;
4439,202;0,0013;10;0,5;Einlass;
4440,203;0,00129;10;0,5;Einlass;
4441,203;0,00128;10;0,5;Einlass;
4442,204;0,00127;10;0,5;Einlass;
4443,204;0,00127;10;0,5;Einlass;
4444,206;0,00126;10;0,5;Einlass;
4445,206;0,00127;10;0,5;Einlass;
4446,207;0,00128;10;0,5;Einlass;
4447,207;0,00127;10;0,5;Einlass;
4448,209;0,00127;10;0,5;Einlass;
4449,209;0,00127;10;0,5;Einlass;
4450,21;0,00129;10;0,5;Einlass;
4451,211;0,00128;10;0,5;Einlass;
4452,211;0,00129;10;0,5;Einlass;
4453,211;0,00128;10;0,5;Einlass;
4454,212;0,00127;10;0,5;Einlass;
4455,213;0,00127;10;0,5;Einlass;
4456,214;0,00126;10;0,5;Einlass;
4457,215;0,00126;10;0,5;Einlass;
4458,215;0,00126;10;0,5;Einlass;
4459,216;0,00127;10;0,5;Einlass;
4460,218;0,00127;10;0,5;Einlass;
4461,218;0,00127;10;0,5;Einlass;
4462,219;0,00127;10;0,5;Einlass;
4463,219;0,00126;10;0,5;Einlass;
4464,22;0,00125;10;0,5;Einlass;
4465,22;0,00125;10;0,5;Einlass;
4466,222;0,00125;10;0,5;Einlass;
4467,223;0,00126;10;0,5;Einlass;
4468,223;0,00126;10;0,5;Einlass;
4469,224;0,00126;10;0,5;Einlass;
4470,224;0,00126;10;0,5;Einlass;
4471,224;0,00126;10;0,5;Einlass;
4472,225;0,00126;10;0,5;Einlass;
4473,225;0,00126;10;0,5;Einlass;
4474,225;0,00126;10;0,5;Einlass;
4475,226;0,00126;10;0,5;Einlass;
4476,227;0,00126;10;0,5;Einlass;
4477,227;0,00126;10;0,5;Einlass;
4478,227;0,00126;10;0,5;Einlass;
4479,228;0,00126;10;0,5;Einlass;
4480,229;0,00126;10;0,5;Einlass;
4481,229;0,00126;10;0,5;Einlass;
4482,23;0,00126;10;0,5;Einlass;
4483,231;0,00126;10;0,5;Einlass;
4484,232;0,00126;10;0,5;Einlass;
4485,233;0,00126;10;0,5;Einlass;
4486,234;0,00126;10;0,5;Einlass;
4487,234;0,00125;10;0,5;Einlass;
4488,235;0,00124;10;0,5;Einlass;
4489,236;0,00124;10;0,5;Einlass;
4490,237;0,00124;10;0,5;Einlass;
4491,238;0,00124;10;0,5;Einlass;
4492,239;0,00125;10;0,5;Einlass;
4493,239;0,00125;10;0,5;Einlass;
4494,241;0,00124;10;0,5;Einlass;
4495,241;0,00123;10;0,5;Einlass;
4496,243;0,00123;10;0,5;Einlass;
4497,244;0,00123;10;0,5;Einlass;
4498,245;0,00123;10;0,5;Einlass;
4499,246;0,00123;10;0,5;Einlass;
4500,247;0,00123;10;0,5;Einlass;
4501,247;0,00122;10;0,5;Einlass;
4502,249;0,00122;10;0,5;Einlass;
4503,249;0,00123;10;0,5;Einlass;
4504,25;0,00124;10;0,5;Einlass;
4505,251;0,00123;10;0,5;Einlass;
4506,252;0,00124;10;0,5;Einlass;
4507,253;0,00124;10;0,5;Einlass;
4508,254;0,00123;10;0,5;Einlass;
4509,254;0,00123;10;0,5;Einlass;
4510,255;0,00122;10;0,5;Einlass;
4511,256;0,00122;10;0,5;Einlass;
4512,257;0,00122;10;0,5;Einlass;
4513,258;0,00122;10;0,5;Einlass;
4514,259;0,00122;10;0,5;Einlass;
4515,26;0,00123;10;0,5;Einlass;
4516,261;0,00123;10;0,5;Einlass;
4517,262;0,00122;10;0,5;Einlass;
4518,263;0,00122;10;0,5;Einlass;
4519,265;0,00122;10;0,5;Einlass;
4520,265;0,00122;10;0,5;Einlass;
4521,266;0,00122;10;0,5;Einlass;
4522,267;0,00122;10;0,5;Einlass;
4523,268;0,00122;10;0,5;Einlass;
4524,268;0,00122;10;0,5;Einlass;
4525,268;0,00121;10;0,5;Einlass;
4526,27;0,00121;10;0,5;Einlass;
4527,27;0,00121;10;0,5;Einlass;
4528,271;0,00122;10;0,5;Einlass;
4529,271;0,00122;10;0,5;Einlass;
4530,272;0,00122;10;0,5;Einlass;
4531,273;0,00122;10;0,5;Einlass;
4532,273;0,00122;10;0,5;Einlass;
4533,275;0,00122;10;0,5;Einlass;
4534,276;0,00122;10;0,5;Einlass;
4535,277;0,00122;10;0,5;Einlass;
4536,278;0,00122;10;0,5;Einlass;
4537,279;0,00122;10;0,5;Einlass;
4538,279;0,00121;10;0,5;Einlass;
4539,28;0,0012;10;0,5;Einlass;
4540,28;0,00121;10;0,5;Einlass;
4541,28;0,00122;10;0,5;Einlass;
4542,281;0,00122;10;0,5;Einlass;
4543,281;0,00122;10;0,5;Einlass;
4544,282;0,00122;10;0,5;Einlass;
4545,282;0,00121;10;0,5;Einlass;
4546,283;0,00121;10;0,5;Einlass;
4547,284;0,00121;10;0,5;Einlass;
4548,285;0,00122;10;0,5;Einlass;
4549,286;0,00122;10;0,5;Einlass;
4550,288;0,00122;10;0,5;Einlass;
4551,288;0,00122;10;0,5;Einlass;
4552,288;0,00122;10;0,5;Einlass;
4553,289;0,00122;10;0,5;Einlass;
4554,29;0,00122;10;0,5;Einlass;
4555,292;0,00122;10;0,5;Einlass;
4556,293;0,00122;10;0,5;Einlass;
4557,294;0,00121;10;0,5;Einlass;
4558,294;0,00121;10;0,5;Einlass;
4559,296;0,00121;10;0,5;Einlass;
4560,297;0,0012;10;0,5;Einlass;
4561,298;0,00119;10;0,5;Einlass;
4562,298;0,0012;10;0,5;Einlass;
4563,299;0,0012;10;0,5;Einlass;
4564,3;0,0012;10;0,5;Einlass;
4565,3;0,0012;10;0,5;Einlass;
4566,301;0,00119;10;0,5;Einlass;
4567,302;0,00118;10;0,5;Einlass;
4568,302;0,00118;10;0,5;Einlass;
4569,302;0,00119;10;0,5;Einlass;
4570,303;0,00119;10;0,5;Einlass;
4571,304;0,00118;10;0,5;Einlass;
4572,305;0,00118;10;0,5;Einlass;
4573,306;0,00118;10;0,5;Einlass;
4574,307;0,00118;10;0,5;Einlass;
4575,309;0,0012;10;0,5;Einlass;
4576,309;0,0012;10;0,5;Einlass;
4577,31;0,00121;10;0,5;Einlass;
4578,311;0,0012;10;0,5;Einlass;
4579,312;0,00119;10;0,5;Einlass;
4580,313;0,0012;10;0,5;Einlass;
4581,314;0,0012;10;0,5;Einlass;
4582,315;0,00119;10;0,5;Einlass;
4583,316;0,00119;10;0,5;Einlass;
4584,318;0,00119;10;0,5;Einlass;
4585,318;0,00119;10;0,5;Einlass;
4586,319;0,00118;10;0,5;Einlass;
4587,32;0,0012;10;0,5;Einlass;
4588,32;0,00119;10;0,5;Einlass;
4589,321;0,00118;10;0,5;Einlass;
4590,323;0,00118;10;0,5;Einlass;
4591,324;0,00118;10;0,5;Einlass;
4592,326;0,00118;10;0,5;Einlass;
4593,327;0,00118;10;0,5;Einlass;
4594,328;0,00118;10;0,5;Einlass;
4595,328;0,00118;10;0,5;Einlass;
4596,329;0,00118;10;0,5;Einlass;
4597,33;0,00118;10;0,5;Einlass;
4598,332;0,00119;10;0,5;Einlass;
4599,333;0,00119;10;0,5;Einlass;
4600,334;0,00119;10;0,5;Einlass;
4601,334;0,00119;10;0,5;Einlass;
4602,335;0,00119;10;0,5;Einlass;
4603,335;0,00118;10;0,5;Einlass;
4604,336;0,00118;10;0,5;Einlass;
4605,337;0,00118;10;0,5;Einlass;
4606,338;0,00118;10;0,5;Einlass;
4607,339;0,00118;10;0,5;Einlass;
4608,34;0,00117;10;0,5;Einlass;
4609,341;0,00117;10;0,5;Einlass;
4610,342;0,00117;10;0,5;Einlass;
4611,343;0,00117;10;0,5;Einlass;
4612,344;0,00117;10;0,5;Einlass;
4613,345;0,00117;10;0,5;Einlass;
4614,345;0,00117;10;0,5;Einlass;
4615,346;0,00117;10;0,5;Einlass;
4616,346;0,00116;10;0,5;Einlass;
4617,347;0,00115;10;0,5;Einlass;
4618,347;0,00116;10;0,5;Einlass;
4619,349;0,00116;10;0,5;Einlass;
4620,349;0,00117;10;0,5;Einlass;
4621,35;0,00115;10;0,5;Einlass;
4622,352;0,00114;10;0,5;Einlass;
4623,352;0,00114;10;0,5;Einlass;
4624,353;0,00114;10;0,5;Einlass;
4625,354;0,00113;10;0,5;Einlass;
4626,354;0,00114;10;0,5;Einlass;
4627,356;0,00113;10;0,5;Einlass;
4628,357;0,00113;10;0,5;Einlass;
4629,358;0,00113;10;0,5;Einlass;
4630,359;0,00113;10;0,5;Einlass;
4631,36;0,00113;10;0,5;Einlass;
4632,361;0,00113;10;0,5;Einlass;
4633,361;0,00113;10;0,5;Einlass;
4634,362;0,00113;10;0,5;Einlass;
4635,363;0,00113;10;0,5;Einlass;
4636,365;0,00113;10;0,5;Einlass;
4637,366;0,00113;10;0,5;Einlass;
4638,366;0,00113;10;0,5;Einlass;
4639,367;0,00113;10;0,5;Einlass;
4640,367;0,00114;10;0,5;Einlass;
4641,368;0,00114;10;0,5;Einlass;
4642,368;0,00113;10;0,5;Einlass;
4643,369;0,00113;10;0,5;Einlass;
4644,371;0,00113;10;0,5;Einlass;
4645,371;0,00113;10;0,5;Einlass;
4646,371;0,00113;10;0,5;Einlass;
4647,373;0,00112;10;0,5;Einlass;
4648,373;0,00112;10;0,5;Einlass;
4649,374;0,00112;10;0,5;Einlass;
4650,375;0,00113;10;0,5;Einlass;
4651,376;0,00113;10;0,5;Einlass;
4652,378;0,00113;10;0,5;Einlass;
4653,379;0,00113;10;0,5;Einlass;
4654,38;0,00112;10;0,5;Einlass;
4655,381;0,00111;10;0,5;Einlass;
4656,382;0,0011;10;0,5;Einlass;
4657,383;0,00112;10;0,5;Einlass;
4658,383;0,00112;10;0,5;Einlass;
4659,384;0,00113;10;0,5;Einlass;
4660,385;0,00113;10;0,5;Einlass;
4661,386;0,00113;10;0,5;Einlass;
4662,387;0,00113;10;0,5;Einlass;
4663,388;0,00113;10;0,5;Einlass;
4664,389;0,00113;10;0,5;Einlass;
4665,389;0,00113;10;0,5;Einlass;
4666,391;0,00113;10;0,5;Einlass;
4667,391;0,00113;10;0,5;Einlass;
4668,392;0,00113;10;0,5;Einlass;
4669,392;0,00112;10;0,5;Einlass;
4670,393;0,00112;10;0,5;Einlass;
4671,394;0,00112;10;0,5;Einlass;
4672,395;0,00112;10;0,5;Einlass;
4673,395;0,00112;10;0,5;Einlass;
4674,395;0,00111;10;0,5;Einlass;
4675,396;0,00111;10;0,5;Einlass;
4676,397;0,0011;10;0,5;Einlass;
4677,398;0,0011;10;0,5;Einlass;
4678,398;0,00109;10;0,5;Einlass;
4679,401;0,00109;10;0,5;Einlass;
4680,402;0,00109;10;0,5;Einlass;
4681,402;0,00111;10;0,5;Einlass;
4682,402;0,0011;10;0,5;Einlass;
4683,403;0,0011;10;0,5;Einlass;
4684,404;0,0011;10;0,5;Einlass;
4685,405;0,0011;10;0,5;Einlass;
4686,406;0,00109;10;0,5;Einlass;
4687,407;0,00109;10;0,5;Einlass;
4688,409;0,00109;10;0,5;Einlass;
4689,41;0,00109;10;0,5;Einlass;
4690,41;0,00109;10;0,5;Einlass;
4691,411;0,00109;10;0,5;Einlass;
4692,412;0,00109;10;0,5;Einlass;
4693,413;0,00109;10;0,5;Einlass;
4694,414;0,00109;10;0,5;Einlass;
4695,414;0,00109;10;0,5;Einlass;
4696,415;0,00109;10;0,5;Einlass;
4697,416;0,0011;10;0,5;Einlass;
4698,418;0,00111;10;0,5;Einlass;
4699,419;0,00111;10;0,5;Einlass;
4700,42;0,0011;10;0,5;Einlass;
4701,421;0,0011;10;0,5;Einlass;
4702,422;0,0011;10;0,5;Einlass;
4703,423;0,00109;10;0,5;Einlass;
4704,424;0,00109;10;0,5;Einlass;
4705,424;0,00109;10;0,5;Einlass;
4706,426;0,00109;10;0,5;Einlass;
4707,427;0,00109;10;0,5;Einlass;
4708,428;0,00109;10;0,5;Einlass;
4709,43;0,00109;10;0,5;Einlass;
4710,431;0,00109;10;0,5;Einlass;
4711,432;0,00109;10;0,5;Einlass;
4712,434;0,00109;10;0,5;Einlass;
4713,435;0,00109;10;0,5;Einlass;
4714,435;0,00109;10;0,5;Einlass;
4715,435;0,00109;10;0,5;Einlass;
4716,437;0,00109;10;0,5;Einlass;
4717,437;0,00108;10;0,5;Einlass;
4718,437;0,00108;10;0,5;Einlass;
4719,438;0,00108;10;0,5;Einlass;
4720,439;0,00108;10;0,5;Einlass;
4721,441;0,00108;10;0,5;Einlass;
4722,442;0,00109;10;0,5;Einlass;
4723,443;0,00109;10;0,5;Einlass;
4724,444;0,00109;10;0,5;Einlass;
4725,444;0,00109;10;0,5;Einlass;
4726,445;0,00109;10;0,5;Einlass;
4727,446;0,00109;10;0,5;Einlass;
4728,447;0,00109;10;0,5;Einlass;
4729,448;0,00109;10;0,5;Einlass;
4730,449;0,00109;10;0,5;Einlass;
4731,449;0,00109;10;0,5;Einlass;
4732,451;0,00109;10;0,5;Einlass;
4733,452;0,00109;10;0,5;Einlass;
4734,453;0,00109;10;0,5;Einlass;
4735,454;0,00109;10;0,5;Einlass;
4736,455;0,00108;10;0,5;Einlass;
4737,456;0,00108;10;0,5;Einlass;
4738,457;0,00108;10;0,5;Einlass;
4739,457;0,00108;10;0,5;Einlass;
4740,458;0,00107;10;0,5;Einlass;
4741,459;0,00108;10;0,5;Einlass;
4742,46;0,00107;10;0,5;Einlass;
4743,46;0,00106;10;0,5;Einlass;
4744,461;0,00106;10;0,5;Einlass;
4745,462;0,00106;10;0,5;Einlass;
4746,463;0,00108;10;0,5;Einlass;
4747,464;0,00108;10;0,5;Einlass;
4748,466;0,00108;10;0,5;Einlass;
4749,466;0,00106;10;0,5;Einlass;
4750,467;0,00106;10;0,5;Einlass;
4751,468;0,00107;10;0,5;Einlass;
4752,468;0,00108;10;0,5;Einlass;
4753,469;0,00107;10;0,5;Einlass;
4754,47;0,00106;10;0,5;Einlass;
4755,47;0,00105;10;0,5;Einlass;
4756,471;0,00105;10;0,5;Einlass;
4757,473;0,00105;10;0,5;Einlass;
4758,473;0,00106;10;0,5;Einlass;
4759,474;0,00107;10;0,5;Einlass;
4760,475;0,00106;10;0,5;Einlass;
4761,476;0,00105;10;0,5;Einlass;
4762,477;0,00105;10;0,5;Einlass;
4763,478;0,00105;10;0,5;Einlass;
4764,479;0,00105;10;0,5;Einlass;
4765,48;0,00105;10;0,5;Einlass;
4766,481;0,00106;10;0,5;Einlass;
4767,482;0,00106;10;0,5;Einlass;
4768,483;0,00105;10;0,5;Einlass;
4769,485;0,00105;10;0,5;Einlass;
4770,486;0,00105;10;0,5;Einlass;
4771,486;0,00105;10;0,5;Einlass;
4772,486;0,00105;10;0,5;Einlass;
4773,487;0,00105;10;0,5;Einlass;
4774,488;0,00105;10;0,5;Einlass;
4775,488;0,00105;10;0,5;Einlass;
4776,489;0,00105;10;0,5;Einlass;
4777,489;0,00105;10;0,5;Einlass;
4778,49;0,00105;10;0,5;Einlass;
4779,49;0,00105;10;0,5;Einlass;
4780,49;0,00105;10;0,5;Einlass;
4781,49;0,00105;10;0,5;Einlass;
4782,492;0,00105;10;0,5;Einlass;
4783,493;0,00105;10;0,5;Einlass;
4784,493;0,00105;10;0,5;Einlass;
4785,495;0,00105;10;0,5;Einlass;
4786,495;0,00105;10;0,5;Einlass;
4787,497;0,00105;10;0,5;Einlass;
4788,498;0,00104;10;0,5;Einlass;
4789,5;0,00102;10;0,5;Einlass;
4790,501;0,00104;10;0,5;Einlass;
4791,502;0,00103;10;0,5;Einlass;
4792,504;0,00103;10;0,5;Einlass;
4793,504;0,00103;10;0,5;Einlass;
4794,505;0,00102;10;0,5;Einlass;
4795,506;0,00102;10;0,5;Einlass;
4796,507;0,00103;10;0,5;Einlass;
4797,508;0,00103;10;0,5;Einlass;
4798,509;0,00104;10;0,5;Einlass;
4799,509;0,00104;10;0,5;Einlass;
4800,511;0,00104;10;0,5;Einlass;
4801,512;0,00105;10;0,5;Einlass;
4802,512;0,00103;10;0,5;Einlass;
4803,513;0,00103;10;0,5;Einlass;
4804,515;0,00102;10;0,5;Einlass;
4805,515;0,00102;10;0,5;Einlass;
4806,515;0,00102;10;0,5;Einlass;
4807,516;0,00102;10;0,5;Einlass;
4808,516;0,00102;10;0,5;Einlass;
4809,517;0,00102;10;0,5;Einlass;
4810,519;0,00103;10;0,5;Einlass;
4811,52;0,00102;10;0,5;Einlass;
4812,52;0,00101;10;0,5;Einlass;
4813,52;0,00101;10;0,5;Einlass;
4814,521;0,00101;10;0,5;Einlass;
4815,523;0,00101;10;0,5;Einlass;
4816,524;0,00101;10;0,5;Einlass;
4817,525;0,00101;10;0,5;Einlass;
4818,526;0,00101;10;0,5;Einlass;
4819,526;0,00101;10;0,5;Einlass;
4820,526;0,00101;10;0,5;Einlass;
4821,527;0,00101;10;0,5;Einlass;
4822,528;0,00101;10;0,5;Einlass;
4823,529;0,00101;10;0,5;Einlass;
4824,53;0,00101;10;0,5;Einlass;
4825,531;0,00101;10;0,5;Einlass;
4826,532;0,00101;10;0,5;Einlass;
4827,533;0,00101;10;0,5;Einlass;
4828,534;0,00101;10;0,5;Einlass;
4829,534;0,00101;10;0,5;Einlass;
4830,535;0,00099;10;0,5;Einlass;
4831,536;0,001;10;0,5;Einlass;
4832,537;0,001;10;0,5;Einlass;
4833,537;0,001;10;0,5;Einlass;
4834,538;0,001;10;0,5;Einlass;
4835,538;0,001;10;0,5;Einlass;
4836,54;0,001;10;0,5;Einlass;
4837,54;0,001;10;0,5;Einlass;
4838,541;0,001;10;0,5;Einlass;
4839,542;0,00099;10;0,5;Einlass;
4840,543;0,00099;10;0,5;Einlass;
4841,544;0,00098;10;0,5;Einlass;
4842,545;0,00099;10;0,5;Einlass;
4843,547;0,00099;10;0,5;Einlass;
4844,548;0,00098;10;0,5;Einlass;
4845,549;0,00097;10;0,5;Einlass;
4846,549;0,00098;10;0,5;Einlass;
4847,55;0,00097;10;0,5;Einlass;
4848,551;0,00098;10;0,5;Einlass;
4849,551;0,00098;10;0,5;Einlass;
4850,552;0,00098;10;0,5;Einlass;
4851,552;0,00098;10;0,5;Einlass;
4852,553;0,00098;10;0,5;Einlass;
4853,554;0,00097;10;0,5;Einlass;
4854,555;0,00098;10;0,5;Einlass;
4855,556;0,00098;10;0,5;Einlass;
4856,557;0,00099;10;0,5;Einlass;
4857,558;0,00098;10;0,5;Einlass;
4858,559;0,00097;10;0,5;Einlass;
4859,56;0,00098;10;0,5;Einlass;
4860,562;0,00097;10;0,5;Einlass;
4861,563;0,00097;10;0,5;Einlass;
4862,565;0,00097;10;0,5;Einlass;
4863,566;0,00098;10;0,5;Einlass;
4864,566;0,00097;10;0,5;Einlass;
4865,567;0,00097;10;0,5;Einlass;
4866,568;0,00097;10;0,5;Einlass;
4867,569;0,00097;10;0,5;Einlass;
4868,57;0,00097;10;0,5;Einlass;
4869,571;0,00097;10;0,5;Einlass;
4870,571;0,00097;10;0,5;Einlass;
4871,572;0,00098;10;0,5;Einlass;
4872,573;0,00097;10;0,5;Einlass;
4873,573;0,00097;10;0,5;Einlass;
4874,574;0,00097;10;0,5;Einlass;
4875,575;0,00097;10;0,5;Einlass;
4876,576;0,00096;10;0,5;Einlass;
4877,577;0,00097;10;0,5;Einlass;
4878,578;0,00097;10;0,5;Einlass;
4879,579;0,00097;10;0,5;Einlass;
4880,579;0,00096;10;0,5;Einlass;
4881,58;0,00096;10;0,5;Einlass;
4882,581;0,00096;10;0,5;Einlass;
4883,581;0,00096;10;0,5;Einlass;
4884,582;0,00096;10;0,5;Einlass;
4885,582;0,00096;10;0,5;Einlass;
4886,589;0,00096;10;0,5;Einlass;
4887,59;0,00096;10;0,5;Einlass;
4888,591;0,00096;10;0,5;Einlass;
4889,591;0,00096;10;0,5;Einlass;
4890,592;0,00096;10;0,5;Einlass;
4891,593;0,00096;10;0,5;Einlass;
4892,593;0,00097;10;0,5;Einlass;
4893,594;0,00097;10;0,5;Einlass;
4894,594;0,00097;10;0,5;Einlass;
4895,594;0,00096;10;0,5;Einlass;
4896,594;0,00096;10;0,5;Einlass;
4897,595;0,00096;10;0,5;Einlass;
4898,596;0,00096;10;0,5;Einlass;
4899,598;0,00096;10;0,5;Einlass;
4900,599;0,00096;10;0,5;Einlass;
4901,599;0,00096;10;0,5;Einlass;
4902,599;0,00096;10;0,5;Einlass;
4903,599;0,00096;10;0,5;Einlass;
4904,6;0,00096;10;0,5;Einlass;
4905,601;0,00096;10;0,5;Einlass;
4906,602;0,00096;10;0,5;Einlass;
4907,603;0,00096;10;0,5;Einlass;
4908,603;0,00096;10;0,5;Einlass;
4909,604;0,00095;10;0,5;Einlass;
4910,605;0,00095;10;0,5;Einlass;
4911,606;0,00095;10;0,5;Einlass;
4912,607;0,00096;10;0,5;Einlass;
4913,607;0,00096;10;0,5;Einlass;
4914,608;0,00096;10;0,5;Einlass;
4915,609;0,00096;10;0,5;Einlass;
4916,61;0,00096;10;0,5;Einlass;
4917,61;0,00096;10;0,5;Einlass;
4918,611;0,00096;10;0,5;Einlass;
4919,611;0,00096;10;0,5;Einlass;
4920,611;0,00096;10;0,5;Einlass;
4921,612;0,00096;10;0,5;Einlass;
4922,613;0,00096;10;0,5;Einlass;
4923,613;0,00096;10;0,5;Einlass;
4924,615;0,00096;10;0,5;Einlass;
4925,616;0,00096;10;0,5;Einlass;
4926,617;0,00096;10;0,5;Einlass;
4927,618;0,00096;10;0,5;Einlass;
4928,619;0,00096;10;0,5;Einlass;
4929,62;0,00096;10;0,5;Einlass;
4930,62;0,00096;10;0,5;Einlass;
4931,621;0,00096;10;0,5;Einlass;
4932,622;0,00096;10;0,5;Einlass;
4933,622;0,00094;10;0,5;Einlass;
4934,623;0,00095;10;0,5;Einlass;
4935,624;0,00095;10;0,5;Einlass;
4936,624;0,00096;10;0,5;Einlass;
4937,625;0,00095;10;0,5;Einlass;
4938,626;0,00096;10;0,5;Einlass;
4939,627;0,00096;10;0,5;Einlass;
4940,628;0,00094;10;0,5;Einlass;
4941,628;0,00094;10;0,5;Einlass;
4942,628;0,00094;10;0,5;Einlass;
4943,629;0,00095;10;0,5;Einlass;
4944,63;0,00095;10;0,5;Einlass;
4945,63;0,00095;10;0,5;Einlass;
4946,631;0,00095;10;0,5;Einlass;
4947,631;0,00096;10;0,5;Einlass;
4948,633;0,00096;10;0,5;Einlass;
4949,634;0,00096;10;0,5;Einlass;
4950,634;0,00096;10;0,5;Einlass;
4951,634;0,00095;10;0,5;Einlass;
4952,634;0,00095;10;0,5;Einlass;
4953,635;0,00095;10;0,5;Einlass;
4954,635;0,00094;10;0,5;Einlass;
4955,636;0,00093;10;0,5;Einlass;
4956,637;0,00093;10;0,5;Einlass;
4957,641;0,00094;10;0,5;Einlass;
4958,642;0,00095;10;0,5;Einlass;
4959,643;0,00096;10;0,5;Einlass;
4960,644;0,00096;10;0,5;Einlass;
4961,644;0,00096;10;0,5;Einlass;
4962,645;0,00096;10;0,5;Einlass;
4963,645;0,00096;10;0,5;Einlass;
4964,647;0,00096;10;0,5;Einlass;
4965,648;0,00096;10;0,5;Einlass;
4966,649;0,00095;10;0,5;Einlass;
4967,65;0,00095;10;0,5;Einlass;
4968,651;0,00094;10;0,5;Einlass;
4969,652;0,00095;10;0,5;Einlass;
4970,652;0,00095;10;0,5;Einlass;
4971,653;0,00094;10;0,5;Einlass;
4972,654;0,00094;10;0,5;Einlass;
4973,655;0,00094;10;0,5;Einlass;
4974,657;0,00095;10;0,5;Einlass;
4975,658;0,00095;10;0,5;Einlass;
4976,658;0,00095;10;0,5;Einlass;
4977,659;0,00094;10;0,5;Einlass;
4978,66;0,00093;10;0,5;Einlass;
4979,661;0,00092;10;0,5;Einlass;
4980,662;0,00092;10;0,5;Einlass;
4981,662;0,00092;10;0,5;Einlass;
4982,663;0,00092;10;0,5;Einlass;
4983,664;0,00092;10;0,5;Einlass;
4984,665;0,00092;10;0,5;Einlass;
4985,667;0,00092;10;0,5;Einlass;
4986,668;0,00092;10;0,5;Einlass;
4987,668;0,00092;10;0,5;Einlass;
4988,67;0,00092;10;0,5;Einlass;
4989,671;0,00092;10;0,5;Einlass;
4990,672;0,00092;10;0,5;Einlass;
4991,673;0,00093;10;0,5;Einlass;
4992,674;0,00093;10;0,5;Einlass;
4993,676;0,00093;10;0,5;Einlass;
4994,676;0,00092;10;0,5;Einlass;
4995,677;0,00092;10;0,5;Einlass;
4996,677;0,00092;10;0,5;Einlass;
4997,678;0,00092;10;0,5;Einlass;
4998,678;0,00092;10;0,5;Einlass;
4999,679;0,00092;10;0,5;Einlass;
5000,679;0,00092;10;0,5;Einlass;
5001,679;0,00092;10;0,5;Einlass;
5002,68;0,00092;10;0,5;Einlass;
5003,681;0,00092;10;0,5;Einlass;
5004,681;0,00092;10;0,5;Einlass;
5005,681;0,00092;10;0,5;Einlass;
5006,682;0,00092;10;0,5;Einlass;
5007,684;0,00092;10;0,5;Einlass;
5008,685;0,00092;10;0,5;Einlass;
5009,686;0,00092;10;0,5;Einlass;
5010,688;0,00092;10;0,5;Einlass;
5011,688;0,00092;10;0,5;Einlass;
5012,69;0,00092;10;0,5;Einlass;
5013,69;0,00092;10;0,5;Einlass;
5014,69;0,00092;10;0,5;Einlass;
5015,691;0,00092;10;0,5;Einlass;
5016,692;0,00092;10;0,5;Einlass;
5017,693;0,00092;10;0,5;Einlass;
5018,694;0,00092;10;0,5;Einlass;
5019,695;0,00092;10;0,5;Einlass;
5020,697;0,00092;10;0,5;Einlass;
5021,698;0,00092;10;0,5;Einlass;
5022,698;0,00092;10;0,5;Einlass;
5023,7;0,00092;10;0,5;Einlass;
5024,701;0,00092;10;0,5;Einlass;
5025,701;0,00092;10;0,5;Einlass;
5026,703;0,00092;10;0,5;Einlass;
5027,703;0,00092;10;0,5;Einlass;
5028,705;0,00092;10;0,5;Einlass;
5029,706;0,00092;10;0,5;Einlass;
5030,706;0,00092;10;0,5;Einlass;
5031,707;0,00091;10;0,5;Einlass;
5032,708;0,00091;10;0,5;Einlass;
5033,709;0,00092;10;0,5;Einlass;
5034,709;0,00092;10;0,5;Einlass;
5035,709;0,00092;10;0,5;Einlass;
5036,71;0,00091;10;0,5;Einlass;
