Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilitaet_s;raw;resp;response
0,000;959,30000;10,00;10,00;Einlass;;b'0, 9,5930E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5930E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5930E+02,2, 1,3652E+00,5, 1,0000E+03
1,133;955,46000;10,00;10,00;Einlass;;b'0, 9,5546E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5546E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5546E+02,2, 1,3652E+00,5, 1,0000E+03
2,134;862,41000;10,00;10,00;Einlass;;b'0, 8,6241E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,6241E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,6241E+02,2, 1,3652E+00,5, 1,0000E+03
3,134;882,50000;10,00;10,00;Einlass;;b'0, 8,8250E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,8250E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,8250E+02,2, 1,3652E+00,5, 1,0000E+03
4,136;889,00000;10,00;10,00;Einlass;;b'0, 8,8900E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,8900E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,8900E+02,2, 1,3652E+00,5, 1,0000E+03
5,137;890,24000;10,00;10,00;Einlass;;b'0, 8,9024E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9024E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9024E+02,2, 1,3652E+00,5, 1,0000E+03
6,138;890,56000;10,00;10,00;Einlass;;b'0, 8,9056E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9056E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9056E+02,2, 1,3652E+00,5, 1,0000E+03
7,139;890,80000;10,00;10,00;Einlass;;b'0, 8,9080E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9080E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9080E+02,2, 1,3652E+00,5, 1,0000E+03
8,140;890,96000;10,00;10,00;Einlass;;b'0, 8,9096E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9096E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9096E+02,2, 1,3652E+00,5, 1,0000E+03
9,140;891,11000;10,00;10,00;Einlass;;b'0, 8,9111E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9111E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9111E+02,2, 1,3652E+00,5, 1,0000E+03
10,141;891,24000;10,00;10,00;Einlass;;b'0, 8,9124E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9124E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9124E+02,2, 1,3652E+00,5, 1,0000E+03
11,142;891,34000;10,00;10,00;Einlass;;b'0, 8,9134E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9134E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9134E+02,2, 1,3652E+00,5, 1,0000E+03
12,144;891,45000;10,00;10,00;Einlass;;b'0, 8,9145E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9145E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9145E+02,2, 1,3652E+00,5, 1,0000E+03
13,145;891,55000;10,00;10,00;Einlass;;b'0, 8,9155E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9155E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9155E+02,2, 1,3652E+00,5, 1,0000E+03
14,146;891,64000;10,00;10,00;Einlass;;b'0, 8,9164E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9164E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9164E+02,2, 1,3652E+00,5, 1,0000E+03
15,147;891,72000;10,00;10,00;Einlass;;b'0, 8,9172E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9172E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9172E+02,2, 1,3652E+00,5, 1,0000E+03
16,149;891,77000;10,00;10,00;Einlass;;b'0, 8,9177E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9177E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9177E+02,2, 1,3652E+00,5, 1,0000E+03
17,149;891,82000;10,00;10,00;Einlass;;b'0, 8,9182E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9182E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9182E+02,2, 1,3652E+00,5, 1,0000E+03
18,150;891,86000;10,00;10,00;Einlass;;b'0, 8,9186E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9186E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9186E+02,2, 1,3652E+00,5, 1,0000E+03
19,151;891,93000;10,00;10,00;Einlass;;b'0, 8,9193E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9193E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9193E+02,2, 1,3652E+00,5, 1,0000E+03
20,152;891,99000;10,00;10,00;Einlass;;b'0, 8,9199E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9199E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9199E+02,2, 1,3652E+00,5, 1,0000E+03
21,152;892,02000;10,00;10,00;Einlass;;b'0, 8,9202E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9202E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9202E+02,2, 1,3652E+00,5, 1,0000E+03
22,154;892,04000;10,00;10,00;Einlass;;b'0, 8,9204E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9204E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9204E+02,2, 1,3652E+00,5, 1,0000E+03
23,155;892,08000;10,00;10,00;Einlass;;b'0, 8,9208E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9208E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9208E+02,2, 1,3652E+00,5, 1,0000E+03
24,155;892,13000;10,00;10,00;Einlass;;b'0, 8,9213E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9213E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9213E+02,2, 1,3652E+00,5, 1,0000E+03
25,156;892,16000;10,00;10,00;Einlass;;b'0, 8,9216E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9216E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9216E+02,2, 1,3652E+00,5, 1,0000E+03
26,157;892,21000;10,00;10,00;Einlass;;b'0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03
27,158;892,22000;10,00;10,00;Einlass;;b'0, 8,9222E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9222E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9222E+02,2, 1,3652E+00,5, 1,0000E+03
28,159;892,21000;10,00;10,00;Einlass;;b'0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03
29,161;892,21000;10,00;10,00;Einlass;;b'0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9221E+02,2, 1,3652E+00,5, 1,0000E+03
30,161;892,23000;10,00;10,00;Einlass;;b'0, 8,9223E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9223E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9223E+02,2, 1,3652E+00,5, 1,0000E+03
31,162;892,31000;10,00;10,00;Einlass;;b'0, 8,9231E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9231E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9231E+02,2, 1,3652E+00,5, 1,0000E+03
32,164;892,38000;10,00;10,00;Einlass;;b'0, 8,9238E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9238E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9238E+02,2, 1,3652E+00,5, 1,0000E+03
33,164;892,43000;10,00;10,00;Einlass;;b'0, 8,9243E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9243E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9243E+02,2, 1,3652E+00,5, 1,0000E+03
34,165;892,46000;10,00;10,00;Einlass;;b'0, 8,9246E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9246E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9246E+02,2, 1,3652E+00,5, 1,0000E+03
35,167;892,49000;10,00;10,00;Einlass;;b'0, 8,9249E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9249E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9249E+02,2, 1,3652E+00,5, 1,0000E+03
36,168;892,55000;10,00;10,00;Einlass;;b'0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03
37,168;892,55000;10,00;10,00;Einlass;;b'0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03
38,169;892,55000;10,00;10,00;Einlass;;b'0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9255E+02,2, 1,3652E+00,5, 1,0000E+03
39,170;892,56000;10,00;10,00;Einlass;;b'0, 8,9256E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9256E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9256E+02,2, 1,3652E+00,5, 1,0000E+03
40,171;892,58000;10,00;10,00;Einlass;;b'0, 8,9258E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9258E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9258E+02,2, 1,3652E+00,5, 1,0000E+03
41,171;892,59000;10,00;10,00;Einlass;;b'0, 8,9259E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9259E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9259E+02,2, 1,3652E+00,5, 1,0000E+03
42,172;892,63000;10,00;10,00;Einlass;;b'0, 8,9263E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9263E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9263E+02,2, 1,3652E+00,5, 1,0000E+03
43,174;892,64000;10,00;10,00;Einlass;;b'0, 8,9264E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9264E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9264E+02,2, 1,3652E+00,5, 1,0000E+03
44,174;892,66000;10,00;10,00;Einlass;;b'0, 8,9266E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9266E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9266E+02,2, 1,3652E+00,5, 1,0000E+03
45,174;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
46,175;892,69000;10,00;10,00;Einlass;;b'0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
47,175;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
48,176;892,69000;10,00;10,00;Einlass;;b'0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
49,178;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
50,179;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
51,180;892,69000;10,00;10,00;Einlass;;b'0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
52,181;892,69000;10,00;10,00;Einlass;;b'0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
53,181;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
54,182;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
55,183;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
56,183;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
57,185;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
58,185;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
59,185;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
60,186;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
61,187;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
62,189;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
63,190;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
64,191;892,69000;10,00;10,00;Einlass;;b'0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9269E+02,2, 1,3652E+00,5, 1,0000E+03
65,192;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
66,193;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
67,194;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
68,195;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
69,197;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
70,197;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
71,197;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
72,198;892,68000;10,00;10,00;Einlass;;b'0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9268E+02,2, 1,3652E+00,5, 1,0000E+03
73,199;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
74,200;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
75,201;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
76,202;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
77,203;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
78,205;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
79,206;892,72000;10,00;10,00;Einlass;;b'0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9272E+02,2, 1,3652E+00,5, 1,0000E+03
80,207;892,73000;10,00;10,00;Einlass;;b'0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9273E+02,2, 1,3652E+00,5, 1,0000E+03
81,207;892,74000;10,00;10,00;Einlass;;b'0, 8,9274E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9274E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9274E+02,2, 1,3652E+00,5, 1,0000E+03
82,209;892,76000;10,00;10,00;Einlass;;b'0, 8,9276E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9276E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9276E+02,2, 1,3652E+00,5, 1,0000E+03
83,210;892,77000;10,00;10,00;Einlass;;b'0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
84,211;892,77000;10,00;10,00;Einlass;;b'0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
85,213;892,77000;10,00;10,00;Einlass;;b'0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
86,213;892,77000;10,00;10,00;Einlass;;b'0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
87,215;892,77000;10,00;10,00;Einlass;;b'0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
88,215;892,76000;10,00;10,00;Einlass;;b'0, 8,9276E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9276E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9276E+02,2, 1,3652E+00,5, 1,0000E+03
89,216;892,77000;10,00;10,00;Einlass;;b'0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9277E+02,2, 1,3652E+00,5, 1,0000E+03
90,216;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
91,217;892,80000;10,00;10,00;Einlass;;b'0, 8,9280E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9280E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9280E+02,2, 1,3652E+00,5, 1,0000E+03
92,218;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
93,219;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
94,220;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
95,221;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
96,222;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
97,222;892,81000;10,00;10,00;Einlass;;b'0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9281E+02,2, 1,3652E+00,5, 1,0000E+03
98,224;892,83000;10,00;10,00;Einlass;;b'0, 8,9283E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9283E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9283E+02,2, 1,3652E+00,5, 1,0000E+03
99,225;892,85000;10,00;10,00;Einlass;;b'0, 8,9285E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9285E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9285E+02,2, 1,3652E+00,5, 1,0000E+03
100,226;892,89000;10,00;10,00;Einlass;;b'0, 8,9289E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9289E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9289E+02,2, 1,3652E+00,5, 1,0000E+03
101,227;892,90000;10,00;10,00;Einlass;;b'0, 8,9290E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9290E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9290E+02,2, 1,3652E+00,5, 1,0000E+03
102,228;892,93000;10,00;10,00;Einlass;;b'0, 8,9293E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9293E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9293E+02,2, 1,3652E+00,5, 1,0000E+03
103,228;892,94000;10,00;10,00;Einlass;;b'0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
104,229;892,94000;10,00;10,00;Einlass;;b'0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
105,230;892,94000;10,00;10,00;Einlass;;b'0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
106,232;892,94000;10,00;10,00;Einlass;;b'0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 8,9294E+02,2, 1,3652E+00,5, 1,0000E+03
