Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;raw;resp;response
50,971;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
51,972;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
52,973;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
53,974;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
54,975;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
55,976;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
56,977;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
57,978;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
58,978;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
59,979;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
60,980;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
61,981;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
62,981;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
63,983;960,06000;0,00;8,50;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
64,984;960,06000;0,00;8,50;64,030;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
65,984;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
67,148;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
68,149;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
69,149;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
70,151;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
71,152;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
72,154;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
73,154;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
74,155;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
75,156;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
76,157;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
77,157;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
78,157;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
79,159;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
80,160;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
81,160;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
82,161;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
83,161;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
84,161;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
85,162;960,07000;0,00;8,00;;b'0, 9,6007E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6007E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6007E+02,2, 1,3652E+00,5, 1,0000E+03
86,162;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
87,164;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
88,165;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
89,166;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
90,167;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
91,168;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
92,170;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
93,171;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
94,172;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
95,172;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
96,173;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
97,174;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
98,175;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
99,176;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
100,176;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
101,177;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
102,178;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
103,178;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
104,180;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
105,180;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
106,181;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
107,182;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
108,182;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
109,184;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
110,184;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
111,185;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
112,185;960,06000;0,00;8,00;;b'0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,6006E+02,2, 1,3652E+00,5, 1,0000E+03
