Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;947,59000;10,0;0.0;;0, 9,4759E+02,2, 1,3652E+00,5, 1,0000E+03
1,002;947,58000;10,0;0.0;;0, 9,4758E+02,2, 1,3652E+00,5, 1,0000E+03
2,012;947,57000;10,0;0.0;;0, 9,4757E+02,2, 1,3652E+00,5, 1,0000E+03
3,015;947,25000;10,0;0.0;;0, 9,4725E+02,2, 1,3652E+00,5, 1,0000E+03
4,015;795,41000;10,0;0.0;;0, 7,9541E+02,2, 1,3652E+00,5, 1,0000E+03
5,020;591,59000;10,0;0.0;;0, 5,9159E+02,2, 1,3652E+00,5, 1,0000E+03
6,023;469,44000;10,0;0.0;;0, 4,6944E+02,2, 1,3652E+00,5, 1,0000E+03
7,028;377,14000;10,0;0.0;;0, 3,7714E+02,2, 1,3652E+00,5, 1,0000E+03
8,038;305,39000;10,0;0.0;;0, 3,0539E+02,2, 1,3652E+00,5, 1,0000E+03
9,047;249,21000;10,0;0.0;;0, 2,4921E+02,2, 1,3652E+00,5, 1,0000E+03
10,049;205,00000;10,0;0.0;;0, 2,0500E+02,2, 1,3652E+00,5, 1,0000E+03
11,057;170,14000;8,79;5,56;;0, 1,7014E+02,2, 1,3652E+00,5, 1,0000E+03
12,059;142,04000;9,86;5,58;;0, 1,4204E+02,2, 1,3652E+00,5, 1,0000E+03
13,059;119,48000;10,00;5,59;;0, 1,1948E+02,2, 1,3652E+00,5, 1,0000E+03
14,062;101,47000;10,00;5,60;;0, 1,0147E+02,2, 1,3652E+00,5, 1,0000E+03
15,072;87,06300;10,00;5,60;;0, 8,7063E+01,2, 1,3652E+00,5, 1,0000E+03
16,072;75,36200;10,00;5,61;;0, 7,5362E+01,2, 1,3652E+00,5, 1,0000E+03
17,081;65,69300;10,00;5,61;;0, 6,5693E+01,2, 1,3652E+00,5, 1,0000E+03
18,090;57,98200;10,00;5,62;;0, 5,7982E+01,2, 1,3652E+00,5, 1,0000E+03
19,100;51,97000;10,00;5,62;;0, 5,1970E+01,2, 1,3652E+00,5, 1,0000E+03
20,107;46,94700;10,00;5,62;;0, 4,6947E+01,2, 1,3652E+00,5, 1,0000E+03
21,115;42,90700;10,00;5,62;;0, 4,2907E+01,2, 1,3652E+00,5, 1,0000E+03
22,123;39,93000;10,00;5,63;;0, 3,9930E+01,2, 1,3652E+00,5, 1,0000E+03
23,124;37,41100;10,00;5,63;;0, 3,7411E+01,2, 1,3652E+00,5, 1,0000E+03
24,131;35,86000;10,00;5,63;;0, 3,5860E+01,2, 1,3652E+00,5, 1,0000E+03
25,133;34,27700;10,00;5,63;;0, 3,4277E+01,2, 1,3652E+00,5, 1,0000E+03
26,137;32,75300;10,00;5,63;;0, 3,2753E+01,2, 1,3652E+00,5, 1,0000E+03
27,144;31,48500;10,00;5,63;;0, 3,1485E+01,2, 1,3652E+00,5, 1,0000E+03
28,146;30,44000;10,00;5,63;;0, 3,0440E+01,2, 1,3652E+00,5, 1,0000E+03
29,149;29,55500;10,00;5,63;;0, 2,9555E+01,2, 1,3652E+00,5, 1,0000E+03
30,149;28,84300;10,00;5,63;;0, 2,8843E+01,2, 1,3652E+00,5, 1,0000E+03
31,150;28,29300;10,00;5,63;;0, 2,8293E+01,2, 1,3652E+00,5, 1,0000E+03
32,153;27,83400;10,00;5,63;;0, 2,7834E+01,2, 1,3652E+00,5, 1,0000E+03
33,162;27,57300;10,00;5,63;;0, 2,7573E+01,2, 1,3652E+00,5, 1,0000E+03
34,172;27,39500;10,00;5,63;;0, 2,7395E+01,2, 1,3652E+00,5, 1,0000E+03
35,182;27,29400;10,00;5,63;;0, 2,7294E+01,2, 1,3652E+00,5, 1,0000E+03
36,183;27,21900;10,00;5,63;;0, 2,7219E+01,2, 1,3652E+00,5, 1,0000E+03
37,192;27,14900;10,00;5,63;;0, 2,7149E+01,2, 1,3652E+00,5, 1,0000E+03
38,194;27,08900;10,00;5,63;;0, 2,7089E+01,2, 1,3652E+00,5, 1,0000E+03
39,203;27,01000;10,00;5,63;;0, 2,7010E+01,2, 1,3652E+00,5, 1,0000E+03
40,204;26,95600;10,00;5,63;;0, 2,6956E+01,2, 1,3652E+00,5, 1,0000E+03
41,212;26,90900;10,00;5,63;;0, 2,6909E+01,2, 1,3652E+00,5, 1,0000E+03
42,219;26,88700;10,00;5,63;;0, 2,6887E+01,2, 1,3652E+00,5, 1,0000E+03
43,227;26,83100;10,00;5,63;;0, 2,6831E+01,2, 1,3652E+00,5, 1,0000E+03
44,237;26,82500;10,00;5,63;;0, 2,6825E+01,2, 1,3652E+00,5, 1,0000E+03
45,243;26,79400;10,00;5,63;;0, 2,6794E+01,2, 1,3652E+00,5, 1,0000E+03
46,252;26,78000;10,00;5,63;;0, 2,6780E+01,2, 1,3652E+00,5, 1,0000E+03
47,255;26,74800;10,00;5,63;;0, 2,6748E+01,2, 1,3652E+00,5, 1,0000E+03
48,264;26,77800;10,00;5,63;;0, 2,6778E+01,2, 1,3652E+00,5, 1,0000E+03
49,274;26,77800;10,00;5,63;;0, 2,6778E+01,2, 1,3652E+00,5, 1,0000E+03
50,278;26,75800;10,00;5,63;;0, 2,6758E+01,2, 1,3652E+00,5, 1,0000E+03
51,288;26,73800;10,00;5,63;;0, 2,6738E+01,2, 1,3652E+00,5, 1,0000E+03
52,298;26,74400;10,00;5,63;;0, 2,6744E+01,2, 1,3652E+00,5, 1,0000E+03
53,307;26,76800;10,00;5,63;;0, 2,6768E+01,2, 1,3652E+00,5, 1,0000E+03
54,308;26,78000;10,00;5,63;;0, 2,6780E+01,2, 1,3652E+00,5, 1,0000E+03
55,316;26,73900;10,00;5,63;;0, 2,6739E+01,2, 1,3652E+00,5, 1,0000E+03
56,316;26,74300;10,00;5,63;;0, 2,6743E+01,2, 1,3652E+00,5, 1,0000E+03
