Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;raw;resp;response
10,126;955,15000;0,00;10,00;;b'0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03
11,127;955,15000;0,00;10,00;;b'0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03
12,128;955,14000;0,00;10,00;;b'0, 9,5514E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5514E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5514E+02,2, 1,3652E+00,5, 1,0000E+03
13,129;955,14000;0,00;10,00;;b'0, 9,5514E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5514E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5514E+02,2, 1,3652E+00,5, 1,0000E+03
14,129;955,15000;0,00;10,00;;b'0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5515E+02,2, 1,3652E+00,5, 1,0000E+03
15,130;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
16,131;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
17,131;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
18,133;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
19,133;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
20,134;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
21,134;955,18000;0,00;10,00;;b'0, 9,5518E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5518E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5518E+02,2, 1,3652E+00,5, 1,0000E+03
22,134;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
23,134;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
24,135;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
25,136;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
26,137;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
27,137;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
28,138;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
29,138;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
30,138;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
31,138;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
32,140;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
33,142;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
34,143;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
35,144;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
36,146;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
37,146;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
38,147;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
39,149;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
40,149;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
41,150;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
42,150;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
43,151;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
44,152;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
45,153;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
46,154;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
47,154;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
48,155;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
49,156;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
50,157;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
51,158;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
52,159;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
53,160;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
54,161;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
55,162;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
56,163;955,21000;0,00;10,00;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
57,163;955,21000;0,00;10,00;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
58,164;955,20000;0,00;10,00;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
59,165;955,19000;0,00;10,00;;b'0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5519E+02,2, 1,3652E+00,5, 1,0000E+03
60,166;955,20000;0,00;10,00;60,166;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
61,167;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
62,367;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
63,368;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
64,369;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
65,369;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
66,370;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
67,370;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
68,371;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
69,373;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
70,374;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
71,375;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
72,376;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
73,376;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
74,378;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
75,379;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
76,380;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
77,381;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
78,382;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
79,383;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
80,384;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
81,385;955,22000;0,00;9,50;;b'0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
82,386;955,24000;0,00;9,50;;b'0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03
83,386;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
84,387;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
85,388;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
86,389;955,24000;0,00;9,50;;b'0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03
87,389;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
88,390;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
89,391;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
90,391;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
91,391;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
92,393;955,22000;0,00;9,50;;b'0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
93,393;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
94,394;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
95,395;955,22000;0,00;9,50;;b'0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
96,397;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
97,400;955,22000;0,00;9,50;;b'0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
98,401;955,24000;0,00;9,50;;b'0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5524E+02,2, 1,3652E+00,5, 1,0000E+03
99,402;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
100,403;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
101,404;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
102,405;955,23000;0,00;9,50;;b'0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5523E+02,2, 1,3652E+00,5, 1,0000E+03
103,406;955,22000;0,00;9,50;;b'0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
104,406;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
105,407;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
106,408;955,25000;0,00;9,50;;b'0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5525E+02,2, 1,3652E+00,5, 1,0000E+03
107,409;955,22000;0,00;9,50;;b'0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5522E+02,2, 1,3652E+00,5, 1,0000E+03
108,410;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
109,410;955,20000;0,00;9,50;;b'0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5520E+02,2, 1,3652E+00,5, 1,0000E+03
110,411;955,21000;0,00;9,50;;b'0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03\r\n';"0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
";0, 9,5521E+02,2, 1,3652E+00,5, 1,0000E+03
