Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
141,706;0,20190;10,00;4,48;-0,48804;
142,712;0,19197;10,00;4,52;-0,45301;
143,712;0,18297;10,00;4,55;-0,41966;
144,715;0,17489;10,00;4,58;-0,38828;
145,724;0,16758;10,00;4,61;-0,35863;
146,735;0,16089;10,00;4,64;-0,33033;
147,738;0,15473;10,00;4,67;-0,30321;
148,745;0,14912;10,00;4,69;-0,27756;
149,747;0,14409;10,00;4,72;-0,25372;
150,755;0,13982;10,00;4,74;-0,23283;
151,756;0,13617;10,00;4,76;-0,21445;
152,759;0,13337;10,00;4,77;-0,20002;
153,765;0,13185;10,00;4,78;-0,19206;
154,772;0,13211;10,00;4,78;-0,19343;
155,782;0,13682;10,00;4,75;-0,21776;
156,784;0,14718;10,00;4,70;-0,26846;
157,790;0,16430;10,00;4,63;-0,34490;
158,795;0,18917;10,00;4,53;-0,44280;
159,798;0,22306;10,00;4,41;-0,55727;
160,801;0,26627;10,00;4,29;-0,68027;
161,809;0,31800;10,00;4,17;-0,80360;
162,814;0,37742;10,00;4,05;-0,92259;
163,816;0,44623;10,00;3,93;-1,03892;
164,825;0,52640;10,00;3,82;-1,15369;
165,826;0,61608;10,00;3,71;-1,26297;
166,831;0,71510;10,00;3,60;-1,36650;
167,834;0,82397;10,00;3,51;-1,46493;
168,838;1,00300;10,00;3,37;-1,60151;
169,847;1,12270;10,00;3,29;-1,67982;
170,855;1,29220;10,00;3,19;-1,77749;
171,863;1,42050;10,00;3,13;-1,84325;
172,866;1,58360;10,00;3,05;-1,91874;
173,871;1,75510;10,00;2,98;-1,99017;
174,872;1,88640;10,00;2,93;-2,04028;
175,872;2,10710;10,00;2,85;-2,11714;
176,872;2,31110;10,00;2,79;-2,18133;
177,876;2,38890;10,00;2,77;-2,20433;
178,880;2,39840;10,00;2,76;-2,20708;
179,884;2,40050;10,00;2,76;-2,20769;
180,893;2,20430;10,00;2,82;-2,14846;
181,893;1,97720;10,00;2,90;-2,07294;
182,903;1,77070;10,00;2,97;-1,99632;
183,907;1,58720;10,00;3,05;-1,92032;
184,914;1,42140;10,00;3,13;-1,84369;
185,915;1,28770;10,00;3,19;-1,77507;
186,921;1,14630;10,00;3,28;-1,69427;
187,925;1,04930;10,00;3,34;-1,63285;
188,928;0,96323;10,00;3,40;-1,57340;
189,930;0,87855;10,00;3,46;-1,50949;
190,930;0,80408;10,00;3,52;-1,44796;
191,935;0,75328;10,00;3,57;-1,40263;
192,942;0,73679;10,00;3,58;-1,38725;
193,945;0,69872;10,00;3,62;-1,35040;
194,949;0,65870;10,00;3,66;-1,30943;
195,953;0,59366;10,00;3,73;-1,23722;
196,956;0,47179;10,00;3,89;-1,07761;
197,957;0,43405;10,00;3,95;-1,01970;
198,960;0,40021;10,00;4,01;-0,96332;
199,961;0,36992;10,00;4,06;-0,90865;
200,961;0,34272;10,00;4,11;-0,85560;
201,971;0,31826;10,00;4,17;-0,80416;
202,972;0,29622;10,00;4,22;-0,75431;
203,976;0,27635;10,00;4,26;-0,70608;
204,984;0,25847;10,00;4,31;-0,65962;
205,985;0,24248;10,00;4,35;-0,61526;
206,989;0,22797;10,00;4,40;-0,57240;
207,990;0,21480;10,00;4,44;-0,53106;
208,992;0,20282;10,00;4,48;-0,49120;
210,001;0,19193;10,00;4,52;-0,45287;
211,009;0,18205;10,00;4,55;-0,41616;
212,015;0,17309;10,00;4,59;-0,38110;
213,023;0,16503;10,00;4,62;-0,34798;
214,025;0,15772;10,00;4,65;-0,31651;
215,029;0,15100;10,00;4,68;-0,28626;
216,037;0,14486;10,00;4,71;-0,25743;
217,041;0,13922;10,00;4,74;-0,22984;
218,049;0,13405;10,00;4,77;-0,20355;
219,053;0,12976;10,00;4,79;-0,18096;
220,063;0,12683;10,00;4,80;-0,16510;
221,069;0,12501;10,00;4,81;-0,15506;
222,078;0,12449;10,00;4,82;-0,15216;
223,078;0,12576;10,00;4,81;-0,15921;
224,080;0,13181;10,00;4,78;-0,19185;
225,083;0,14313;10,00;4,72;-0,24908;
226,084;0,16009;10,00;4,64;-0,32687;
227,089;0,18415;10,00;4,55;-0,42412;
228,094;0,21692;10,00;4,43;-0,53789;
229,099;0,25878;10,00;4,31;-0,66045;
230,105;0,30883;10,00;4,19;-0,78327;
231,108;0,36710;10,00;4,07;-0,90333;
232,108;0,43434;10,00;3,95;-1,02016;
233,113;0,51316;10,00;3,83;-1,13600;
234,118;0,60329;10,00;3,72;-1,24839;
235,122;0,70479;10,00;3,61;-1,35641;
236,125;0,81951;10,00;3,51;-1,46116;
237,129;1,00030;10,00;3,37;-1,59963;
238,138;1,15040;10,00;3,27;-1,69675;
239,145;1,31010;10,00;3,18;-1,78705;
240,150;1,48390;10,00;3,10;-1,87358;
241,155;1,65490;10,00;3,02;-1,94934;
242,160;1,83810;10,00;2,95;-2,02227;
243,167;2,07580;10,00;2,86;-2,10674;
244,171;2,29930;10,00;2,79;-2,17777;
245,177;2,41640;10,00;2,76;-2,21228;
246,184;2,53730;10,00;2,72;-2,24619;
247,188;2,67000;10,00;2,69;-2,28160;
248,192;2,69940;10,00;2,68;-2,28921;
249,193;2,61850;10,00;2,70;-2,26807;
250,193;2,50110;10,00;2,73;-2,23621;
251,203;2,26700;10,00;2,80;-2,16795;
252,208;1,99410;10,00;2,89;-2,07885;
253,213;1,77300;10,00;2,97;-1,99722;
254,216;1,59080;10,00;3,05;-1,92190;
255,218;1,41810;10,00;3,13;-1,84207;
256,227;1,29040;10,00;3,19;-1,77652;
257,228;1,15160;10,00;3,27;-1,69747;
258,229;1,03380;10,00;3,35;-1,62252;
259,238;0,96245;10,00;3,40;-1,57284;
260,244;0,87875;10,00;3,46;-1,50964;
261,255;0,82350;10,00;3,51;-1,46454;
262,261;0,75538;10,00;3,57;-1,40456;
263,269;0,73577;10,00;3,58;-1,38629;
264,272;0,70172;10,00;3,62;-1,35338;
265,281;0,66337;10,00;3,66;-1,31434;
266,282;0,61361;10,00;3,71;-1,26018;
267,283;0,47262;10,00;3,89;-1,07883;
268,293;0,43451;10,00;3,95;-1,02043;
269,298;0,40029;10,00;4,01;-0,96345;
270,303;0,36961;10,00;4,06;-0,90806;
271,308;0,34204;10,00;4,12;-0,85422;
272,316;0,31720;10,00;4,17;-0,80185;
273,320;0,29482;10,00;4,22;-0,75102;
274,322;0,27462;10,00;4,27;-0,70172;
275,334;0,25643;10,00;4,32;-0,65412;
276,339;0,24013;10,00;4,36;-0,60850;
277,342;0,22535;10,00;4,41;-0,56437;
278,351;0,21191;10,00;4,45;-0,52166;
279,353;0,19970;10,00;4,49;-0,48043;
280,355;0,18862;10,00;4,53;-0,44078;
281,361;0,17854;10,00;4,57;-0,40263;
282,368;0,16938;10,00;4,60;-0,36605;
283,368;0,16111;10,00;4,64;-0,33128;
284,371;0,15366;10,00;4,67;-0,29839;
285,375;0,14681;10,00;4,70;-0,26671;
286,384;0,14053;10,00;4,73;-0,23635;
287,392;0,13475;10,00;4,76;-0,20717;
288,396;0,12948;10,00;4,79;-0,17946;
289,402;0,12470;10,00;4,82;-0,15333;
290,406;0,12061;10,00;4,84;-0,13017;
291,416;0,11789;10,00;4,86;-0,11432;
292,422;0,11635;10,00;4,86;-0,10519;
293,430;0,11609;10,00;4,87;-0,10363;
294,431;0,11747;10,00;4,86;-0,11184;
295,437;0,12317;10,00;4,83;-0,14476;
296,437;0,13361;10,00;4,77;-0,20127;
297,447;0,14957;10,00;4,69;-0,27965;
298,456;0,17353;10,00;4,59;-0,38286;
299,461;0,20643;10,00;4,47;-0,50346;
