Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
102,589;81,10300;10,00;6,12;0,00461;
103,598;81,19500;10,00;6,15;0,02547;
104,607;81,25700;10,00;6,17;0,04651;
105,611;81,33100;10,00;6,19;0,06746;
106,619;81,37800;10,00;6,21;0,08857;
107,626;81,43600;10,00;6,23;0,10961;
108,634;81,56900;10,00;6,25;0,13020;
109,634;81,72700;10,00;6,27;0,15024;
110,642;82,10900;10,00;6,29;0,16725;
111,651;82,74500;10,00;6,30;0,18160;
112,655;83,61900;10,00;6,31;0,19347;
113,662;84,77800;10,00;6,32;0,20263;
114,670;86,20800;10,00;6,33;0,20922;
115,677;87,90900;10,00;6,33;0,21330;
116,683;89,85500;10,00;6,34;0,21506;
117,690;91,98100;10,00;6,34;0,21492;
118,698;94,26500;10,00;6,33;0,21303;
119,703;96,61900;10,00;6,33;0,20987;
120,704;99,05100;10,00;6,33;0,20542;
121,707;101,48000;10,00;6,32;0,20009;
122,714;103,96000;10,00;6,31;0,19364;
123,720;106,45000;10,00;6,31;0,18627;
124,727;108,89000;10,00;6,30;0,17824;
125,735;111,18000;10,00;6,29;0,16996;
126,741;113,16000;10,00;6,28;0,16212;
127,750;114,93000;10,00;6,27;0,15423;
128,760;116,51000;10,00;6,27;0,14624;
129,764;117,94000;10,00;6,26;0,13798;
130,772;119,16000;10,00;6,25;0,12973;
131,778;120,27000;10,00;6,24;0,12118;
132,785;121,14000;10,00;6,23;0,11287;
133,793;121,85000;10,00;6,22;0,10455;
134,803;122,44000;10,00;6,22;0,09620;
135,809;122,81000;10,00;6,21;0,08829;
136,818;122,95000;10,00;6,20;0,08102;
137,824;122,97000;10,00;6,19;0,07403;
138,833;122,97000;10,00;6,19;0,06703;
139,840;122,74000;10,00;6,18;0,06090;
140,844;122,42000;10,00;6,18;0,05522;
141,852;121,95000;10,00;6,17;0,05031;
142,861;121,28000;10,00;6,17;0,04644;
143,862;120,54000;10,00;6,16;0,04318;
144,868;119,60000;10,00;6,16;0,04107;
145,871;118,73000;10,00;6,16;0,03909;
146,880;117,80000;10,00;6,16;0,03772;
147,886;116,80000;10,00;6,16;0,03703;
148,892;115,79000;10,00;6,16;0,03675;
149,892;114,86000;10,00;6,16;0,03651;
150,901;113,99000;10,00;6,16;0,03633;
151,907;113,00000;10,00;6,16;0,03693;
152,908;112,05000;10,00;6,16;0,03762;
153,919;111,10000;10,00;6,16;0,03853;
154,920;110,22000;10,00;6,16;0,03933;
155,928;109,26000;10,00;6,16;0,04062;
156,936;108,38000;10,00;6,16;0,04169;
157,938;107,52000;10,00;6,16;0,04278;
158,940;106,80000;10,00;6,16;0,04332;
159,941;106,07000;10,00;6,16;0,04395;
161,975;105,50000;10,00;6,16;0,04390;
162,976;105,02000;10,00;6,16;0,04346;
163,979;104,57000;10,00;6,16;0,04286;
164,982;104,15000;10,00;6,16;0,04210;
165,988;103,79000;10,00;6,16;0,04106;
166,993;103,44000;10,00;6,16;0,03996;
167,995;103,11000;10,00;6,16;0,03875;
169,003;102,81000;10,00;6,16;0,03740;
170,007;102,56000;10,00;6,16;0,03581;
171,015;102,35000;10,00;6,15;0,03403;
172,019;102,17000;10,00;6,15;0,03210;
173,029;102,04000;10,00;6,15;0,02994;
174,029;101,91000;10,00;6,15;0,02779;
175,030;101,78000;10,00;6,15;0,02565;
176,040;101,67000;10,00;6,14;0,02344;
177,042;101,59000;10,00;6,14;0,02113;
178,052;101,50000;10,00;6,14;0,01889;
179,061;101,42000;10,00;6,14;0,01664;
180,071;101,37000;10,00;6,13;0,01429;
181,073;101,30000;10,00;6,13;0,01208;
182,074;101,26000;10,00;6,13;0,00977;
183,083;101,22000;10,00;6,13;0,00750;
184,092;101,18000;10,00;6,13;0,00528;
185,101;101,12000;10,00;6,12;0,00320;
186,106;100,98000;10,00;6,12;0,00154;
187,112;100,77000;10,00;6,12;0,00025;
188,115;100,56000;10,00;6,12;-0,00098;
189,124;100,38000;10,00;6,12;-0,00232;
190,127;100,20000;10,00;6,12;-0,00361;
191,128;99,95400;10,00;6,12;-0,00455;
192,129;99,59800;10,00;6,12;-0,00491;
193,133;99,23800;10,00;6,11;-0,00518;
194,140;98,89400;10,00;6,11;-0,00546;
195,146;98,62100;10,00;6,11;-0,00601;
196,152;98,34000;10,00;6,11;-0,00648;
197,159;98,09400;10,00;6,11;-0,00707;
198,166;97,90200;10,00;6,11;-0,00789;
199,175;97,71400;10,00;6,11;-0,00868;
200,184;97,51400;10,00;6,11;-0,00938;
201,192;97,39100;10,00;6,11;-0,01041;
202,198;97,25500;10,00;6,11;-0,01136;
203,203;96,99600;10,00;6,11;-0,01169;
204,206;96,62900;10,00;6,11;-0,01146;
205,212;96,21700;10,00;6,11;-0,01095;
206,213;95,85900;10,00;6,11;-0,01066;
207,223;95,51200;10,00;6,11;-0,01038;
208,230;95,21000;10,00;6,11;-0,01028;
209,236;94,95700;10,00;6,11;-0,01038;
210,242;94,77000;10,00;6,11;-0,01077;
211,249;94,56300;10,00;6,11;-0,01103;
212,253;94,35200;10,00;6,11;-0,01120;
213,260;94,21100;10,00;6,11;-0,01163;
214,269;94,06600;10,00;6,11;-0,01194;
215,272;93,92800;10,00;6,11;-0,01215;
216,273;93,83100;10,00;6,11;-0,01241;
217,283;93,74100;10,00;6,11;-0,01252;
218,286;93,63100;10,00;6,11;-0,01234;
219,292;93,54300;10,00;6,11;-0,01205;
220,294;93,49500;10,00;6,11;-0,01174;
221,295;93,44700;10,00;6,11;-0,01121;
222,304;93,40900;10,00;6,11;-0,01052;
223,315;93,37000;10,00;6,11;-0,00960;
224,322;93,35900;10,00;6,11;-0,00861;
225,325;93,32900;10,00;6,11;-0,00732;
226,331;93,28800;10,00;6,11;-0,00577;
227,331;93,25600;10,00;6,12;-0,00409;
228,333;93,22200;10,00;6,12;-0,00223;
229,341;93,18900;10,00;6,12;-0,00025;
230,347;93,14600;10,00;6,12;0,00191;
231,354;93,12200;10,00;6,12;0,00408;
232,364;93,10400;10,00;6,13;0,00631;
233,369;93,09400;10,00;6,13;0,00859;
234,376;93,06200;10,00;6,13;0,01104;
235,380;93,05900;10,00;6,13;0,01339;
236,383;93,06000;10,00;6,14;0,01577;
237,387;93,02500;10,00;6,14;0,01836;
238,392;93,02100;10,00;6,14;0,02080;
239,396;93,02000;10,00;6,14;0,02323;
240,404;93,01400;10,00;6,15;0,02569;
241,410;93,01500;10,00;6,15;0,02809;
242,418;93,02200;10,00;6,15;0,03044;
243,425;93,02200;10,00;6,15;0,03279;
244,429;93,02000;10,00;6,16;0,03511;
245,433;93,05800;10,00;6,16;0,03716;
246,438;93,11200;10,00;6,16;0,03907;
247,445;93,24300;10,00;6,16;0,04052;
248,453;93,34100;10,00;6,16;0,04205;
249,459;93,42800;10,00;6,16;0,04356;
250,465;93,52700;10,00;6,17;0,04493;
251,470;93,71800;10,00;6,17;0,04575;
252,472;93,95200;10,00;6,17;0,04627;
253,472;94,12800;10,00;6,17;0,04699;
254,479;94,38600;10,00;6,17;0,04722;
255,487;94,68800;10,00;6,17;0,04713;
256,495;94,99300;10,00;6,17;0,04693;
257,499;95,25100;10,00;6,17;0,04686;
258,506;95,52800;10,00;6,17;0,04662;
259,514;95,79300;10,00;6,17;0,04634;
260,521;96,13700;10,00;6,17;0,04559;
261,526;96,49900;10,00;6,16;0,04467;
262,530;96,81200;10,00;6,16;0,04392;
263,537;97,07200;10,00;6,16;0,04336;
264,546;97,31700;10,00;6,16;0,04282;
265,554;97,56800;10,00;6,16;0,04219;
266,564;97,77900;10,00;6,16;0,04171;
267,571;98,06600;10,00;6,16;0,04082;
268,578;98,38600;10,00;6,16;0,03972;
269,583;98,67200;10,00;6,16;0,03873;
270,588;98,94200;10,00;6,16;0,03778;
271,594;99,19000;10,00;6,16;0,03689;
272,604;99,41300;10,00;6,16;0,03609;
273,608;99,62100;10,00;6,16;0,03533;
274,616;99,77400;10,00;6,15;0,03480;
275,623;99,92700;10,00;6,15;0,03425;
276,627;100,07000;10,00;6,15;0,03373;
277,628;100,17000;10,00;6,15;0,03339;
278,636;100,29000;10,00;6,15;0,03294;
279,641;100,37000;10,00;6,15;0,03266;
280,649;100,42000;10,00;6,15;0,03251;
281,656;100,48000;10,00;6,15;0,03231;
282,661;100,55000;10,00;6,15;0,03204;
283,670;100,55000;10,00;6,15;0,03210;
284,681;100,51000;10,00;6,15;0,03234;
285,682;100,45000;10,00;6,15;0,03268;
286,688;100,41000;10,00;6,15;0,03291;
287,697;100,39000;10,00;6,15;0,03304;
288,729;100,37000;10,00;6,15;0,03315;
289,736;100,34000;10,00;6,15;0,03329;
290,740;100,30000;10,00;6,15;0,03346;
291,747;100,27000;10,00;6,15;0,03357;
292,755;100,24000;10,00;6,15;0,03366;
293,763;100,21000;10,00;6,15;0,03371;
294,768;100,20000;10,00;6,15;0,03364;
295,778;100,20000;10,00;6,15;0,03351;
296,786;100,20000;10,00;6,15;0,03334;
297,793;100,17000;10,00;6,15;0,03330;
298,802;100,16000;10,00;6,15;0,03315;298,802
299,806;100,16000;10,00;6,15;0,03293;299,806
