Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;959,42000;10,0;0.0;;0, 9,5942E+02,2, 1,3652E+00,5, 1,0000E+03
1,010;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
2,013;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
3,020;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
4,022;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
5,026;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
6,035;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
7,044;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
8,048;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
9,053;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
10,061;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
11,070;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
12,078;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
13,084;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
14,093;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
15,102;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
16,113;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
17,113;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
18,121;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
19,129;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
20,130;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
21,136;959,41000;10,0;0.0;;0, 9,5941E+02,2, 1,3652E+00,5, 1,0000E+03
22,142;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
23,152;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
24,162;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
25,169;959,40000;10,0;0.0;;0, 9,5940E+02,2, 1,3652E+00,5, 1,0000E+03
26,180;959,36000;10,0;0.0;;0, 9,5936E+02,2, 1,3652E+00,5, 1,0000E+03
27,181;959,04000;10,0;0.0;;0, 9,5904E+02,2, 1,3652E+00,5, 1,0000E+03
28,191;824,13000;10,0;0.0;;0, 8,2413E+02,2, 1,3652E+00,5, 1,0000E+03
29,192;673,35000;10,0;0.0;;0, 6,7335E+02,2, 1,3652E+00,5, 1,0000E+03
30,201;601,34000;10,0;0.0;;0, 6,0134E+02,2, 1,3652E+00,5, 1,0000E+03
31,208;550,74000;10,0;0.0;;0, 5,5074E+02,2, 1,3652E+00,5, 1,0000E+03
32,218;512,83000;10,0;0.0;;0, 5,1283E+02,2, 1,3652E+00,5, 1,0000E+03
33,224;484,13000;10,0;0.0;;0, 4,8413E+02,2, 1,3652E+00,5, 1,0000E+03
34,225;461,87000;10,0;0.0;;0, 4,6187E+02,2, 1,3652E+00,5, 1,0000E+03
35,227;444,62000;10,0;0.0;;0, 4,4462E+02,2, 1,3652E+00,5, 1,0000E+03
36,236;431,56000;10,0;0.0;;0, 4,3156E+02,2, 1,3652E+00,5, 1,0000E+03
37,240;421,14000;10,0;0.0;;0, 4,2114E+02,2, 1,3652E+00,5, 1,0000E+03
38,251;412,94000;10,0;0.0;;0, 4,1294E+02,2, 1,3652E+00,5, 1,0000E+03
