Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilitaet_s
2373,665;0,00512;10;4;Einlass;
2374,665;0,00513;10;4;Einlass;
2375,666;0,00513;10;4;Einlass;
2376,667;0,00513;10;4;Einlass;
2377,668;0,00513;10;4;Einlass;
2378,668;0,00512;10;4;Einlass;
2379,669;0,00511;10;4;Einlass;
2380,671;0,00513;10;4;Einlass;
2381,672;0,00514;10;4;Einlass;
2382,674;0,00513;10;4;Einlass;
2383,675;0,00514;10;4;Einlass;
2384,677;0,00514;10;4;Einlass;
2385,678;0,00512;10;4;Einlass;
2386,679;0,00512;10;4;Einlass;
2387,68;0,00511;10;4;Einlass;
2388,68;0,00511;10;4;Einlass;
2389,681;0,00511;10;4;Einlass;
2390,682;0,00511;10;4;Einlass;
2391,682;0,00512;10;4;Einlass;
2392,683;0,00512;10;4;Einlass;
2393,684;0,00511;10;4;Einlass;
2394,686;0,00511;10;4;Einlass;
2395,686;0,00511;10;4;Einlass;
2396,686;0,00511;10;4;Einlass;
2397,687;0,0051;10;4;Einlass;
2398,688;0,00509;10;4;Einlass;
2399,688;0,00509;10;4;Einlass;
2400,689;0,0051;10;4;Einlass;
2401,69;0,00509;10;4;Einlass;
2402,691;0,0051;10;4;Einlass;
2403,693;0,0051;10;4;Einlass;
2404,694;0,0051;10;4;Einlass;
2405,695;0,0051;10;4;Einlass;
2406,695;0,0051;10;4;Einlass;
2407,696;0,0051;10;4;Einlass;
2408,698;0,0051;10;4;Einlass;
2409,699;0,0051;10;4;Einlass;
2410,7;0,0051;10;4;Einlass;
2411,701;0,0051;10;4;Einlass;
2412,702;0,0051;10;4;Einlass;
2413,703;0,0051;10;4;Einlass;
2414,705;0,00511;10;4;Einlass;
2415,706;0,0051;10;4;Einlass;
2416,707;0,0051;10;4;Einlass;
2417,707;0,00509;10;4;Einlass;
2418,708;0,00508;10;4;Einlass;
2419,709;0,00507;10;4;Einlass;
2420,709;0,00507;10;4;Einlass;
2421,71;0,00507;10;4;Einlass;
2422,711;0,00507;10;4;Einlass;
2423,711;0,00507;10;4;Einlass;
2424,713;0,00507;10;4;Einlass;
2425,713;0,00506;10;4;Einlass;
2426,714;0,00506;10;4;Einlass;
2427,716;0,00507;10;4;Einlass;
2428,717;0,00505;10;4;Einlass;
2429,719;0,00504;10;4;Einlass;
2430,72;0,00503;10;4;Einlass;
2431,721;0,00503;10;4;Einlass;
2432,723;0,00502;10;4;Einlass;
2433,725;0,00502;10;4;Einlass;
2434,725;0,00502;10;4;Einlass;
2435,726;0,00502;10;4;Einlass;
2436,726;0,00502;10;4;Einlass;
2437,727;0,005;10;4;Einlass;
2438,728;0,00499;10;4;Einlass;
2439,729;0,00498;10;4;Einlass;
2440,729;0,00498;10;4;Einlass;
2441,73;0,00498;10;4;Einlass;
2442,731;0,00498;10;4;Einlass;
2443,732;0,00498;10;4;Einlass;
2444,732;0,00498;10;4;Einlass;
2445,732;0,00498;10;4;Einlass;
2446,732;0,00497;10;4;Einlass;
2447,733;0,00496;10;4;Einlass;
2448,734;0,00495;10;4;Einlass;
2449,735;0,00494;10;4;Einlass;
2450,736;0,00494;10;4;Einlass;
2451,737;0,00493;10;4;Einlass;
2452,738;0,00492;10;4;Einlass;
2453,738;0,00491;10;4;Einlass;
2454,739;0,0049;10;4;Einlass;
2455,739;0,0049;10;4;Einlass;
2456,739;0,0049;10;4;Einlass;
2457,739;0,00488;10;4;Einlass;
2458,74;0,00487;10;4;Einlass;
2459,742;0,00486;10;4;Einlass;
2460,742;0,00485;10;4;Einlass;
2461,743;0,00485;10;4;Einlass;
2462,745;0,00485;10;4;Einlass;
2463,745;0,00484;10;4;Einlass;
2464,747;0,00483;10;4;Einlass;
2465,748;0,00482;10;4;Einlass;
2466,75;0,00481;10;4;Einlass;
2467,751;0,00481;10;4;Einlass;
2468,753;0,00481;10;4;Einlass;
2469,754;0,00481;10;4;Einlass;
2470,755;0,00481;10;4;Einlass;
2471,756;0,00481;10;4;Einlass;
2472,758;0,00481;10;4;Einlass;
2473,76;0,00481;10;4;Einlass;
2474,76;0,00481;10;4;Einlass;
2475,76;0,0048;10;4;Einlass;
2476,762;0,00481;10;4;Einlass;
2477,762;0,0048;10;4;Einlass;
2478,762;0,00481;10;4;Einlass;
2479,763;0,0048;10;4;Einlass;
2480,765;0,0048;10;4;Einlass;
2481,766;0,0048;10;4;Einlass;
2482,767;0,00479;10;4;Einlass;
2483,767;0,00478;10;4;Einlass;
2484,768;0,00479;10;4;Einlass;
2485,768;0,00479;10;4;Einlass;
2486,769;0,00479;10;4;Einlass;
2487,771;0,00479;10;4;Einlass;
2488,772;0,00478;10;4;Einlass;
2489,773;0,00478;10;4;Einlass;
2490,773;0,00477;10;4;Einlass;
2491,774;0,00477;10;4;Einlass;
2492,775;0,00477;10;4;Einlass;
2493,776;0,00478;10;4;Einlass;
2494,777;0,00478;10;4;Einlass;
2495,778;0,00478;10;4;Einlass;
2496,779;0,00479;10;4;Einlass;
2497,78;0,00478;10;4;Einlass;
2498,782;0,00477;10;4;Einlass;
2499,783;0,00477;10;4;Einlass;
2500,785;0,00476;10;4;Einlass;
2501,785;0,00476;10;4;Einlass;
2502,786;0,00476;10;4;Einlass;
2503,788;0,00476;10;4;Einlass;
2504,789;0,00476;10;4;Einlass;
2505,791;0,00474;10;4;Einlass;
2506,792;0,00473;10;4;Einlass;
2507,793;0,00473;10;4;Einlass;
2508,793;0,00472;10;4;Einlass;
2509,794;0,00472;10;4;Einlass;
2510,795;0,00472;10;4;Einlass;
2511,795;0,00472;10;4;Einlass;
2512,796;0,00472;10;4;Einlass;
2513,797;0,00471;10;4;Einlass;
2514,797;0,0047;10;4;Einlass;
2515,798;0,00469;10;4;Einlass;
2516,798;0,00469;10;4;Einlass;
2517,8;0,00468;10;4;Einlass;
2518,801;0,00467;10;4;Einlass;
2519,802;0,00468;10;4;Einlass;
2520,803;0,00466;10;4;Einlass;
2521,804;0,00465;10;4;Einlass;
2522,806;0,00464;10;4;Einlass;
2523,807;0,00463;10;4;Einlass;
2524,809;0,00463;10;4;Einlass;
2525,81;0,00463;10;4;Einlass;
2526,81;0,00463;10;4;Einlass;
2527,811;0,00461;10;4;Einlass;
2528,811;0,0046;10;4;Einlass;
2529,813;0,00459;10;4;Einlass;
2530,814;0,00459;10;4;Einlass;
2531,814;0,00459;10;4;Einlass;
2532,816;0,00457;10;4;Einlass;
2533,817;0,00456;10;4;Einlass;
2534,818;0,00455;10;4;Einlass;
2535,819;0,00455;10;4;Einlass;
2536,819;0,00454;10;4;Einlass;
2537,821;0,00452;10;4;Einlass;
2538,821;0,00452;10;4;Einlass;
2539,821;0,00451;10;4;Einlass;
2540,822;0,00451;10;4;Einlass;
2541,822;0,00451;10;4;Einlass;
2542,824;0,00451;10;4;Einlass;
2543,825;0,00449;10;4;Einlass;
2544,826;0,00448;10;4;Einlass;
2545,826;0,00447;10;4;Einlass;
2546,827;0,00446;10;4;Einlass;
2547,827;0,00445;10;4;Einlass;
2548,828;0,00444;10;4;Einlass;
2549,829;0,00443;10;4;Einlass;
2550,829;0,00443;10;4;Einlass;
2551,83;0,00442;10;4;Einlass;
2552,831;0,00441;10;4;Einlass;
2553,832;0,00442;10;4;Einlass;
2554,832;0,00442;10;4;Einlass;
2555,832;0,00442;10;4;Einlass;
2556,834;0,00441;10;4;Einlass;
2557,834;0,00439;10;4;Einlass;
2558,836;0,00439;10;4;Einlass;
2559,836;0,00438;10;4;Einlass;
2560,838;0,00437;10;4;Einlass;
2561,839;0,00437;10;4;Einlass;
2562,839;0,00438;10;4;Einlass;
2563,84;0,00437;10;4;Einlass;
2564,841;0,00437;10;4;Einlass;
2565,841;0,00437;10;4;Einlass;
2566,843;0,00437;10;4;Einlass;
2567,844;0,00437;10;4;Einlass;
2568,845;0,00437;10;4;Einlass;
2569,845;0,00435;10;4;Einlass;
2570,847;0,00435;10;4;Einlass;
2571,847;0,00434;10;4;Einlass;
2572,848;0,00435;10;4;Einlass;
2573,849;0,00434;10;4;Einlass;
2574,85;0,00434;10;4;Einlass;
2575,85;0,00434;10;4;Einlass;
2576,852;0,00434;10;4;Einlass;
2577,852;0,00434;10;4;Einlass;
2578,853;0,00434;10;4;Einlass;
2579,855;0,00434;10;4;Einlass;
2580,856;0,00434;10;4;Einlass;
2581,856;0,00434;10;4;Einlass;
2582,856;0,00435;10;4;Einlass;
2583,857;0,00435;10;4;Einlass;
2584,859;0,00434;10;4;Einlass;
2585,86;0,00434;10;4;Einlass;
2586,861;0,00434;10;4;Einlass;
2587,861;0,00434;10;4;Einlass;
2588,862;0,00436;10;4;Einlass;
2589,863;0,00435;10;4;Einlass;
2590,864;0,00435;10;4;Einlass;
2591,864;0,00434;10;4;Einlass;
2592,865;0,00434;10;4;Einlass;
2593,867;0,00434;10;4;Einlass;
2594,868;0,00435;10;4;Einlass;
2595,869;0,00435;10;4;Einlass;
2596,871;0,00434;10;4;Einlass;
2597,872;0,00434;10;4;Einlass;
2598,873;0,00435;10;4;Einlass;
2599,875;0,00434;10;4;Einlass;
2600,876;0,00435;10;4;Einlass;
2601,876;0,00436;10;4;Einlass;
2602,877;0,00436;10;4;Einlass;
2603,878;0,00437;10;4;Einlass;
2604,88;0,00437;10;4;Einlass;
2605,881;0,00438;10;4;Einlass;
2606,882;0,00438;10;4;Einlass;
2607,882;0,00437;10;4;Einlass;
2608,884;0,00438;10;4;Einlass;
2609,885;0,00438;10;4;Einlass;
2610,885;0,00438;10;4;Einlass;
2611,886;0,00438;10;4;Einlass;
2612,888;0,00437;10;4;Einlass;
2613,888;0,00438;10;4;Einlass;
2614,888;0,00438;10;4;Einlass;
2615,889;0,00437;10;4;Einlass;
2616,89;0,00438;10;4;Einlass;
2617,89;0,00438;10;4;Einlass;
2618,891;0,00438;10;4;Einlass;
2619,893;0,00438;10;4;Einlass;
2620,893;0,00438;10;4;Einlass;
2621,895;0,00438;10;4;Einlass;
2622,896;0,00438;10;4;Einlass;
2623,896;0,00438;10;4;Einlass;
2624,897;0,00438;10;4;Einlass;
2625,899;0,00437;10;4;Einlass;
2626,9;0,00436;10;4;Einlass;
2627,9;0,00437;10;4;Einlass;
2628,901;0,00436;10;4;Einlass;
2629,902;0,00436;10;4;Einlass;
2630,902;0,00435;10;4;Einlass;
2631,903;0,00435;10;4;Einlass;
2632,905;0,00435;10;4;Einlass;
2633,906;0,00434;10;4;Einlass;
2634,908;0,00434;10;4;Einlass;
2635,909;0,00434;10;4;Einlass;
2636,91;0,00434;10;4;Einlass;
2637,91;0,00434;10;4;Einlass;
2638,91;0,00434;10;4;Einlass;
2639,911;0,00434;10;4;Einlass;
2640,912;0,00434;10;4;Einlass;
2641,914;0,00433;10;4;Einlass;
2642,915;0,00433;10;4;Einlass;
2643,916;0,00433;10;4;Einlass;
2644,917;0,00433;10;4;Einlass;
2645,918;0,00433;10;4;Einlass;
2646,918;0,00432;10;4;Einlass;
2647,92;0,00431;10;4;Einlass;
2648,921;0,00432;10;4;Einlass;
2649,922;0,00431;10;4;Einlass;
2650,922;0,0043;10;4;Einlass;
2651,923;0,0043;10;4;Einlass;
2652,924;0,0043;10;4;Einlass;
2653,926;0,0043;10;4;Einlass;
2654,926;0,0043;10;4;Einlass;
2655,926;0,00429;10;4;Einlass;
2656,927;0,0043;10;4;Einlass;
2657,928;0,00429;10;4;Einlass;
2658,929;0,00428;10;4;Einlass;
2659,93;0,00427;10;4;Einlass;
2660,931;0,00428;10;4;Einlass;
2661,932;0,00427;10;4;Einlass;
2662,933;0,00426;10;4;Einlass;
2663,934;0,00426;10;4;Einlass;
2664,935;0,00425;10;4;Einlass;
2665,937;0,00425;10;4;Einlass;
2666,937;0,00425;10;4;Einlass;
2667,937;0,00425;10;4;Einlass;
2668,938;0,00423;10;4;Einlass;
2669,938;0,00422;10;4;Einlass;
2670,939;0,00422;10;4;Einlass;
2671,94;0,00421;10;4;Einlass;
2672,94;0,00421;10;4;Einlass;
2673,942;0,00421;10;4;Einlass;
2674,942;0,00421;10;4;Einlass;
2675,942;0,00421;10;4;Einlass;
2676,943;0,00421;10;4;Einlass;
2677,943;0,00422;10;4;Einlass;
2678,945;0,00421;10;4;Einlass;
2679,946;0,00421;10;4;Einlass;
2680,947;0,00421;10;4;Einlass;
2681,949;0,00421;10;4;Einlass;
2682,95;0,00419;10;4;Einlass;
2683,951;0,00419;10;4;Einlass;
2684,951;0,00418;10;4;Einlass;
2685,952;0,00417;10;4;Einlass;
2686,953;0,00417;10;4;Einlass;
2687,954;0,00417;10;4;Einlass;
2688,955;0,00417;10;4;Einlass;
2689,956;0,00416;10;4;Einlass;
2690,956;0,00416;10;4;Einlass;
2691,956;0,00417;10;4;Einlass;
2692,957;0,00417;10;4;Einlass;
2693,958;0,00417;10;4;Einlass;
2694,958;0,00416;10;4;Einlass;
2695,959;0,00416;10;4;Einlass;
2696,96;0,00415;10;4;Einlass;
2697,961;0,00414;10;4;Einlass;
2698,962;0,00415;10;4;Einlass;
2699,963;0,00415;10;4;Einlass;
2700,964;0,00415;10;4;Einlass;
2701,965;0,00415;10;4;Einlass;
2702,966;0,00415;10;4;Einlass;
2703,966;0,00415;10;4;Einlass;
2704,966;0,00416;10;4;Einlass;
2705,968;0,00415;10;4;Einlass;
2706,968;0,00413;10;4;Einlass;
2707,969;0,00413;10;4;Einlass;
2708,969;0,00413;10;4;Einlass;
2709,97;0,00412;10;4;Einlass;
2710,971;0,00413;10;4;Einlass;
2711,972;0,00412;10;4;Einlass;
2712,973;0,00412;10;4;Einlass;
2713,974;0,00412;10;4;Einlass;
2714,976;0,00412;10;4;Einlass;
2715,977;0,00412;10;4;Einlass;
2716,978;0,00412;10;4;Einlass;
2717,978;0,00412;10;4;Einlass;
2718,98;0,00412;10;4;Einlass;
2719,98;0,00412;10;4;Einlass;
2720,982;0,00412;10;4;Einlass;
2721,982;0,00412;10;4;Einlass;
2722,984;0,0041;10;4;Einlass;
2723,984;0,00409;10;4;Einlass;
2724,986;0,00408;10;4;Einlass;
2725,988;0,0041;10;4;Einlass;
2726,989;0,0041;10;4;Einlass;
2727,991;0,00409;10;4;Einlass;
2728,991;0,00409;10;4;Einlass;
2729,991;0,00408;10;4;Einlass;
2730,992;0,00408;10;4;Einlass;
2731,993;0,00408;10;4;Einlass;
2732,994;0,00408;10;4;Einlass;
2733,995;0,00408;10;4;Einlass;
2734,996;0,00408;10;4;Einlass;
2735,998;0,00408;10;4;Einlass;
2736,998;0,00408;10;4;Einlass;
2737,999;0,00408;10;4;Einlass;
2739;0,00408;10;4;Einlass;
2740;0,00408;10;4;Einlass;
2741,001;0,00408;10;4;Einlass;
2742,002;0,00408;10;4;Einlass;
2743,004;0,00408;10;4;Einlass;
2744,005;0,00408;10;4;Einlass;
2745,007;0,00408;10;4;Einlass;
2746,007;0,00407;10;4;Einlass;
2747,007;0,00406;10;4;Einlass;
2748,009;0,00405;10;4;Einlass;
2749,01;0,00405;10;4;Einlass;
2750,011;0,00405;10;4;Einlass;
2751,011;0,00405;10;4;Einlass;
2752,012;0,00405;10;4;Einlass;
2753,013;0,00404;10;4;Einlass;
2754,013;0,00404;10;4;Einlass;
2755,013;0,00404;10;4;Einlass;
2756,014;0,00404;10;4;Einlass;
2757,014;0,00404;10;4;Einlass;
2758,015;0,00404;10;4;Einlass;
2759,017;0,00404;10;4;Einlass;
2760,017;0,00404;10;4;Einlass;
2761,017;0,00404;10;4;Einlass;
2762,017;0,00404;10;4;Einlass;
2763,017;0,00403;10;4;Einlass;
2764,019;0,00403;10;4;Einlass;
2765,019;0,00404;10;4;Einlass;
2766,021;0,00404;10;4;Einlass;
2767,022;0,00403;10;4;Einlass;
2768,023;0,00403;10;4;Einlass;
2769,024;0,00403;10;4;Einlass;
2770,024;0,00402;10;4;Einlass;
2771,025;0,00401;10;4;Einlass;
2772,026;0,004;10;4;Einlass;
2773,027;0,004;10;4;Einlass;
2774,028;0,004;10;4;Einlass;
2775,029;0,004;10;4;Einlass;
2776,029;0,00399;10;4;Einlass;
2777,03;0,00399;10;4;Einlass;
2778,03;0,004;10;4;Einlass;
2779,031;0,00399;10;4;Einlass;
2780,033;0,004;10;4;Einlass;
2781,034;0,00399;10;4;Einlass;
2782,035;0,00399;10;4;Einlass;
2783,036;0,00398;10;4;Einlass;
2784,037;0,00397;10;4;Einlass;
2785,039;0,00395;10;4;Einlass;
2786,04;0,00394;10;4;Einlass;
2787,042;0,00395;10;4;Einlass;
2788,042;0,00395;10;4;Einlass;
2789,042;0,00394;10;4;Einlass;
2790,043;0,00395;10;4;Einlass;
2791,045;0,00395;10;4;Einlass;
2792,046;0,00394;10;4;Einlass;
2793,048;0,00392;10;4;Einlass;
2794,049;0,00392;10;4;Einlass;
2795,05;0,00391;10;4;Einlass;
2796,051;0,0039;10;4;Einlass;
2797,052;0,00388;10;4;Einlass;
2798,053;0,00389;10;4;Einlass;
2799,054;0,00389;10;4;Einlass;
2800,054;0,00387;10;4;Einlass;
2801,055;0,00386;10;4;Einlass;
2802,056;0,00386;10;4;Einlass;
2803,057;0,00386;10;4;Einlass;
2804,057;0,00386;10;4;Einlass;
2805,058;0,00385;10;4;Einlass;
2806,06;0,00383;10;4;Einlass;
2807,061;0,00383;10;4;Einlass;
2808,063;0,00383;10;4;Einlass;
2809,064;0,00383;10;4;Einlass;
2810,064;0,00382;10;4;Einlass;
2811,064;0,00382;10;4;Einlass;
2812,065;0,00382;10;4;Einlass;
2813,066;0,0038;10;4;Einlass;
2814,067;0,00379;10;4;Einlass;
2815,067;0,00379;10;4;Einlass;
2816,068;0,00378;10;4;Einlass;
2817,068;0,00378;10;4;Einlass;
2818,068;0,00379;10;4;Einlass;
2819,069;0,00379;10;4;Einlass;
2820,07;0,00378;10;4;Einlass;
2821,071;0,00378;10;4;Einlass;
2822,073;0,00377;10;4;Einlass;
2823,073;0,00375;10;4;Einlass;
2824,074;0,00375;10;4;Einlass;
2825,074;0,00374;10;4;Einlass;
2826,075;0,00374;10;4;Einlass;
2827,076;0,00373;10;4;Einlass;
2828,077;0,00373;10;4;Einlass;
2829,078;0,00373;10;4;Einlass;
2830,079;0,00373;10;4;Einlass;
2831,079;0,00372;10;4;Einlass;
2832,08;0,00373;10;4;Einlass;
2833,081;0,00373;10;4;Einlass;
2834,082;0,00374;10;4;Einlass;
2835,084;0,00373;10;4;Einlass;
2836,085;0,00372;10;4;Einlass;
2837,085;0,00371;10;4;Einlass;
2838,086;0,0037;10;4;Einlass;
2839,088;0,0037;10;4;Einlass;
2840,088;0,00369;10;4;Einlass;
2841,088;0,00369;10;4;Einlass;
2842,089;0,00369;10;4;Einlass;
2843,09;0,00368;10;4;Einlass;
2844,092;0,00369;10;4;Einlass;
2845,092;0,00368;10;4;Einlass;
2846,093;0,00367;10;4;Einlass;
2847,093;0,00366;10;4;Einlass;
2848,094;0,00366;10;4;Einlass;
2849,095;0,00366;10;4;Einlass;
2850,096;0,00365;10;4;Einlass;
2851,097;0,00365;10;4;Einlass;
2852,098;0,00365;10;4;Einlass;
2853,099;0,00365;10;4;Einlass;
2854,099;0,00365;10;4;Einlass;
2855,1;0,00365;10;4;Einlass;
2856,101;0,00365;10;4;Einlass;
2857,102;0,00365;10;4;Einlass;
2858,102;0,00365;10;4;Einlass;
2859,103;0,00365;10;4;Einlass;
2860,104;0,00365;10;4;Einlass;
2861,105;0,00363;10;4;Einlass;
2862,105;0,00362;10;4;Einlass;
2863,105;0,00364;10;4;Einlass;
2864,106;0,00363;10;4;Einlass;
2865,106;0,00362;10;4;Einlass;
2866,107;0,00362;10;4;Einlass;
2867,107;0,00361;10;4;Einlass;
2868,109;0,00361;10;4;Einlass;
2869,109;0,00361;10;4;Einlass;
2870,11;0,00361;10;4;Einlass;
2871,11;0,00361;10;4;Einlass;
2872,111;0,00361;10;4;Einlass;
2873,113;0,00361;10;4;Einlass;
2874,113;0,00361;10;4;Einlass;
2875,114;0,00361;10;4;Einlass;
2876,114;0,00361;10;4;Einlass;
2877,116;0,00361;10;4;Einlass;
2878,116;0,00361;10;4;Einlass;
2879,117;0,0036;10;4;Einlass;
2880,119;0,0036;10;4;Einlass;
2881,119;0,0036;10;4;Einlass;
2882,12;0,00361;10;4;Einlass;
2883,121;0,00361;10;4;Einlass;
2884,122;0,00361;10;4;Einlass;
2885,123;0,00361;10;4;Einlass;
2886,125;0,00359;10;4;Einlass;
2887,126;0,00358;10;4;Einlass;
2888,128;0,00358;10;4;Einlass;
2889,129;0,0036;10;4;Einlass;
2890,131;0,00359;10;4;Einlass;
2891,131;0,00358;10;4;Einlass;
2892,133;0,00357;10;4;Einlass;
2893,134;0,00357;10;4;Einlass;
2894,135;0,00357;10;4;Einlass;
2895,136;0,00357;10;4;Einlass;
2896,136;0,00357;10;4;Einlass;
2897,138;0,00357;10;4;Einlass;
2898,138;0,00357;10;4;Einlass;
2899,139;0,00357;10;4;Einlass;
2900,14;0,00357;10;4;Einlass;
2901,142;0,00357;10;4;Einlass;
2902,142;0,00357;10;4;Einlass;
2903,144;0,00357;10;4;Einlass;
2904,145;0,00357;10;4;Einlass;
2905,146;0,00357;10;4;Einlass;
2906,148;0,00357;10;4;Einlass;
2907,149;0,00357;10;4;Einlass;
2908,149;0,00357;10;4;Einlass;
2909,151;0,00357;10;4;Einlass;
2910,152;0,00356;10;4;Einlass;
2911,153;0,00357;10;4;Einlass;
2912,154;0,00357;10;4;Einlass;
2913,156;0,00356;10;4;Einlass;
2914,157;0,00354;10;4;Einlass;
2915,159;0,00355;10;4;Einlass;
2916,159;0,00356;10;4;Einlass;
2917,16;0,00355;10;4;Einlass;
2918,16;0,00354;10;4;Einlass;
2919,161;0,00354;10;4;Einlass;
2920,162;0,00353;10;4;Einlass;
2921,163;0,00353;10;4;Einlass;
2922,163;0,00353;10;4;Einlass;
2923,163;0,00353;10;4;Einlass;
2924,164;0,00353;10;4;Einlass;
2925,165;0,00353;10;4;Einlass;
2926,167;0,00352;10;4;Einlass;
2927,167;0,00352;10;4;Einlass;
2928,168;0,00352;10;4;Einlass;
2929,169;0,00352;10;4;Einlass;
2930,171;0,00352;10;4;Einlass;
2931,171;0,00352;10;4;Einlass;
2932,172;0,00352;10;4;Einlass;
2933,172;0,00352;10;4;Einlass;
2934,174;0,00352;10;4;Einlass;
2935,175;0,00352;10;4;Einlass;
2936,177;0,00352;10;4;Einlass;
2937,178;0,00352;10;4;Einlass;
2938,18;0,00353;10;4;Einlass;
2939,181;0,00353;10;4;Einlass;
2940,182;0,00352;10;4;Einlass;
2941,183;0,00351;10;4;Einlass;
2942,184;0,0035;10;4;Einlass;
2943,184;0,0035;10;4;Einlass;
2944,184;0,0035;10;4;Einlass;
2945,185;0,0035;10;4;Einlass;
2946,186;0,00349;10;4;Einlass;
2947,187;0,00349;10;4;Einlass;
2948,188;0,00348;10;4;Einlass;
2949,189;0,00349;10;4;Einlass;
2950,189;0,0035;10;4;Einlass;
2951,19;0,00349;10;4;Einlass;
2952,191;0,00349;10;4;Einlass;
2953,192;0,00348;10;4;Einlass;
2954,192;0,00348;10;4;Einlass;
2955,193;0,00348;10;4;Einlass;
2956,195;0,00348;10;4;Einlass;
2957,195;0,00348;10;4;Einlass;
2958,196;0,00348;10;4;Einlass;
2959,197;0,00348;10;4;Einlass;
2960,198;0,00348;10;4;Einlass;1
2961,198;0,00348;10;3,5;Einlass;
2962,199;0,00348;10;3,5;Einlass;
2963,201;0,00348;10;3,5;Einlass;
2964,201;0,00348;10;3,5;Einlass;
2965,202;0,00348;10;3,5;Einlass;
2966,204;0,00348;10;3,5;Einlass;
2967,204;0,00348;10;3,5;Einlass;
2968,205;0,00348;10;3,5;Einlass;
2969,206;0,00348;10;3,5;Einlass;
2970,207;0,00347;10;3,5;Einlass;
2971,208;0,00347;10;3,5;Einlass;
2972,208;0,00346;10;3,5;Einlass;
2973,209;0,00346;10;3,5;Einlass;
2974,21;0,00346;10;3,5;Einlass;
2975,211;0,00345;10;3,5;Einlass;
2976,213;0,00345;10;3,5;Einlass;
2977,215;0,00345;10;3,5;Einlass;
2978,216;0,00344;10;3,5;Einlass;
2979,216;0,00344;10;3,5;Einlass;
2980,218;0,00344;10;3,5;Einlass;
2981,219;0,00344;10;3,5;Einlass;
2982,22;0,00344;10;3,5;Einlass;
2983,221;0,00344;10;3,5;Einlass;
2984,222;0,00344;10;3,5;Einlass;
2985,223;0,00344;10;3,5;Einlass;
2986,223;0,00344;10;3,5;Einlass;
2987,223;0,00344;10;3,5;Einlass;
2988,224;0,00344;10;3,5;Einlass;
2989,225;0,00344;10;3,5;Einlass;
2990,226;0,00344;10;3,5;Einlass;
2991,226;0,00344;10;3,5;Einlass;
2992,228;0,00343;10;3,5;Einlass;
2993,229;0,00342;10;3,5;Einlass;
2994,23;0,00342;10;3,5;Einlass;
2995,23;0,00341;10;3,5;Einlass;
2996,231;0,00343;10;3,5;Einlass;
2997,233;0,00341;10;3,5;Einlass;
2998,233;0,00341;10;3,5;Einlass;
2999,234;0,0034;10;3,5;Einlass;
3000,235;0,0034;10;3,5;Einlass;
3001,235;0,0034;10;3,5;Einlass;
3002,236;0,0034;10;3,5;Einlass;
3003,236;0,0034;10;3,5;Einlass;
3004,237;0,0034;10;3,5;Einlass;
3005,237;0,0034;10;3,5;Einlass;
3006,238;0,0034;10;3,5;Einlass;
3007,238;0,0034;10;3,5;Einlass;
3008,239;0,0034;10;3,5;Einlass;
3009,24;0,0034;10;3,5;Einlass;
3010,241;0,0034;10;3,5;Einlass;
3011,242;0,0034;10;3,5;Einlass;
3012,242;0,00339;10;3,5;Einlass;
3013,243;0,00339;10;3,5;Einlass;
3014,244;0,00339;10;3,5;Einlass;
3015,244;0,00338;10;3,5;Einlass;
3016,245;0,00338;10;3,5;Einlass;
3017,246;0,00337;10;3,5;Einlass;
3018,248;0,00337;10;3,5;Einlass;
3019,249;0,00337;10;3,5;Einlass;
3020,25;0,00336;10;3,5;Einlass;
3021,25;0,00337;10;3,5;Einlass;
3022,251;0,00338;10;3,5;Einlass;
3023,252;0,00337;10;3,5;Einlass;
3024,253;0,00336;10;3,5;Einlass;
3025,254;0,00336;10;3,5;Einlass;
3026,255;0,00336;10;3,5;Einlass;
3027,255;0,00335;10;3,5;Einlass;
3028,256;0,00335;10;3,5;Einlass;
3029,257;0,00336;10;3,5;Einlass;
3030,257;0,00336;10;3,5;Einlass;
3031,257;0,00335;10;3,5;Einlass;
3032,259;0,00335;10;3,5;Einlass;
3033,259;0,00336;10;3,5;Einlass;
3034,261;0,00335;10;3,5;Einlass;
3035,263;0,00335;10;3,5;Einlass;
3036,264;0,00335;10;3,5;Einlass;
3037,265;0,00335;10;3,5;Einlass;
3038,266;0,00335;10;3,5;Einlass;
3039,267;0,00335;10;3,5;Einlass;
3040,269;0,00335;10;3,5;Einlass;
3041,27;0,00335;10;3,5;Einlass;
3042,271;0,00335;10;3,5;Einlass;
3043,272;0,00335;10;3,5;Einlass;
3044,273;0,00335;10;3,5;Einlass;
3045,273;0,00335;10;3,5;Einlass;
3046,274;0,00334;10;3,5;Einlass;
3047,274;0,00335;10;3,5;Einlass;
3048,275;0,00335;10;3,5;Einlass;
3049,276;0,00335;10;3,5;Einlass;
3050,277;0,00335;10;3,5;Einlass;
3051,278;0,00334;10;3,5;Einlass;
3052,279;0,00334;10;3,5;Einlass;
3053,28;0,00333;10;3,5;Einlass;
3054,281;0,00334;10;3,5;Einlass;
3055,282;0,00333;10;3,5;Einlass;
3056,282;0,00332;10;3,5;Einlass;
3057,284;0,00332;10;3,5;Einlass;
3058,284;0,00331;10;3,5;Einlass;
3059,284;0,00331;10;3,5;Einlass;
3060,285;0,00331;10;3,5;Einlass;
