Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Modus;Dauer bis Druckstabilitaet_s
4396,458;0,00203;10;3;Einlass;
4397,458;0,00201;10;3;Einlass;
4398,459;0,00201;10;3;Einlass;
4399,46;0,00202;10;3;Einlass;
4400,46;0,00202;10;3;Einlass;
4401,46;0,00203;10;3;Einlass;
4402,461;0,00203;10;3;Einlass;
4403,463;0,00203;10;3;Einlass;
4404,464;0,00203;10;3;Einlass;
4405,464;0,00203;10;3;Einlass;
4406,465;0,00202;10;3;Einlass;
4407,465;0,00202;10;3;Einlass;
4408,466;0,00203;10;3;Einlass;
4409,466;0,00203;10;3;Einlass;
4410,468;0,00202;10;3;Einlass;
4411,468;0,00201;10;3;Einlass;
4412,47;0,002;10;3;Einlass;
4413,47;0,00199;10;3;Einlass;
4414,471;0,00199;10;3;Einlass;
4415,471;0,00199;10;3;Einlass;
4416,471;0,002;10;3;Einlass;
4417,472;0,002;10;3;Einlass;
4418,473;0,002;10;3;Einlass;
4419,474;0,00199;10;3;Einlass;
4420,475;0,00199;10;3;Einlass;
4421,475;0,00199;10;3;Einlass;
4422,477;0,00199;10;3;Einlass;
4423,477;0,00199;10;3;Einlass;
4424,477;0,00199;10;3;Einlass;
4425,477;0,00199;10;3;Einlass;
4426,479;0,00199;10;3;Einlass;
4427,48;0,00199;10;3;Einlass;
4428,48;0,00199;10;3;Einlass;
4429,481;0,00198;10;3;Einlass;
4430,482;0,00198;10;3;Einlass;
4431,482;0,00198;10;3;Einlass;
4432,482;0,00198;10;3;Einlass;
4433,484;0,00199;10;3;Einlass;
4434,484;0,00198;10;3;Einlass;
4435,485;0,00199;10;3;Einlass;
4436,486;0,00199;10;3;Einlass;
4437,487;0,00199;10;3;Einlass;
4438,487;0,00199;10;3;Einlass;
4439,488;0,00198;10;3;Einlass;
4440,488;0,00198;10;3;Einlass;
4441,49;0,00199;10;3;Einlass;
4442,49;0,00198;10;3;Einlass;
4443,491;0,00197;10;3;Einlass;
4444,493;0,00198;10;3;Einlass;
4445,494;0,00198;10;3;Einlass;
4446,494;0,00197;10;3;Einlass;
4447,495;0,00198;10;3;Einlass;
4448,497;0,00198;10;3;Einlass;
4449,498;0,00197;10;3;Einlass;
4450,498;0,00197;10;3;Einlass;
4451,499;0,00197;10;3;Einlass;
4452,5;0,00197;10;3;Einlass;
4453,5;0,00195;10;3;Einlass;
4454,5;0,00196;10;3;Einlass;
4455,501;0,00195;10;3;Einlass;
4456,501;0,00196;10;3;Einlass;
4457,503;0,00196;10;3;Einlass;
4458,504;0,00196;10;3;Einlass;
4459,505;0,00195;10;3;Einlass;
4460,506;0,00195;10;3;Einlass;
4461,507;0,00195;10;3;Einlass;
4462,508;0,00196;10;3;Einlass;
4463,508;0,00196;10;3;Einlass;
4464,509;0,00195;10;3;Einlass;
4465,509;0,00195;10;3;Einlass;
4466,51;0,00195;10;3;Einlass;
4467,511;0,00195;10;3;Einlass;
4468,511;0,00195;10;3;Einlass;
4469,512;0,00194;10;3;Einlass;
4470,513;0,00194;10;3;Einlass;
4471,513;0,00194;10;3;Einlass;
4472,514;0,00194;10;3;Einlass;
4473,514;0,00194;10;3;Einlass;
4474,515;0,00194;10;3;Einlass;
4475,516;0,00194;10;3;Einlass;
4476,517;0,00194;10;3;Einlass;
4477,518;0,00194;10;3;Einlass;
4478,519;0,00194;10;3;Einlass;
4479,52;0,00194;10;3;Einlass;
4480,521;0,00194;10;3;Einlass;
4481,522;0,00194;10;3;Einlass;
4482,523;0,00195;10;3;Einlass;
4483,524;0,00195;10;3;Einlass;
4484,524;0,00193;10;3;Einlass;
4485,526;0,00194;10;3;Einlass;
4486,526;0,00194;10;3;Einlass;
4487,527;0,00194;10;3;Einlass;
4488,528;0,00193;10;3;Einlass;
4489,528;0,00193;10;3;Einlass;
4490,528;0,00193;10;3;Einlass;
4491,529;0,00193;10;3;Einlass;
4492,53;0,00194;10;3;Einlass;
4493,531;0,00194;10;3;Einlass;
4494,532;0,00193;10;3;Einlass;
4495,533;0,00193;10;3;Einlass;
4496,535;0,00194;10;3;Einlass;
4497,536;0,00193;10;3;Einlass;
4498,537;0,00194;10;3;Einlass;
4499,539;0,00194;10;3;Einlass;
4500,54;0,00194;10;3;Einlass;
4501,541;0,00194;10;3;Einlass;
4502,541;0,00192;10;3;Einlass;
4503,542;0,00192;10;3;Einlass;
4504,544;0,00191;10;3;Einlass;
4505,544;0,00191;10;3;Einlass;
4506,545;0,0019;10;3;Einlass;
4507,546;0,0019;10;3;Einlass;
4508,547;0,0019;10;3;Einlass;
4509,548;0,0019;10;3;Einlass;
4510,548;0,0019;10;3;Einlass;
4511,549;0,0019;10;3;Einlass;
4512,55;0,0019;10;3;Einlass;
4513,551;0,00191;10;3;Einlass;
4514,551;0,00191;10;3;Einlass;
4515,552;0,00192;10;3;Einlass;
4516,553;0,00192;10;3;Einlass;
4517,554;0,00192;10;3;Einlass;
4518,555;0,00191;10;3;Einlass;
4519,555;0,00191;10;3;Einlass;
4520,557;0,00191;10;3;Einlass;
4521,558;0,00191;10;3;Einlass;
4522,559;0,00191;10;3;Einlass;
4523,559;0,00191;10;3;Einlass;
4524,56;0,0019;10;3;Einlass;
4525,56;0,0019;10;3;Einlass;
4526,56;0,0019;10;3;Einlass;
4527,562;0,0019;10;3;Einlass;
4528,562;0,0019;10;3;Einlass;
4529,562;0,0019;10;3;Einlass;
4530,563;0,00189;10;3;Einlass;
4531,563;0,00189;10;3;Einlass;
4532,565;0,00189;10;3;Einlass;
4533,566;0,00189;10;3;Einlass;
4534,566;0,0019;10;3;Einlass;
4535,567;0,0019;10;3;Einlass;
4536,567;0,0019;10;3;Einlass;
4537,569;0,0019;10;3;Einlass;
4538,57;0,0019;10;3;Einlass;
4539,571;0,00189;10;3;Einlass;
4540,572;0,0019;10;3;Einlass;
4541,573;0,00189;10;3;Einlass;
4542,574;0,0019;10;3;Einlass;
4543,575;0,0019;10;3;Einlass;
4544,576;0,0019;10;3;Einlass;
4545,578;0,00189;10;3;Einlass;
4546,578;0,00187;10;3;Einlass;
4547,579;0,00187;10;3;Einlass;
4548,579;0,00186;10;3;Einlass;
4549,581;0,00186;10;3;Einlass;
4550,583;0,00186;10;3;Einlass;
4551,583;0,00188;10;3;Einlass;
4552,583;0,00189;10;3;Einlass;
4553,585;0,00189;10;3;Einlass;
4554,585;0,00188;10;3;Einlass;
4555,586;0,00187;10;3;Einlass;
4556,587;0,00187;10;3;Einlass;
4557,587;0,00187;10;3;Einlass;
4558,587;0,00187;10;3;Einlass;
4559,589;0,00187;10;3;Einlass;
4560,59;0,00187;10;3;Einlass;
4561,591;0,00187;10;3;Einlass;
4562,592;0,00186;10;3;Einlass;
4563,593;0,00187;10;3;Einlass;
4564,593;0,00188;10;3;Einlass;
4565,595;0,00187;10;3;Einlass;
4566,595;0,00187;10;3;Einlass;
4567,596;0,00186;10;3;Einlass;
4568,598;0,00186;10;3;Einlass;
4569,598;0,00186;10;3;Einlass;
4570,6;0,00186;10;3;Einlass;
4571,601;0,00186;10;3;Einlass;
4572,603;0,00186;10;3;Einlass;
4573,603;0,00186;10;3;Einlass;
4574,604;0,00186;10;3;Einlass;
4575,605;0,00186;10;3;Einlass;
4576,605;0,00186;10;3;Einlass;
4577,606;0,00186;10;3;Einlass;
4578,608;0,00186;10;3;Einlass;
4579,609;0,00186;10;3;Einlass;
4580,609;0,00186;10;3;Einlass;
4581,611;0,00186;10;3;Einlass;
4582,611;0,00186;10;3;Einlass;
4583,611;0,00185;10;3;Einlass;
4584,613;0,00185;10;3;Einlass;
4585,614;0,00185;10;3;Einlass;
4586,614;0,00186;10;3;Einlass;
4587,614;0,00184;10;3;Einlass;
4588,615;0,00183;10;3;Einlass;
4589,616;0,00183;10;3;Einlass;
4590,617;0,00183;10;3;Einlass;
4591,617;0,00183;10;3;Einlass;
4592,618;0,00184;10;3;Einlass;
4593,619;0,00185;10;3;Einlass;
4594,62;0,00184;10;3;Einlass;
4595,621;0,00183;10;3;Einlass;
4596,622;0,00183;10;3;Einlass;
4597,622;0,00183;10;3;Einlass;
4598,624;0,00182;10;3;Einlass;
4599,625;0,00182;10;3;Einlass;
4600,625;0,00182;10;3;Einlass;
4601,626;0,00182;10;3;Einlass;
4602,627;0,00183;10;3;Einlass;
4603,628;0,00183;10;3;Einlass;
4604,628;0,00183;10;3;Einlass;
4605,628;0,00182;10;3;Einlass;
4606,629;0,00182;10;3;Einlass;
4607,629;0,00182;10;3;Einlass;
4608,63;0,00182;10;3;Einlass;
4609,631;0,00182;10;3;Einlass;
4610,632;0,00182;10;3;Einlass;
4611,633;0,00182;10;3;Einlass;
4612,635;0,00182;10;3;Einlass;
4613,636;0,00182;10;3;Einlass;
4614,637;0,00182;10;3;Einlass;
4615,639;0,00182;10;3;Einlass;
4616,639;0,00181;10;3;Einlass;
4617,641;0,00182;10;3;Einlass;
4618,641;0,00183;10;3;Einlass;
4619,642;0,00182;10;3;Einlass;
4620,643;0,00182;10;3;Einlass;
4621,643;0,00182;10;3;Einlass;
4622,644;0,00182;10;3;Einlass;
4623,645;0,00182;10;3;Einlass;
4624,646;0,00182;10;3;Einlass;
4625,647;0,00182;10;3;Einlass;
4626,647;0,00182;10;3;Einlass;
4627,648;0,00182;10;3;Einlass;
4628,649;0,00182;10;3;Einlass;
4629,649;0,00182;10;3;Einlass;
4630,65;0,00182;10;3;Einlass;
4631,651;0,00182;10;3;Einlass;
4632,652;0,00182;10;3;Einlass;
4633,653;0,00182;10;3;Einlass;
4634,653;0,00182;10;3;Einlass;
4635,655;0,00182;10;3;Einlass;
4636,655;0,00182;10;3;Einlass;
4637,656;0,00182;10;3;Einlass;
4638,657;0,00182;10;3;Einlass;
4639,659;0,00182;10;3;Einlass;
4640,659;0,00181;10;3;Einlass;
4641,661;0,00182;10;3;Einlass;
4642,662;0,00181;10;3;Einlass;
4643,663;0,00181;10;3;Einlass;
4644,664;0,00181;10;3;Einlass;
4645,664;0,00182;10;3;Einlass;
4646,664;0,00181;10;3;Einlass;
4647,666;0,00182;10;3;Einlass;
4648,666;0,00182;10;3;Einlass;
4649,667;0,00182;10;3;Einlass;
4650,667;0,00182;10;3;Einlass;
4651,668;0,00182;10;3;Einlass;
4652,669;0,00182;10;3;Einlass;
4653,669;0,00182;10;3;Einlass;
4654,67;0,00182;10;3;Einlass;
4655,67;0,00182;10;3;Einlass;
4656,671;0,00182;10;3;Einlass;
4657,672;0,00182;10;3;Einlass;
4658,672;0,00181;10;3;Einlass;
4659,673;0,0018;10;3;Einlass;
4660,673;0,00181;10;3;Einlass;
4661,673;0,00181;10;3;Einlass;
4662,673;0,00181;10;3;Einlass;
4663,673;0,00181;10;3;Einlass;
4664,673;0,00181;10;3;Einlass;
4665,675;0,00181;10;3;Einlass;
4666,676;0,0018;10;3;Einlass;
4667,676;0,00179;10;3;Einlass;
4668,679;0,00179;10;3;Einlass;
4669,679;0,0018;10;3;Einlass;
4670,681;0,00181;10;3;Einlass;
4671,681;0,00181;10;3;Einlass;
4672,683;0,00182;10;3;Einlass;
4673,684;0,00182;10;3;Einlass;
4674,686;0,00182;10;3;Einlass;
4675,687;0,00181;10;3;Einlass;
4676,688;0,0018;10;3;Einlass;
4677,689;0,00179;10;3;Einlass;
4678,689;0,00179;10;3;Einlass;
4679,691;0,00179;10;3;Einlass;
4680,691;0,00179;10;3;Einlass;
4681,693;0,00179;10;3;Einlass;
4682,695;0,0018;10;3;Einlass;
4683,696;0,00179;10;3;Einlass;
4684,696;0,00179;10;3;Einlass;
4685,697;0,00178;10;3;Einlass;
4686,698;0,00178;10;3;Einlass;
4687,699;0,00178;10;3;Einlass;
4688,7;0,00178;10;3;Einlass;
4689,702;0,00178;10;3;Einlass;
4690,703;0,00179;10;3;Einlass;
4691,704;0,00178;10;3;Einlass;
4692,704;0,00178;10;3;Einlass;
4693,706;0,00178;10;3;Einlass;
4694,706;0,0018;10;3;Einlass;
4695,707;0,00179;10;3;Einlass;
4696,708;0,00179;10;3;Einlass;
4697,709;0,00178;10;3;Einlass;
4698,71;0,00178;10;3;Einlass;
4699,711;0,00178;10;3;Einlass;
4700,712;0,00177;10;3;Einlass;
4701,713;0,00177;10;3;Einlass;
4702,713;0,00177;10;3;Einlass;
4703,715;0,00177;10;3;Einlass;
4704,715;0,00177;10;3;Einlass;
4705,716;0,00177;10;3;Einlass;
4706,718;0,00177;10;3;Einlass;
4707,718;0,00177;10;3;Einlass;
4708,719;0,00177;10;3;Einlass;
4709,719;0,00177;10;3;Einlass;
4710,719;0,00177;10;3;Einlass;
4711,721;0,00177;10;3;Einlass;
4712,721;0,00177;10;3;Einlass;
4713,722;0,00177;10;3;Einlass;
4714,722;0,00177;10;3;Einlass;
4715,723;0,00177;10;3;Einlass;
4716,724;0,00177;10;3;Einlass;
4717,724;0,00177;10;3;Einlass;
4718,724;0,00177;10;3;Einlass;
4719,726;0,00177;10;3;Einlass;
4720,726;0,00178;10;3;Einlass;
4721,727;0,00177;10;3;Einlass;
4722,727;0,00177;10;3;Einlass;
4723,728;0,00177;10;3;Einlass;
4724,728;0,00177;10;3;Einlass;
4725,73;0,00177;10;3;Einlass;
4726,73;0,00177;10;3;Einlass;
4727,73;0,00177;10;3;Einlass;
4728,731;0,00177;10;3;Einlass;
4729,731;0,00177;10;3;Einlass;
4730,732;0,00178;10;3;Einlass;
4731,733;0,00177;10;3;Einlass;
4732,734;0,00177;10;3;Einlass;
4733,735;0,00177;10;3;Einlass;
4734,735;0,00177;10;3;Einlass;
4735,735;0,00177;10;3;Einlass;
4736,736;0,00177;10;3;Einlass;
4737,736;0,00177;10;3;Einlass;
4738,737;0,00177;10;3;Einlass;
4739,738;0,00177;10;3;Einlass;
4740,739;0,00177;10;3;Einlass;
4741,74;0,00177;10;3;Einlass;
4742,74;0,00177;10;3;Einlass;
4743,74;0,00177;10;3;Einlass;
4744,742;0,00177;10;3;Einlass;
4745,742;0,00177;10;3;Einlass;
4746,744;0,00177;10;3;Einlass;
4747,746;0,00176;10;3;Einlass;
4748,747;0,00175;10;3;Einlass;
4749,747;0,00175;10;3;Einlass;
4750,748;0,00174;10;3;Einlass;
4751,748;0,00174;10;3;Einlass;
4752,75;0,00174;10;3;Einlass;
4753,75;0,00174;10;3;Einlass;
4754,75;0,00175;10;3;Einlass;
4755,751;0,00176;10;3;Einlass;
4756,753;0,00176;10;3;Einlass;
4757,754;0,00176;10;3;Einlass;
4758,755;0,00174;10;3;Einlass;
4759,756;0,00174;10;3;Einlass;
4760,758;0,00174;10;3;Einlass;
4761,759;0,00173;10;3;Einlass;
4762,76;0,00173;10;3;Einlass;
4763,76;0,00173;10;3;Einlass;
4764,761;0,00173;10;3;Einlass;
4765,761;0,00173;10;3;Einlass;
4766,762;0,00173;10;3;Einlass;
4767,762;0,00173;10;3;Einlass;
4768,763;0,00173;10;3;Einlass;
4769,765;0,00173;10;3;Einlass;
4770,766;0,00173;10;3;Einlass;
4771,768;0,00173;10;3;Einlass;
4772,769;0,00174;10;3;Einlass;
4773,77;0,00174;10;3;Einlass;
4774,771;0,00174;10;3;Einlass;
4775,773;0,00173;10;3;Einlass;
4776,774;0,00173;10;3;Einlass;
4777,775;0,00173;10;3;Einlass;
4778,775;0,00173;10;3;Einlass;
4779,775;0,00173;10;3;Einlass;
4780,776;0,00173;10;3;Einlass;
4781,778;0,00173;10;3;Einlass;
4782,778;0,00173;10;3;Einlass;
4783,779;0,00173;10;3;Einlass;
4784,779;0,00173;10;3;Einlass;
4785,779;0,00173;10;3;Einlass;
4786,78;0,00173;10;3;Einlass;
4787,781;0,00173;10;3;Einlass;
4788,781;0,00173;10;3;Einlass;
4789,782;0,00173;10;3;Einlass;
4790,783;0,00173;10;3;Einlass;
4791,784;0,00173;10;3;Einlass;
4792,785;0,00173;10;3;Einlass;
4793,785;0,00173;10;3;Einlass;
4794,786;0,00173;10;3;Einlass;
4795,787;0,00173;10;3;Einlass;
4796,787;0,00173;10;3;Einlass;
4797,788;0,00173;10;3;Einlass;
4798,789;0,00173;10;3;Einlass;
4799,791;0,00173;10;3;Einlass;
4800,791;0,00173;10;3;Einlass;
4801,792;0,00173;10;3;Einlass;
4802,794;0,00173;10;3;Einlass;
4803,795;0,00173;10;3;Einlass;
4804,796;0,00173;10;3;Einlass;
4805,796;0,00173;10;3;Einlass;
4806,796;0,00173;10;3;Einlass;
4807,797;0,00173;10;3;Einlass;
4808,798;0,00173;10;3;Einlass;
4809,798;0,00173;10;3;Einlass;
4810,799;0,00173;10;3;Einlass;
4811,801;0,00173;10;3;Einlass;
4812,802;0,00173;10;3;Einlass;
4813,803;0,00173;10;3;Einlass;
4814,804;0,00173;10;3;Einlass;
4815,806;0,00173;10;3;Einlass;
4816,807;0,00173;10;3;Einlass;
4817,807;0,00173;10;3;Einlass;
4818,808;0,00173;10;3;Einlass;
4819,808;0,00173;10;3;Einlass;
4820,809;0,00173;10;3;Einlass;
4821,81;0,00173;10;3;Einlass;
4822,812;0,00173;10;3;Einlass;
4823,813;0,00173;10;3;Einlass;
4824,815;0,00173;10;3;Einlass;
4825,815;0,00173;10;3;Einlass;
4826,815;0,00173;10;3;Einlass;
4827,816;0,00171;10;3;Einlass;
4828,817;0,0017;10;3;Einlass;
4829,818;0,0017;10;3;Einlass;
4830,819;0,00171;10;3;Einlass;
4831,82;0,00171;10;3;Einlass;
4832,82;0,00172;10;3;Einlass;
4833,821;0,00171;10;3;Einlass;
4834,823;0,0017;10;3;Einlass;
4835,824;0,00169;10;3;Einlass;
4836,826;0,00169;10;3;Einlass;
4837,826;0,00169;10;3;Einlass;
4838,827;0,00169;10;3;Einlass;
4839,828;0,0017;10;3;Einlass;
4840,828;0,00169;10;3;Einlass;
4841,829;0,0017;10;3;Einlass;
4842,83;0,0017;10;3;Einlass;
4843,831;0,00169;10;3;Einlass;
4844,833;0,0017;10;3;Einlass;
4845,834;0,00169;10;3;Einlass;
4846,835;0,00169;10;3;Einlass;
4847,836;0,00169;10;3;Einlass;
4848,836;0,00169;10;3;Einlass;
4849,838;0,00169;10;3;Einlass;
4850,838;0,00169;10;3;Einlass;
4851,839;0,00169;10;3;Einlass;
4852,84;0,00169;10;3;Einlass;
4853,841;0,00169;10;3;Einlass;1
4854,842;0,00169;10;2,5;Einlass;
4855,843;0,00169;10;2,5;Einlass;
4856,843;0,00169;10;2,5;Einlass;
4857,843;0,00169;10;2,5;Einlass;
4858,844;0,00169;10;2,5;Einlass;
4859,845;0,00169;10;2,5;Einlass;
4860,845;0,00169;10;2,5;Einlass;
4861,846;0,00169;10;2,5;Einlass;
4862,847;0,00169;10;2,5;Einlass;
4863,848;0,00169;10;2,5;Einlass;
4864,849;0,00169;10;2,5;Einlass;
4865,85;0,00169;10;2,5;Einlass;
4866,85;0,00169;10;2,5;Einlass;
4867,851;0,00169;10;2,5;Einlass;
4868,853;0,00169;10;2,5;Einlass;
4869,853;0,00169;10;2,5;Einlass;
4870,854;0,00169;10;2,5;Einlass;
4871,855;0,00169;10;2,5;Einlass;
4872,855;0,00169;10;2,5;Einlass;
4873,856;0,00168;10;2,5;Einlass;
4874,856;0,00169;10;2,5;Einlass;
4875,857;0,00169;10;2,5;Einlass;
4876,858;0,00169;10;2,5;Einlass;
4877,858;0,00169;10;2,5;Einlass;
4878,86;0,00169;10;2,5;Einlass;
4879,861;0,00169;10;2,5;Einlass;
4880,862;0,00169;10;2,5;Einlass;
4881,863;0,00169;10;2,5;Einlass;
4882,864;0,00169;10;2,5;Einlass;
4883,865;0,00169;10;2,5;Einlass;
4884,866;0,00169;10;2,5;Einlass;
4885,867;0,00169;10;2,5;Einlass;
4886,868;0,00169;10;2,5;Einlass;
4887,869;0,00169;10;2,5;Einlass;
4888,869;0,00168;10;2,5;Einlass;
4889,87;0,00167;10;2,5;Einlass;
4890,871;0,00167;10;2,5;Einlass;
4891,871;0,00168;10;2,5;Einlass;
4892,872;0,00168;10;2,5;Einlass;
4893,872;0,00168;10;2,5;Einlass;
4894,873;0,00168;10;2,5;Einlass;
4895,875;0,00166;10;2,5;Einlass;
4896,876;0,00167;10;2,5;Einlass;
4897,876;0,00167;10;2,5;Einlass;
4898,876;0,00167;10;2,5;Einlass;
4899,877;0,00167;10;2,5;Einlass;
4900,879;0,00166;10;2,5;Einlass;
4901,88;0,00166;10;2,5;Einlass;
4902,881;0,00166;10;2,5;Einlass;
4903,881;0,00167;10;2,5;Einlass;
4904,881;0,00168;10;2,5;Einlass;
4905,881;0,00168;10;2,5;Einlass;
4906,882;0,00169;10;2,5;Einlass;
4907,882;0,00168;10;2,5;Einlass;
4908,883;0,00166;10;2,5;Einlass;
4909,885;0,00166;10;2,5;Einlass;
4910,885;0,00166;10;2,5;Einlass;
4911,886;0,00166;10;2,5;Einlass;
4912,887;0,00166;10;2,5;Einlass;
4913,888;0,00166;10;2,5;Einlass;
4914,889;0,00165;10;2,5;Einlass;
4915,89;0,00166;10;2,5;Einlass;
4916,89;0,00165;10;2,5;Einlass;
4917,892;0,00165;10;2,5;Einlass;
4918,893;0,00166;10;2,5;Einlass;
4919,893;0,00165;10;2,5;Einlass;
4920,894;0,00165;10;2,5;Einlass;
4921,895;0,00165;10;2,5;Einlass;
4922,895;0,00165;10;2,5;Einlass;
4923,897;0,00165;10;2,5;Einlass;
4924,898;0,00165;10;2,5;Einlass;
4925,898;0,00165;10;2,5;Einlass;
4926,899;0,00165;10;2,5;Einlass;
4927,9;0,00165;10;2,5;Einlass;
4928,901;0,00165;10;2,5;Einlass;
4929,903;0,00165;10;2,5;Einlass;
4930,903;0,00165;10;2,5;Einlass;
4931,904;0,00165;10;2,5;Einlass;
4932,905;0,00165;10;2,5;Einlass;
4933,905;0,00165;10;2,5;Einlass;
4934,906;0,00165;10;2,5;Einlass;
4935,906;0,00165;10;2,5;Einlass;
4936,907;0,00165;10;2,5;Einlass;
4937,908;0,00165;10;2,5;Einlass;
4938,91;0,00164;10;2,5;Einlass;
4939,91;0,00164;10;2,5;Einlass;
4940,911;0,00165;10;2,5;Einlass;
4941,911;0,00165;10;2,5;Einlass;
4942,912;0,00165;10;2,5;Einlass;
4943,913;0,00165;10;2,5;Einlass;
4944,914;0,00165;10;2,5;Einlass;
4945,915;0,00164;10;2,5;Einlass;
4946,915;0,00164;10;2,5;Einlass;
4947,916;0,00165;10;2,5;Einlass;
4948,916;0,00165;10;2,5;Einlass;
4949,916;0,00165;10;2,5;Einlass;
4950,918;0,00165;10;2,5;Einlass;
4951,919;0,00165;10;2,5;Einlass;
4952,92;0,00165;10;2,5;Einlass;
4953,921;0,00165;10;2,5;Einlass;
4954,921;0,00165;10;2,5;Einlass;
4955,922;0,00165;10;2,5;Einlass;
4956,923;0,00164;10;2,5;Einlass;
4957,923;0,00164;10;2,5;Einlass;
4958,924;0,00164;10;2,5;Einlass;
4959,926;0,00165;10;2,5;Einlass;
4960,926;0,00165;10;2,5;Einlass;
4961,926;0,00165;10;2,5;Einlass;
4962,927;0,00165;10;2,5;Einlass;
4963,929;0,00165;10;2,5;Einlass;
4964,929;0,00165;10;2,5;Einlass;
4965,93;0,00165;10;2,5;Einlass;
4966,932;0,00165;10;2,5;Einlass;
4967,932;0,00165;10;2,5;Einlass;
4968,932;0,00165;10;2,5;Einlass;
4969,934;0,00165;10;2,5;Einlass;
4970,935;0,00165;10;2,5;Einlass;
4971,935;0,00165;10;2,5;Einlass;
4972,936;0,00165;10;2,5;Einlass;
4973,936;0,00165;10;2,5;Einlass;
4974,938;0,00165;10;2,5;Einlass;
4975,939;0,00164;10;2,5;Einlass;
4976,939;0,00163;10;2,5;Einlass;
4977,94;0,00164;10;2,5;Einlass;
4978,94;0,00164;10;2,5;Einlass;
4979,941;0,00164;10;2,5;Einlass;
4980,942;0,00164;10;2,5;Einlass;
4981,943;0,00164;10;2,5;Einlass;
4982,944;0,00165;10;2,5;Einlass;
4983,945;0,00165;10;2,5;Einlass;
4984,946;0,00165;10;2,5;Einlass;
4985,948;0,00165;10;2,5;Einlass;
4986,948;0,00164;10;2,5;Einlass;
4987,949;0,00163;10;2,5;Einlass;
4988,95;0,00163;10;2,5;Einlass;
4989,951;0,00164;10;2,5;Einlass;
4990,952;0,00164;10;2,5;Einlass;
4991,953;0,00163;10;2,5;Einlass;
4992,954;0,00163;10;2,5;Einlass;
4993,956;0,00164;10;2,5;Einlass;
4994,956;0,00163;10;2,5;Einlass;
4995,957;0,00163;10;2,5;Einlass;
4996,959;0,00162;10;2,5;Einlass;
4997,96;0,00162;10;2,5;Einlass;
4998,961;0,00163;10;2,5;Einlass;
4999,961;0,00164;10;2,5;Einlass;
5000,963;0,00164;10;2,5;Einlass;
5001,963;0,00164;10;2,5;Einlass;
5002,964;0,00165;10;2,5;Einlass;
5003,965;0,00163;10;2,5;Einlass;
5004,967;0,00162;10;2,5;Einlass;
5005,967;0,00162;10;2,5;Einlass;
5006,968;0,00161;10;2,5;Einlass;
5007,968;0,00161;10;2,5;Einlass;
5008,969;0,00161;10;2,5;Einlass;
5009,97;0,00162;10;2,5;Einlass;
5010,971;0,00163;10;2,5;Einlass;
5011,972;0,00164;10;2,5;Einlass;
5012,972;0,00164;10;2,5;Einlass;
5013,972;0,00164;10;2,5;Einlass;
5014,973;0,00163;10;2,5;Einlass;
5015,974;0,00163;10;2,5;Einlass;
5016,974;0,00163;10;2,5;Einlass;
5017,974;0,00164;10;2,5;Einlass;
5018,976;0,00162;10;2,5;Einlass;
5019,976;0,00162;10;2,5;Einlass;
5020,978;0,00162;10;2,5;Einlass;
5021,978;0,00163;10;2,5;Einlass;
5022,979;0,00162;10;2,5;Einlass;
5023,981;0,00161;10;2,5;Einlass;
5024,982;0,00161;10;2,5;Einlass;
5025,984;0,00161;10;2,5;Einlass;
5026,985;0,00161;10;2,5;Einlass;
5027,986;0,00161;10;2,5;Einlass;
5028,986;0,00161;10;2,5;Einlass;
5029,987;0,0016;10;2,5;Einlass;
5030,988;0,0016;10;2,5;Einlass;
5031,989;0,0016;10;2,5;Einlass;
5032,99;0,0016;10;2,5;Einlass;
5033,991;0,0016;10;2,5;Einlass;
5034,991;0,0016;10;2,5;Einlass;
5035,993;0,0016;10;2,5;Einlass;
5036,994;0,0016;10;2,5;Einlass;
5037,995;0,0016;10;2,5;Einlass;
5038,995;0,0016;10;2,5;Einlass;
5039,995;0,0016;10;2,5;Einlass;
5040,996;0,0016;10;2,5;Einlass;
5041,996;0,0016;10;2,5;Einlass;
5042,998;0,0016;10;2,5;Einlass;
5044;0,0016;10;2,5;Einlass;
5045;0,0016;10;2,5;Einlass;
5046,002;0,0016;10;2,5;Einlass;
5047,003;0,00161;10;2,5;Einlass;
5048,004;0,00161;10;2,5;Einlass;
5049,005;0,0016;10;2,5;Einlass;
5050,006;0,0016;10;2,5;Einlass;
5051,007;0,0016;10;2,5;Einlass;
5052,008;0,0016;10;2,5;Einlass;
5053,009;0,0016;10;2,5;Einlass;
5054,009;0,00161;10;2,5;Einlass;
5055,01;0,00161;10;2,5;Einlass;
5056,012;0,00161;10;2,5;Einlass;
5057,013;0,00161;10;2,5;Einlass;
5058,014;0,0016;10;2,5;Einlass;
5059,015;0,0016;10;2,5;Einlass;
5060,016;0,0016;10;2,5;Einlass;
5061,016;0,0016;10;2,5;Einlass;
5062,016;0,0016;10;2,5;Einlass;
5063,016;0,0016;10;2,5;Einlass;
5064,018;0,0016;10;2,5;Einlass;
5065,018;0,0016;10;2,5;Einlass;
5066,018;0,0016;10;2,5;Einlass;
5067,019;0,00159;10;2,5;Einlass;
5068,02;0,0016;10;2,5;Einlass;
5069,021;0,0016;10;2,5;Einlass;
5070,022;0,0016;10;2,5;Einlass;
5071,022;0,0016;10;2,5;Einlass;
