Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;958,70000;10,0;0.0;;0, 9,5870E+02,2, 1,3652E+00,5, 1,0000E+03
1,003;958,71000;10,0;0.0;;0, 9,5871E+02,2, 1,3652E+00,5, 1,0000E+03
2,004;958,70000;10,0;0.0;;0, 9,5870E+02,2, 1,3652E+00,5, 1,0000E+03
3,012;958,71000;10,0;0.0;;0, 9,5871E+02,2, 1,3652E+00,5, 1,0000E+03
4,016;958,71000;10,0;0.0;;0, 9,5871E+02,2, 1,3652E+00,5, 1,0000E+03
5,017;958,70000;10,0;0.0;;0, 9,5870E+02,2, 1,3652E+00,5, 1,0000E+03
6,022;955,77000;10,0;0.0;;0, 9,5577E+02,2, 1,3652E+00,5, 1,0000E+03
7,026;751,18000;10,0;0.0;;0, 7,5118E+02,2, 1,3652E+00,5, 1,0000E+03
8,029;645,48000;10,0;0.0;;0, 6,4548E+02,2, 1,3652E+00,5, 1,0000E+03
9,029;583,17000;10,0;0.0;;0, 5,8317E+02,2, 1,3652E+00,5, 1,0000E+03
10,034;537,98000;10,0;0.0;;0, 5,3798E+02,2, 1,3652E+00,5, 1,0000E+03
11,039;504,20000;10,0;0.0;;0, 5,0420E+02,2, 1,3652E+00,5, 1,0000E+03
12,044;478,52000;10,0;0.0;;0, 4,7852E+02,2, 1,3652E+00,5, 1,0000E+03
13,045;458,81000;10,0;0.0;;0, 4,5881E+02,2, 1,3652E+00,5, 1,0000E+03
14,047;443,66000;10,0;0.0;;0, 4,4366E+02,2, 1,3652E+00,5, 1,0000E+03
15,055;432,26000;10,0;0.0;;0, 4,3226E+02,2, 1,3652E+00,5, 1,0000E+03
16,062;423,19000;10,0;0.0;;0, 4,2319E+02,2, 1,3652E+00,5, 1,0000E+03
17,068;416,42000;10,0;0.0;;0, 4,1642E+02,2, 1,3652E+00,5, 1,0000E+03
18,073;411,12000;5,27;7,20;;0, 4,1112E+02,2, 1,3652E+00,5, 1,0000E+03
19,074;406,97000;5,32;7,20;;0, 4,0697E+02,2, 1,3652E+00,5, 1,0000E+03
20,078;404,01000;5,36;7,20;;0, 4,0401E+02,2, 1,3652E+00,5, 1,0000E+03
21,079;401,68000;5,39;7,20;;0, 4,0168E+02,2, 1,3652E+00,5, 1,0000E+03
22,086;400,23000;5,41;7,20;;0, 4,0023E+02,2, 1,3652E+00,5, 1,0000E+03
23,092;398,74000;5,43;7,20;;0, 3,9874E+02,2, 1,3652E+00,5, 1,0000E+03
24,098;397,43000;5,45;7,20;;0, 3,9743E+02,2, 1,3652E+00,5, 1,0000E+03
25,103;396,36000;5,47;7,20;;0, 3,9636E+02,2, 1,3652E+00,5, 1,0000E+03
26,108;395,56000;5,48;7,20;;0, 3,9556E+02,2, 1,3652E+00,5, 1,0000E+03
27,113;394,89000;5,49;7,20;;0, 3,9489E+02,2, 1,3652E+00,5, 1,0000E+03
28,123;394,34000;5,49;7,20;;0, 3,9434E+02,2, 1,3652E+00,5, 1,0000E+03
29,123;393,98000;5,50;7,20;;0, 3,9398E+02,2, 1,3652E+00,5, 1,0000E+03
30,124;393,69000;5,50;7,20;;0, 3,9369E+02,2, 1,3652E+00,5, 1,0000E+03
31,125;393,46000;5,51;7,21;;0, 3,9346E+02,2, 1,3652E+00,5, 1,0000E+03
32,125;393,31000;5,51;7,21;;0, 3,9331E+02,2, 1,3652E+00,5, 1,0000E+03
33,128;393,17000;5,51;7,21;;0, 3,9317E+02,2, 1,3652E+00,5, 1,0000E+03
34,133;393,04000;5,51;7,21;;0, 3,9304E+02,2, 1,3652E+00,5, 1,0000E+03
35,134;392,95000;5,51;7,21;;0, 3,9295E+02,2, 1,3652E+00,5, 1,0000E+03
36,136;392,90000;5,51;7,21;;0, 3,9290E+02,2, 1,3652E+00,5, 1,0000E+03
37,141;392,88000;5,51;7,21;;0, 3,9288E+02,2, 1,3652E+00,5, 1,0000E+03
38,145;392,84000;5,51;7,21;;0, 3,9284E+02,2, 1,3652E+00,5, 1,0000E+03
39,153;392,81000;5,51;7,21;;0, 3,9281E+02,2, 1,3652E+00,5, 1,0000E+03
40,154;392,80000;5,51;7,21;;0, 3,9280E+02,2, 1,3652E+00,5, 1,0000E+03
41,155;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
42,156;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
43,161;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
44,167;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
45,175;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
46,178;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
47,179;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
48,180;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
49,189;392,79000;5,51;7,21;;0, 3,9279E+02,2, 1,3652E+00,5, 1,0000E+03
50,189;392,81000;5,51;7,21;;0, 3,9281E+02,2, 1,3652E+00,5, 1,0000E+03
51,198;392,83000;5,51;7,21;;0, 3,9283E+02,2, 1,3652E+00,5, 1,0000E+03
52,207;392,85000;5,51;7,21;;0, 3,9285E+02,2, 1,3652E+00,5, 1,0000E+03
53,210;392,87000;5,51;7,21;;0, 3,9287E+02,2, 1,3652E+00,5, 1,0000E+03
54,218;392,91000;5,51;7,21;;0, 3,9291E+02,2, 1,3652E+00,5, 1,0000E+03
55,224;392,95000;5,51;7,22;;0, 3,9295E+02,2, 1,3652E+00,5, 1,0000E+03
