Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
0,000;966,26000;10,00;0,00;-5,28334;
1,010;966,25000;10,00;0,00;-5,28334;
2,019;966,26000;10,00;0,00;-5,28334;
3,023;966,26000;10,00;0,00;-5,28334;
4,025;966,25000;10,00;0,00;-5,28334;
5,032;966,28000;10,00;0,00;-5,28335;
6,042;966,30000;10,00;0,00;-5,28336;
7,052;966,30000;10,00;0,00;-5,28336;
8,063;966,28000;10,00;0,00;-5,28335;
9,068;965,96000;10,00;0,00;-5,28318;
10,073;789,01000;10,00;0,00;-5,17485;
11,081;594,18000;10,00;0,00;-5,02303;
12,088;472,08000;10,00;0,07;-4,89989;
13,090;378,59000;10,00;0,19;-4,78174;
14,097;305,07000;10,00;0,31;-4,66615;
15,098;246,86000;10,00;0,42;-4,55281;
16,100;200,69000;10,00;0,53;-4,44197;
17,106;163,96000;10,00;0,64;-4,33375;
18,113;134,05000;10,00;0,75;-4,22593;
19,123;109,86000;10,00;0,85;-4,11940;
20,126;90,33600;10,00;0,96;-4,01465;
21,127;74,38500;10,00;1,06;-3,91064;
22,130;61,59300;10,00;1,16;-3,80962;
23,140;50,94000;10,00;1,27;-3,70796;
24,148;42,19400;10,00;1,37;-3,60711;
25,156;35,03400;10,00;1,47;-3,50756;
26,157;29,24700;10,00;1,56;-3,41091;
27,168;24,34900;10,00;1,66;-3,31279;
28,175;20,32500;10,00;1,76;-3,21609;
29,177;17,35400;10,00;1,84;-3,13149;
30,187;14,66400;10,00;1,93;-3,04133;
31,189;12,65700;10,00;2,01;-2,96253;
32,191;11,31700;10,00;2,07;-2,90262;
33,194;9,86890;10,00;2,14;-2,82933;
34,196;8,55180;10,00;2,22;-2,75264;
35,204;7,42750;10,00;2,30;-2,67718;
36,208;6,48230;10,00;2,37;-2,60432;
37,208;5,64120;10,00;2,44;-2,52992;
38,217;4,93690;10,00;2,51;-2,45852;
39,218;4,37730;10,00;2,58;-2,39412;
40,222;3,84410;10,00;2,65;-2,32458;
41,225;3,39110;10,00;2,72;-2,25746;
42,226;3,04100;10,00;2,77;-2,19913;
43,228;2,71300;10,00;2,84;-2,13803;
44,231;2,48660;10,00;2,88;-2,09138;
45,236;2,18520;10,00;2,95;-2,02221;
46,246;1,94790;10,00;3,01;-1,96067;
47,253;1,74780;10,00;3,07;-1,90264;
48,260;1,56600;10,00;3,13;-1,84384;
49,263;1,40970;10,00;3,19;-1,78755;
50,267;1,29280;10,00;3,23;-1,74121;
51,273;1,14870;10,00;3,30;-1,67794;
52,277;1,06320;10,00;3,34;-1,63654;
53,283;0,97849;10,00;3,38;-1,59209;
54,286;0,90183;10,00;3,43;-1,54841;
55,297;0,83315;10,00;3,47;-1,50601;
56,301;0,78702;10,00;3,50;-1,47552;
57,308;0,74313;10,00;3,53;-1,44480;
58,309;0,73284;10,00;3,54;-1,43733;
59,314;0,69322;10,00;3,57;-1,40758;
60,316;0,65617;10,00;3,60;-1,37817;
61,322;0,61458;10,00;3,63;-1,34312;
62,331;0,47395;10,00;3,77;-1,20402;
63,340;0,44083;10,00;3,81;-1,16524;
64,342;0,41092;10,00;3,85;-1,12762;
65,345;0,38395;10,00;3,88;-1,09128;
66,346;0,35958;10,00;3,92;-1,05618;
67,350;0,33752;10,00;3,95;-1,02228;
68,351;0,31749;10,00;3,98;-0,98953;
69,361;0,29931;10,00;4,02;-0,95796;
70,369;0,28302;10,00;4,05;-0,92801;
71,378;0,26829;10,00;4,07;-0,89939;
72,381;0,25685;10,00;4,10;-0,87606;
73,383;0,24838;10,00;4,12;-0,85811;
74,388;0,24171;10,00;4,13;-0,84354;
75,395;0,23665;10,00;4,14;-0,83222;
76,398;0,23329;10,00;4,15;-0,82456;
77,408;0,23145;10,00;4,15;-0,82032;
78,415;0,23089;10,00;4,15;-0,81902;
79,425;0,23163;10,00;4,15;-0,82074;
80,432;0,23372;10,00;4,15;-0,82555;
81,435;0,23868;10,00;4,14;-0,83679;
82,444;0,24476;10,00;4,12;-0,85025;
83,448;0,25192;10,00;4,11;-0,86569;
84,454;0,25945;10,00;4,09;-0,88146;
85,463;0,26672;10,00;4,08;-0,89625;
86,472;0,27401;10,00;4,06;-0,91069;
87,473;0,27995;10,00;4,05;-0,92217;
88,476;0,28454;10,00;4,04;-0,93087;
89,478;0,28820;10,00;4,04;-0,93772;
90,483;0,29071;10,00;4,03;-0,94236;
91,490;0,29207;10,00;4,03;-0,94486;
92,497;0,29202;10,00;4,03;-0,94476;
93,500;0,28873;10,00;4,03;-0,93870;
94,508;0,28249;10,00;4,05;-0,92700;
95,511;0,27403;10,00;4,06;-0,91073;
96,513;0,26387;10,00;4,08;-0,89050;
97,523;0,25267;10,00;4,11;-0,86728;
98,532;0,24132;10,00;4,13;-0,84268;
99,540;0,22999;10,00;4,16;-0,81693;
100,542;0,21921;10,00;4,18;-0,79123;
101,544;0,20923;10,00;4,21;-0,76629;
102,547;0,20010;10,00;4,23;-0,74240;
103,553;0,19195;10,00;4,25;-0,72014;
104,562;0,18458;10,00;4,27;-0,69918;
105,567;0,17785;10,00;4,29;-0,67930;
106,576;0,17178;10,00;4,31;-0,66071;
107,581;0,16657;10,00;4,33;-0,64422;
108,583;0,16248;10,00;4,34;-0,63091;
109,590;0,15983;10,00;4,35;-0,62211;
110,599;0,15868;10,00;4,36;-0,61824;
111,602;0,16014;10,00;4,35;-0,62315;
112,606;0,16505;10,00;4,33;-0,63931;
113,617;0,17363;10,00;4,31;-0,66644;
114,617;0,18498;10,00;4,27;-0,70034;
115,620;0,20030;10,00;4,23;-0,74294;
116,628;0,21882;10,00;4,18;-0,79028;
117,633;0,24035;10,00;4,13;-0,84052;
118,639;0,26410;10,00;4,08;-0,89097;
119,640;0,28908;10,00;4,03;-0,93935;
120,641;0,31575;10,00;3,99;-0,98659;
121,647;0,34229;10,00;3,94;-1,02980;
122,648;0,36681;10,00;3,91;-1,06683;
123,653;0,38729;10,00;3,88;-1,09592;
124,658;0,40048;10,00;3,86;-1,11385;
125,668;0,40381;10,00;3,86;-1,11828;
126,673;0,39606;10,00;3,87;-1,10791;
127,679;0,37972;10,00;3,89;-1,08535;
128,680;0,35850;10,00;3,92;-1,05457;
129,685;0,33561;10,00;3,95;-1,01924;
130,686;0,31298;10,00;3,99;-0,98187;
131,695;0,29158;10,00;4,03;-0,94396;
132,701;0,27188;10,00;4,07;-0,90651;
133,708;0,25408;10,00;4,10;-0,87026;
134,712;0,23818;10,00;4,14;-0,83566;
135,715;0,22387;10,00;4,17;-0,80249;
136,716;0,21104;10,00;4,20;-0,77090;
137,718;0,19956;10,00;4,23;-0,74096;
138,722;0,18927;10,00;4,26;-0,71262;
139,728;0,18005;10,00;4,29;-0,68588;
140,738;0,17190;10,00;4,31;-0,66108;
141,745;0,16460;10,00;4,34;-0,63785;
142,754;0,15795;10,00;4,36;-0,61578;
143,763;0,15201;10,00;4,38;-0,59526;
144,771;0,14677;10,00;4,40;-0,57648;
145,773;0,14243;10,00;4,41;-0,56041;
146,779;0,13941;10,00;4,42;-0,54893;
147,789;0,13794;10,00;4,43;-0,54326;
148,794;0,13849;10,00;4,43;-0,54539;
149,795;0,14415;10,00;4,41;-0,56683;
150,796;0,15496;10,00;4,37;-0,60554;
151,800;0,17077;10,00;4,32;-0,65755;
152,806;0,19129;10,00;4,26;-0,71830;
153,813;0,21695;10,00;4,19;-0,78569;
154,816;0,24717;10,00;4,12;-0,85550;
155,825;0,28129;10,00;4,05;-0,92472;
156,834;0,31857;10,00;3,98;-0,99135;
157,844;0,35742;10,00;3,92;-1,05295;
158,844;0,39589;10,00;3,87;-1,10768;
159,845;0,43186;10,00;3,82;-1,15423;
160,845;0,46453;10,00;3,78;-1,19327;
161,853;0,49130;10,00;3,75;-1,22326;
162,854;0,50619;10,00;3,73;-1,23925;
163,862;0,50448;10,00;3,74;-1,23744;
164,870;0,48696;10,00;3,75;-1,21851;
165,874;0,46029;10,00;3,79;-1,18836;
