Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;960,61000;10,0;0.0;;0, 9,6061E+02,2, 1,3652E+00,5, 1,0000E+03
1,002;960,61000;10,0;0.0;;0, 9,6061E+02,2, 1,3652E+00,5, 1,0000E+03
2,006;960,57000;10,0;0.0;;0, 9,6057E+02,2, 1,3652E+00,5, 1,0000E+03
3,010;960,57000;10,0;0.0;;0, 9,6057E+02,2, 1,3652E+00,5, 1,0000E+03
4,021;960,57000;10,0;0.0;;0, 9,6057E+02,2, 1,3652E+00,5, 1,0000E+03
5,021;960,57000;10,0;0.0;;0, 9,6057E+02,2, 1,3652E+00,5, 1,0000E+03
6,022;960,57000;10,0;0.0;;0, 9,6057E+02,2, 1,3652E+00,5, 1,0000E+03
7,028;960,56000;10,0;0.0;;0, 9,6056E+02,2, 1,3652E+00,5, 1,0000E+03
8,029;960,56000;10,0;0.0;;0, 9,6056E+02,2, 1,3652E+00,5, 1,0000E+03
9,039;960,56000;10,0;0.0;;0, 9,6056E+02,2, 1,3652E+00,5, 1,0000E+03
10,043;960,56000;10,0;0.0;;0, 9,6056E+02,2, 1,3652E+00,5, 1,0000E+03
11,044;960,56000;10,0;0.0;;0, 9,6056E+02,2, 1,3652E+00,5, 1,0000E+03
12,052;960,54000;10,0;0.0;;0, 9,6054E+02,2, 1,3652E+00,5, 1,0000E+03
13,052;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
14,059;960,53000;10,0;0.0;;0, 9,6053E+02,2, 1,3652E+00,5, 1,0000E+03
15,062;960,53000;10,0;0.0;;0, 9,6053E+02,2, 1,3652E+00,5, 1,0000E+03
16,066;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
17,066;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
18,075;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
19,084;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
20,094;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
21,102;960,51000;10,0;0.0;;0, 9,6051E+02,2, 1,3652E+00,5, 1,0000E+03
22,105;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
23,114;960,52000;10,0;0.0;;0, 9,6052E+02,2, 1,3652E+00,5, 1,0000E+03
24,115;960,49000;10,0;0.0;;0, 9,6049E+02,2, 1,3652E+00,5, 1,0000E+03
25,120;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
26,128;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
27,133;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
28,136;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
29,140;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
30,148;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
31,150;960,48000;10,0;0.0;;0, 9,6048E+02,2, 1,3652E+00,5, 1,0000E+03
32,153;960,47000;10,0;0.0;;0, 9,6047E+02,2, 1,3652E+00,5, 1,0000E+03
33,163;960,47000;10,0;0.0;;0, 9,6047E+02,2, 1,3652E+00,5, 1,0000E+03
34,169;960,47000;10,0;0.0;;0, 9,6047E+02,2, 1,3652E+00,5, 1,0000E+03
35,178;960,47000;10,0;0.0;;0, 9,6047E+02,2, 1,3652E+00,5, 1,0000E+03
36,188;960,45000;10,0;0.0;;0, 9,6045E+02,2, 1,3652E+00,5, 1,0000E+03
37,191;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
38,192;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
39,195;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
40,199;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
41,201;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
42,211;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
43,215;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
44,224;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
45,231;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
46,236;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
47,243;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
48,244;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
49,249;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
50,254;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
51,256;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
52,262;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
53,269;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
54,272;960,43000;10,0;0.0;;0, 9,6043E+02,2, 1,3652E+00,5, 1,0000E+03
55,282;960,44000;10,0;0.0;;0, 9,6044E+02,2, 1,3652E+00,5, 1,0000E+03
56,288;960,42000;10,0;0.0;;0, 9,6042E+02,2, 1,3652E+00,5, 1,0000E+03
57,295;960,13000;10,0;0.0;;0, 9,6013E+02,2, 1,3652E+00,5, 1,0000E+03
