Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;959,17000;10,0;6,10;;0, 9,5917E+02,2, 1,3652E+00,5, 1,0000E+03
1,002;959,17000;10,0;6,10;;0, 9,5917E+02,2, 1,3652E+00,5, 1,0000E+03
2,010;959,09000;10,0;6,10;;0, 9,5909E+02,2, 1,3652E+00,5, 1,0000E+03
3,018;890,97000;10,0;6,10;;0, 8,9097E+02,2, 1,3652E+00,5, 1,0000E+03
4,026;651,15000;10,0;6,10;;0, 6,5115E+02,2, 1,3652E+00,5, 1,0000E+03
5,033;527,03000;10,0;6,10;;0, 5,2703E+02,2, 1,3652E+00,5, 1,0000E+03
6,043;435,81000;10,0;6,10;;0, 4,3581E+02,2, 1,3652E+00,5, 1,0000E+03
7,043;365,18000;10,0;6,10;;0, 3,6518E+02,2, 1,3652E+00,5, 1,0000E+03
8,052;309,86000;10,0;6,10;;0, 3,0986E+02,2, 1,3652E+00,5, 1,0000E+03
9,056;266,32000;10,0;6,10;;0, 2,6632E+02,2, 1,3652E+00,5, 1,0000E+03
10,062;232,19000;10,0;6,10;;0, 2,3219E+02,2, 1,3652E+00,5, 1,0000E+03
11,069;205,02000;10,0;6,10;;0, 2,0502E+02,2, 1,3652E+00,5, 1,0000E+03
12,073;183,40000;10,0;6,10;;0, 1,8340E+02,2, 1,3652E+00,5, 1,0000E+03
13,081;166,15000;10,0;6,10;;0, 1,6615E+02,2, 1,3652E+00,5, 1,0000E+03
14,092;152,29000;10,0;6,10;;0, 1,5229E+02,2, 1,3652E+00,5, 1,0000E+03
15,094;141,33000;10,0;6,10;;0, 1,4133E+02,2, 1,3652E+00,5, 1,0000E+03
16,103;132,26000;10,0;6,10;;0, 1,3226E+02,2, 1,3652E+00,5, 1,0000E+03
17,110;125,28000;10,0;6,10;;0, 1,2528E+02,2, 1,3652E+00,5, 1,0000E+03
18,119;119,54000;10,0;6,10;;0, 1,1954E+02,2, 1,3652E+00,5, 1,0000E+03
19,119;114,77000;10,0;6,10;;0, 1,1477E+02,2, 1,3652E+00,5, 1,0000E+03
20,128;111,10000;10,0;6,10;;0, 1,1110E+02,2, 1,3652E+00,5, 1,0000E+03
21,133;108,28000;10,0;6,10;;0, 1,0828E+02,2, 1,3652E+00,5, 1,0000E+03
22,133;106,20000;10,0;6,10;;0, 1,0620E+02,2, 1,3652E+00,5, 1,0000E+03
23,143;104,70000;8,31;6,06;;0, 1,0470E+02,2, 1,3652E+00,5, 1,0000E+03
24,145;103,07000;8,44;5,98;;0, 1,0307E+02,2, 1,3652E+00,5, 1,0000E+03
25,154;101,43000;8,58;5,94;;0, 1,0143E+02,2, 1,3652E+00,5, 1,0000E+03
26,161;98,04700;8,73;5,92;;0, 9,8047E+01,2, 1,3652E+00,5, 1,0000E+03
27,165;92,67300;9,03;6,00;;0, 9,2673E+01,2, 1,3652E+00,5, 1,0000E+03
28,170;87,80600;9,50;6,20;;0, 8,7806E+01,2, 1,3652E+00,5, 1,0000E+03
29,178;84,38900;9,93;6,24;;0, 8,4389E+01,2, 1,3652E+00,5, 1,0000E+03
30,185;84,43600;10,00;6,28;;0, 8,4436E+01,2, 1,3652E+00,5, 1,0000E+03
31,192;89,14100;10,00;6,28;;0, 8,9141E+01,2, 1,3652E+00,5, 1,0000E+03
32,202;95,00800;9,82;6,23;;0, 9,5008E+01,2, 1,3652E+00,5, 1,0000E+03
33,208;100,02000;9,30;6,27;;0, 1,0002E+02,2, 1,3652E+00,5, 1,0000E+03
34,215;103,71000;8,85;6,22;;0, 1,0371E+02,2, 1,3652E+00,5, 1,0000E+03
35,217;105,73000;8,53;6,11;;0, 1,0573E+02,2, 1,3652E+00,5, 1,0000E+03
36,226;107,40000;8,35;6,06;;0, 1,0740E+02,2, 1,3652E+00,5, 1,0000E+03
37,236;108,28000;8,20;6,05;;0, 1,0828E+02,2, 1,3652E+00,5, 1,0000E+03
38,236;107,05000;8,12;6,04;;0, 1,0705E+02,2, 1,3652E+00,5, 1,0000E+03
39,246;103,05000;8,23;6,05;;0, 1,0305E+02,2, 1,3652E+00,5, 1,0000E+03
40,256;99,67200;8,58;6,03;;0, 9,9672E+01,2, 1,3652E+00,5, 1,0000E+03
41,265;96,87700;8,88;6,07;;0, 9,6877E+01,2, 1,3652E+00,5, 1,0000E+03
42,275;95,02700;9,13;6,16;;0, 9,5027E+01,2, 1,3652E+00,5, 1,0000E+03
43,277;93,29800;9,29;6,28;;0, 9,3298E+01,2, 1,3652E+00,5, 1,0000E+03
44,287;91,99600;9,45;6,19;;0, 9,1996E+01,2, 1,3652E+00,5, 1,0000E+03
45,289;92,63900;9,56;6,20;;0, 9,2639E+01,2, 1,3652E+00,5, 1,0000E+03
46,290;97,75700;9,51;6,20;;0, 9,7757E+01,2, 1,3652E+00,5, 1,0000E+03
47,299;100,12000;9,05;6,19;;0, 1,0012E+02,2, 1,3652E+00,5, 1,0000E+03
48,308;101,14000;8,84;6,16;;0, 1,0114E+02,2, 1,3652E+00,5, 1,0000E+03
49,308;102,15000;8,75;6,13;;0, 1,0215E+02,2, 1,3652E+00,5, 1,0000E+03
50,318;103,20000;8,66;6,08;;0, 1,0320E+02,2, 1,3652E+00,5, 1,0000E+03
51,323;103,74000;8,57;6,00;;0, 1,0374E+02,2, 1,3652E+00,5, 1,0000E+03
52,332;103,33000;8,52;5,92;;0, 1,0333E+02,2, 1,3652E+00,5, 1,0000E+03
53,332;101,75000;8,56;5,86;;0, 1,0175E+02,2, 1,3652E+00,5, 1,0000E+03
54,334;98,80700;8,70;5,84;;0, 9,8807E+01,2, 1,3652E+00,5, 1,0000E+03
55,344;92,66700;8,96;5,89;;0, 9,2667E+01,2, 1,3652E+00,5, 1,0000E+03
56,360;85,05300;9,50;6,20;;0, 8,5053E+01,2, 1,3652E+00,5, 1,0000E+03
57,367;79,46800;10,00;6,27;;0, 7,9468E+01,2, 1,3652E+00,5, 1,0000E+03
58,377;75,88800;10,00;6,33;;0, 7,5888E+01,2, 1,3652E+00,5, 1,0000E+03
59,378;79,40700;10,00;6,36;;0, 7,9407E+01,2, 1,3652E+00,5, 1,0000E+03
60,380;86,99600;10,00;6,33;;0, 8,6996E+01,2, 1,3652E+00,5, 1,0000E+03
61,385;95,46800;10,00;6,25;;0, 9,5468E+01,2, 1,3652E+00,5, 1,0000E+03
62,391;103,41000;9,26;6,26;;0, 1,0341E+02,2, 1,3652E+00,5, 1,0000E+03
63,398;109,28000;8,55;6,11;;0, 1,0928E+02,2, 1,3652E+00,5, 1,0000E+03
64,407;112,08000;8,03;6,03;;0, 1,1208E+02,2, 1,3652E+00,5, 1,0000E+03
65,417;113,23000;7,78;6,00;;0, 1,1323E+02,2, 1,3652E+00,5, 1,0000E+03
66,424;112,75000;7,68;5,99;;0, 1,1275E+02,2, 1,3652E+00,5, 1,0000E+03
67,425;107,99000;7,73;5,99;;0, 1,0799E+02,2, 1,3652E+00,5, 1,0000E+03
68,435;102,26000;8,15;6,04;;0, 1,0226E+02,2, 1,3652E+00,5, 1,0000E+03
69,444;97,76300;8,65;6,05;;0, 9,7763E+01,2, 1,3652E+00,5, 1,0000E+03
70,445;94,04900;9,05;6,14;;0, 9,4049E+01,2, 1,3652E+00,5, 1,0000E+03
71,446;91,30400;9,38;6,18;;0, 9,1304E+01,2, 1,3652E+00,5, 1,0000E+03
72,448;89,80500;9,62;6,21;;0, 8,9805E+01,2, 1,3652E+00,5, 1,0000E+03
73,455;89,61900;9,76;6,22;;0, 8,9619E+01,2, 1,3652E+00,5, 1,0000E+03
74,463;90,92100;9,77;6,23;;0, 9,0921E+01,2, 1,3652E+00,5, 1,0000E+03
75,468;93,99100;9,66;6,21;;0, 9,3991E+01,2, 1,3652E+00,5, 1,0000E+03
76,476;97,47700;9,39;6,18;;0, 9,7477E+01,2, 1,3652E+00,5, 1,0000E+03
77,485;100,07000;9,08;6,20;;0, 1,0007E+02,2, 1,3652E+00,5, 1,0000E+03
78,486;101,55000;8,85;6,17;;0, 1,0155E+02,2, 1,3652E+00,5, 1,0000E+03
