Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Dauer bis Druckstabilitaet_s;response
0,000;959,32000;10,0;0.0;;0, 9,5932E+02,2, 1,3652E+00,5, 1,0000E+03
1,001;959,32000;10,0;0.0;;0, 9,5932E+02,2, 1,3652E+00,5, 1,0000E+03
2,002;959,32000;10,0;0.0;;0, 9,5932E+02,2, 1,3652E+00,5, 1,0000E+03
3,006;959,17000;10,0;0.0;;0, 9,5917E+02,2, 1,3652E+00,5, 1,0000E+03
4,014;941,87000;10,0;0.0;;0, 9,4187E+02,2, 1,3652E+00,5, 1,0000E+03
5,016;718,95000;10,0;0.0;;0, 7,1895E+02,2, 1,3652E+00,5, 1,0000E+03
6,022;628,40000;10,0;0.0;;0, 6,2840E+02,2, 1,3652E+00,5, 1,0000E+03
7,030;570,23000;10,0;0.0;;0, 5,7023E+02,2, 1,3652E+00,5, 1,0000E+03
8,034;527,24000;10,0;0.0;;0, 5,2724E+02,2, 1,3652E+00,5, 1,0000E+03
9,037;494,73000;10,0;0.0;;0, 4,9473E+02,2, 1,3652E+00,5, 1,0000E+03
10,044;469,68000;10,0;0.0;;0, 4,6968E+02,2, 1,3652E+00,5, 1,0000E+03
11,054;450,34000;10,0;0.0;;0, 4,5034E+02,2, 1,3652E+00,5, 1,0000E+03
12,055;435,46000;10,0;0.0;;0, 4,3546E+02,2, 1,3652E+00,5, 1,0000E+03
13,057;423,99000;10,0;0.0;;0, 4,2399E+02,2, 1,3652E+00,5, 1,0000E+03
14,059;414,81000;10,0;0.0;;0, 4,1481E+02,2, 1,3652E+00,5, 1,0000E+03
15,060;407,67000;5,52;7,20;;0, 4,0767E+02,2, 1,3652E+00,5, 1,0000E+03
16,065;402,32000;5,45;7,20;;0, 4,0232E+02,2, 1,3652E+00,5, 1,0000E+03
17,069;397,90000;5,45;7,20;;0, 3,9790E+02,2, 1,3652E+00,5, 1,0000E+03
18,076;394,53000;5,49;7,20;;0, 3,9453E+02,2, 1,3652E+00,5, 1,0000E+03
19,083;391,86000;5,53;7,21;;0, 3,9186E+02,2, 1,3652E+00,5, 1,0000E+03
20,088;390,04000;5,55;7,21;;0, 3,9004E+02,2, 1,3652E+00,5, 1,0000E+03
21,089;388,52000;5,57;7,21;;0, 3,8852E+02,2, 1,3652E+00,5, 1,0000E+03
22,094;387,03000;5,59;7,22;;0, 3,8703E+02,2, 1,3652E+00,5, 1,0000E+03
23,100;386,29000;5,60;7,22;;0, 3,8629E+02,2, 1,3652E+00,5, 1,0000E+03
24,110;387,13000;5,59;7,23;;0, 3,8713E+02,2, 1,3652E+00,5, 1,0000E+03
25,119;388,92000;5,57;7,23;;0, 3,8892E+02,2, 1,3652E+00,5, 1,0000E+03
26,119;393,44000;5,51;7,23;;0, 3,9344E+02,2, 1,3652E+00,5, 1,0000E+03
27,122;396,56000;5,46;7,23;;0, 3,9656E+02,2, 1,3652E+00,5, 1,0000E+03
28,130;398,78000;5,43;7,22;;0, 3,9878E+02,2, 1,3652E+00,5, 1,0000E+03
29,138;403,87000;5,47;7,22;;0, 4,0387E+02,2, 1,3652E+00,5, 1,0000E+03
30,139;408,06000;5,53;7,22;;0, 4,0806E+02,2, 1,3652E+00,5, 1,0000E+03
31,147;410,75000;5,56;7,21;;0, 4,1075E+02,2, 1,3652E+00,5, 1,0000E+03
32,150;412,81000;5,59;7,21;;0, 4,1281E+02,2, 1,3652E+00,5, 1,0000E+03
