Zeit_s;Druck_mBar;V_Durchlass;V_Einlass;Stellgröße;response
0,000;959,39000;10,00;4,97;-0,00000;
1,008;959,39000;10,00;4,97;0,00000;
2,012;959,40000;10,00;4,97;-0,00000;
3,019;959,40000;10,00;4,97;0,00000;
4,021;959,40000;10,00;4,97;0,00000;
5,026;959,40000;10,00;4,97;0,00000;
6,035;959,40000;10,00;4,97;0,00000;
7,043;959,40000;10,00;4,97;0,00000;
8,046;959,40000;10,00;4,97;0,00000;
9,048;959,40000;10,00;4,97;0,00000;
10,052;959,40000;10,00;4,97;0,00000;
11,057;959,40000;10,00;4,97;0,00000;
12,063;959,40000;10,00;4,97;0,00000;
13,067;959,40000;10,00;4,97;0,00000;
14,069;959,40000;10,00;4,97;0,00000;
15,073;959,40000;10,00;4,97;0,00000;
16,082;959,40000;10,00;4,97;0,00000;
17,087;959,40000;10,00;4,97;0,00000;
18,088;959,40000;10,00;4,97;0,00000;
19,092;959,40000;10,00;4,97;0,00000;
20,095;959,40000;10,00;4,97;0,00000;
21,099;959,40000;10,00;4,97;0,00000;
22,104;959,40000;10,00;4,97;0,00000;
23,108;959,40000;10,00;4,97;0,00000;
24,114;959,40000;10,00;4,97;0,00000;
25,124;959,40000;10,00;4,97;0,00000;
26,129;959,40000;10,00;4,97;0,00000;
27,130;959,40000;10,00;4,97;0,00000;
28,137;959,40000;10,00;4,97;0,00000;
29,137;959,40000;10,00;4,97;0,00000;
30,141;959,40000;10,00;4,97;0,00000;
31,144;959,40000;10,00;4,97;0,00000;
32,147;959,40000;10,00;4,97;0,00000;
33,151;959,40000;10,00;4,97;0,00000;
34,161;959,40000;10,00;4,97;0,00000;
35,163;959,40000;10,00;4,97;0,00000;
36,164;959,40000;10,00;4,97;0,00000;
37,170;959,40000;10,00;4,97;0,00000;
38,173;959,40000;10,00;4,97;0,00000;
39,177;959,40000;10,00;4,97;0,00000;
40,183;959,40000;10,00;4,97;0,00000;
41,186;959,40000;10,00;4,97;0,00000;
42,191;959,40000;10,00;4,97;0,00000;
43,197;959,40000;10,00;4,97;0,00000;
44,204;959,40000;10,00;4,97;0,00000;
45,208;959,40000;10,00;4,97;0,00000;
46,219;959,40000;10,00;4,97;0,00000;
47,227;959,40000;10,00;4,97;0,00000;
48,234;959,40000;10,00;4,97;0,00000;
49,245;959,40000;10,00;4,97;0,00000;
50,252;959,40000;10,00;4,97;0,00000;
51,260;959,40000;10,00;4,97;0,00000;
52,265;959,40000;10,00;4,97;0,00000;
53,266;959,40000;10,00;4,97;0,00000;
54,270;959,41000;10,00;4,97;-0,00000;
55,279;959,40000;10,00;4,97;0,00000;
56,279;959,40000;10,00;4,97;0,00000;
57,288;959,40000;10,00;4,97;0,00000;
58,289;959,40000;10,00;4,97;0,00000;
59,295;959,40000;10,00;4,97;0,00000;
60,304;959,40000;10,00;4,97;0,00000;
61,315;959,40000;10,00;4,97;0,00000;
62,324;959,40000;10,00;4,97;0,00000;
63,331;959,40000;10,00;4,97;0,00000;
64,338;959,40000;10,00;4,97;0,00000;
65,339;959,40000;10,00;4,97;0,00000;
66,343;959,40000;10,00;4,97;0,00000;
67,343;959,40000;10,00;4,97;0,00000;
68,351;959,40000;10,00;4,97;0,00000;
69,356;959,40000;10,00;4,97;0,00000;
70,357;959,40000;10,00;4,97;0,00000;
71,360;959,40000;10,00;4,97;0,00000;
72,370;959,40000;10,00;4,97;0,00000;
73,371;959,40000;10,00;4,97;0,00000;
74,378;959,40000;10,00;4,97;0,00000;
75,382;959,40000;10,00;4,97;0,00000;
76,384;959,40000;10,00;4,97;0,00000;
77,392;959,40000;10,00;4,97;0,00000;
78,392;959,40000;10,00;4,97;0,00000;
79,399;959,40000;10,00;4,97;0,00000;
80,404;959,40000;10,00;4,97;0,00000;
81,405;959,40000;10,00;4,97;0,00000;
82,405;959,40000;10,00;4,97;0,00000;
83,410;959,40000;10,00;4,97;0,00000;
84,442;959,40000;10,00;4,97;0,00000;
85,446;959,40000;10,00;4,97;0,00000;
86,455;959,40000;10,00;4,97;0,00000;
87,465;959,40000;10,00;4,97;0,00000;
88,466;959,40000;10,00;4,97;0,00000;
89,470;959,40000;10,00;4,97;0,00000;
90,471;959,40000;10,00;4,97;0,00000;
91,476;959,40000;10,00;4,97;0,00000;
92,484;959,40000;10,00;4,97;0,00000;
93,486;959,40000;10,00;4,97;0,00000;
94,495;959,40000;10,00;4,97;0,00000;
95,495;959,40000;10,00;4,97;0,00000;
96,503;959,40000;10,00;4,97;0,00000;
97,504;959,40000;10,00;4,97;0,00000;
98,512;959,40000;10,00;4,97;0,00000;
99,521;959,40000;10,00;4,97;0,00000;
100,528;959,40000;10,00;4,97;0,00000;
101,532;959,40000;10,00;4,97;0,00000;101,532
102,542;959,40000;10,00;4,97;0,00000;
103,543;959,40000;10,00;4,97;0,00000;
104,551;959,40000;10,00;4,97;0,00000;
105,552;959,40000;10,00;4,97;0,00000;
106,562;959,40000;10,00;4,97;0,00000;
107,567;959,40000;10,00;4,97;0,00000;
108,574;959,40000;10,00;4,97;0,00000;
109,580;959,40000;10,00;4,97;0,00000;
110,586;959,40000;10,00;4,97;0,00000;
111,596;959,40000;10,00;4,97;0,00000;
112,597;959,40000;10,00;4,97;0,00000;
113,607;959,40000;10,00;4,97;0,00000;
114,609;959,40000;10,00;4,97;0,00000;
115,617;959,40000;10,00;4,97;0,00000;
116,617;959,40000;10,00;4,97;0,00000;
117,627;959,40000;10,00;4,97;0,00000;
118,631;959,40000;10,00;4,97;0,00000;
119,642;959,40000;10,00;4,97;0,00000;
120,650;959,40000;10,00;4,97;0,00000;
121,650;959,40000;10,00;4,97;0,00000;
122,661;959,40000;10,00;4,97;0,00000;
123,665;959,40000;10,00;4,97;0,00000;
